Code Commune;Nom Commune;Nb -25;Nb 25-64;Nb 65+;Prop -25;Prop 25-64;Prop 65+;Taux Nat 1999-2010;Taux Mort 1999-2010
11125;Embres-et-Castelmaure;21;93;49;12.7;57.3;30;7.8;15.6
11126;Escales;89;197;87;23.9;52.8;23.3;9.5;13.7
11127;Escouloubre;22;36;36;23.4;38.3;38.3;7.9;13.8
11128;Escueillens-et-Saint-Just-de-Bélengard;44;91;55;23.1;47.8;29.1;7.3;11.3
11129;Espéraza;455;935;692;21.8;44.9;33.2;7.8;19.2
11130;Espezel;41;115;58;19.3;53.8;26.9;7.8;16
11131;Val-du-Faby;156;295;123;27.2;51.4;21.5;6.5;13.3
11132;Fabrezan;309;652;303;24.4;51.6;24;10.6;12.3
11133;Fajac-en-Val;7;22;6;19.4;63.9;16.7;28.6;11.4
11134;Fajac-la-Relenque;13;21;12;28.3;45.7;26.1;14.4;14.4
11135;La Fajolle;3;8;4;21.4;50;28.6;15;7.5
11136;Fanjeaux;209;368;202;26.9;47.2;25.9;7.4;15.3
11137;Félines-Termenès;22;72;40;16.5;53.5;29.9;12;12.8
11138;Fendeille;182;310;72;32.3;54.9;12.8;13;5.5
11139;Fenouillet-du-Razès;16;53;19;18.2;60.2;21.6;13.1;16.3
11140;Ferrals-les-Corbières;300;567;268;26.4;50;23.6;7.4;12.2
11141;Ferran;36;45;20;35.5;45;19.5;10.3;10.3
11142;Festes-et-Saint-André;54;119;29;26.7;58.9;14.4;9.5;8.6
11143;Feuilla;19;55;23;19.8;56.2;24;6.3;11.5
11144;Fitou;217;544;204;22.5;56.3;21.1;10;9.3
11145;Fleury;773;1717;916;22.7;50.4;26.9;10.8;11
11146;Floure;129;190;48;35.2;51.6;13.1;12.3;3.7
11147;Fontanès-de-Sault;0;3;2;0;60;40;20.5;20.5
11148;Fontcouverte;130;278;125;24.4;52.1;23.5;8.1;9.8
11149;Fonters-du-Razès;23;44;23;25.3;49.4;25.3;13.1;8.1
11150;Fontiers-Cabardès;114;225;96;26.2;51.8;22.1;11;5.6
11151;Fontiès-d'Aude;110;225;68;27.2;55.9;16.8;9.5;9.3
11152;Fontjoncouse;29;79;33;20.5;56.2;23.3;8.5;12.7
11153;La Force;59;119;27;28.8;58;13.2;8.9;8.9
11154;Fournes-Cabardès;8;37;18;12.5;58.9;28.6;11.6;13.2
11155;Fourtou;13;42;7;21;67.7;11.3;9.6;11.2
11156;Fraisse-Cabardès;20;68;22;18;62.2;19.8;7.5;18.3
11157;Fraissé-des-Corbières;55;136;61;21.9;54;24.1;7.1;8
11158;Gaja-et-Villedieu;77;173;43;26.4;58.9;14.7;13.1;6.2
11159;Gaja-la-Selve;45;80;27;29.7;52.4;17.9;15.9;6.6
11160;Galinagues;8;27;4;20.7;69;10.3;6.8;4.5
11161;Gardie;25;55;25;24;51.9;24;8.8;15.8
11162;Generville;18;32;6;32.3;56.5;11.3;18;6
11163;Gincla;9;25;14;18;52;30;8;6
11164;Ginestas;365;676;317;26.9;49.7;23.4;10.9;10.6
11165;Ginoles;84;167;105;23.6;46.9;29.5;6.7;9.3
11166;Gourvieille;12;32;12;21.4;57.1;21.4;13.1;8.2
11167;Gramazie;26;50;25;25.7;49.5;24.8;11.9;10.9
11168;Granès;19;78;22;15.8;65.8;18.4;4.5;9
11169;Greffeil;18;48;22;20.2;54.8;25;9;9
11170;Gruissan;995;2584;1097;21.3;55.3;23.5;10.8;10.9
11172;Homps;199;337;157;28.7;48.6;22.7;11.1;8.5
11173;Hounoux;35;75;23;26.4;56.2;17.4;11;4.7
11174;Les Ilhes;3;24;24;5.9;47.1;47.1;5;14.9
11175;Issel;126;234;105;27.1;50.3;22.6;12.2;5.8
11176;Jonquières;16;26;19;26.3;42.1;31.6;10.4;12.1
11177;Joucou;6;20;12;15.8;52.6;31.6;5.7;22.9
11178;Labastide-d'Anjou;273;510;211;27.5;51.3;21.2;10.9;8.2
11179;Labastide-en-Val;24;46;23;25.8;49.5;24.7;7.7;17.6
11180;Labastide-Esparbairenque;18;47;19;21.7;55.4;22.9;2.9;14.4
11181;Labécède-Lauragais;107;230;66;26.6;57;16.4;12;9
11182;Lacombe;39;82;49;23.2;48.2;28.6;9.9;16.5
11183;Ladern-sur-Lauquet;66;148;46;25.3;57;17.7;9;13.9
11184;Lafage;26;56;22;25;54;21;10.9;11.8
11185;Lagrasse;150;331;102;25.7;56.8;17.5;10;8.6
11186;Lairière;5;31;9;11.4;68.2;20.5;13.5;2.2
11187;Lanet;4;27;17;8.3;56.2;35.4;10.2;11.9
11188;La Palme;386;795;346;25.3;52.1;22.7;9.1;10.9
11189;Laprade;18;51;24;19.8;54.9;25.3;7.4;7.4
11190;La Redorte;232;478;411;20.7;42.6;36.7;8.3;24
11191;Laroque-de-Fa;21;90;38;14;60.7;25.2;3.7;8.1
11192;Lasbordes;300;391;134;36.3;47.4;16.3;11.8;7.3
11193;Lasserre-de-Prouille;65;123;52;27;51.5;21.6;10.8;9.6
11194;Lastours;47;87;31;28.5;52.7;18.8;13.3;6.7
11195;Laurabuc;139;206;61;34.3;50.8;14.9;9.6;7.3
11196;Laurac;53;91;36;29.5;50.6;19.9;10.5;6.2
11197;Lauraguel;160;296;130;27.3;50.5;22.2;8.3;8.8
11198;Laure-Minervois;268;561;223;25.5;53.3;21.2;8.4;11.2
11199;Lavalette;397;732;164;30.7;56.6;12.7;11.1;5.8
11200;Lespinassière;15;65;36;13;56.1;30.9;9;11.7
11201;Leuc;206;403;108;28.7;56.2;15;9.3;8.8
11202;Leucate;688;2212;1143;17;54.7;28.3;9.4;14.6
11203;Lézignan-Corbières;3091;5085;2362;29.3;48.3;22.4;11.3;15.2
11204;Lignairolles;7;21;8;19.4;58.3;22.2;11.1;11.1
11205;Limousis;28;56;23;26.2;52.3;21.5;8.6;6
11206;Limoux;2557;4847;2726;25.2;47.8;26.9;8.1;14.4
11207;Loupia;53;139;38;22.9;60.4;16.7;10.3;15.3
11208;La Louvière-Lauragais;20;36;23;25.3;45.6;29.1;11.5;3.5
11209;Luc-sur-Aude;50;105;47;24.6;52.1;23.2;9.8;5.4
11210;Luc-sur-Orbieu;267;535;221;26.1;52.3;21.6;9.7;10.9
11211;Magrie;118;284;109;23.1;55.6;21.3;6.3;7.9
11212;Mailhac;129;231;113;27.3;48.8;23.9;10.3;13.1
11213;Maisons;1;22;18;2.4;53.7;43.9;1.9;11.2
11214;Malras;86;195;73;24.4;55;20.6;5.6;11.2
11215;Malves-en-Minervois;201;423;160;25.6;54;20.5;8.5;7.1
11216;Malviès;93;198;89;24.4;52.2;23.4;11.8;11
11217;Marcorignan;321;645;198;27.6;55.4;17;10.4;8.4
11218;Marquein;22;42;12;29.3;54.7;16;11;2.7
11219;Marsa;2;18;6;8.7;69.6;21.7;21;17.5
11220;Marseillette;149;357;171;22;52.8;25.2;9.3;12.7
11221;Les Martys;71;141;59;26.3;51.9;21.9;11.9;12.3
11222;Mas-Cabardès;41;101;58;20.3;50.5;29.2;9.4;15.2
11223;Mas-des-Cours;10;11;2;43.5;47.8;8.7;32.5;0
11224;Massac;8;14;9;25.1;46.3;28.6;7.5;18.8
11225;Mas-Saintes-Puelles;281;480;139;31.2;53.3;15.5;13;8.5
11226;Mayreville;15;43;17;20;57.3;22.7;10.8;7.2
11227;Mayronnes;8;17;9;22.9;51.4;25.7;4.9;7.3
11228;Mazerolles-du-Razès;48;77;51;27.2;43.9;28.9;6.6;8.7
11229;Mazuby;2;10;12;8;40;52;3.7;33.3
11230;Mérial;4;14;8;15.4;53.8;30.8;3.9;27.4
11231;Mézerville;20;46;16;24.4;56.1;19.5;12.3;10
11232;Miraval-Cabardès;11;18;14;26.3;42.1;31.6;4;8
11233;Mirepeisset;219;399;130;29.3;53.3;17.4;14.7;9.5
11234;Mireval-Lauragais;47;92;25;28.8;56.2;15;11.6;9.4
11235;Missègre;13;32;21;19.7;48.5;31.8;1.4;12.4
11236;Molandier;45;126;61;19.4;54.3;26.3;7.8;8.2
11238;Molleville;24;58;9;26.4;63.2;10.3;12.1;5.5
11239;Montauriol;22;44;11;28.2;57.7;14.1;10.9;9.7
11240;Montazels;116;279;135;21.8;52.7;25.5;6.2;10.1
11241;Montbrun-des-Corbières;77;182;59;24.2;57.2;18.6;10.2;12.3
11242;Montclar;51;108;34;26.3;55.9;17.7;12.5;10.5
11243;Montferrand;139;260;97;28;52.4;19.6;13;6.1
11244;Montfort-sur-Boulzane;21;49;22;22.5;53.5;23.9;7.2;9.6
