Code Commune;Nom Commune;Nb -25;Nb 25-64;Nb 65+;Prop -25;Prop 25-64;Prop 65+;Taux Nat 1999-2010;Taux Mort 1999-2010
01124;Cormoz;164;323;138;26.2;51.7;22.1;6.8;10.4
01125;Corveissiat;192;327;83;32;54.3;13.7;11;7.8
01127;Courmangoux;128;284;95;25.3;55.9;18.8;13.6;9.9
01128;Courtes;79;132;55;29.7;49.6;20.7;13.3;8.7
01129;Crans;77;150;42;28.6;55.8;15.6;8.3;4.8
01130;Bresse Vallons;734;1092;233;35.7;53;11.3;14.6;6.3
01133;Cressin-Rochefort;113;198;63;30.2;52.9;16.8;8.6;9.2
01134;Crottet;537;955;230;31.2;55.5;13.4;10.7;6.1
01135;Crozet;591;1113;157;31.8;59.8;8.4;6.5;2.9
01136;Cruzilles-lès-Mépillat;276;437;105;33.7;53.5;12.8;13.2;6.9
01138;Culoz-Béon;977;1685;620;29.8;51.3;18.9;13.6;7.8
01139;Curciat-Dongalon;115;221;119;25.3;48.6;26.2;9.8;14
01140;Curtafond;216;357;130;30.8;50.8;18.5;12.7;9.4
01141;Cuzieu;110;223;73;27.1;54.9;18;13.3;8.1
01142;Dagneux;1451;2207;441;35.4;53.8;10.8;13.7;4.2
01143;Divonne-les-Bains;2433;4587;1140;29.8;56.2;14;8.1;6.5
01145;Dompierre-sur-Veyle;399;682;145;32.6;55.6;11.9;13.5;6.2
01146;Dompierre-sur-Chalaronne;148;199;42;38;51.2;10.8;16.7;7.5
01147;Domsure;133;250;90;28.2;52.9;18.9;9.2;9.4
01148;Dortan;561;1135;300;28.1;56.9;15;12;7
01149;Douvres;313;545;104;32.5;56.7;10.8;10;4.2
01150;Drom;70;113;25;33.7;54.1;12.2;9.5;7.5
01151;Druillat;323;593;218;28.5;52.3;19.2;11.6;7.9
01152;Échallon;229;431;112;29.6;55.8;14.5;15.9;5.8
01153;Échenevex;556;959;117;34.1;58.8;7.2;6.2;2.8
01155;Évosges;36;72;32;25.7;51.4;22.9;7.4;8.9
01156;Faramans;217;387;77;31.8;56.9;11.3;10.2;7.3
01157;Fareins;707;1131;300;33.1;52.9;14;10.5;5.2
01158;Farges;274;474;106;32.1;55.5;12.4;7.6;4.9
01159;Feillens;919;1677;519;29.5;53.8;16.7;11.4;8.5
01160;Ferney-Voltaire;2368;4760;897;29.5;59.3;11.2;10.1;3.5
01162;Flaxieu;18;32;14;28.3;50;21.7;9.8;18
01163;Foissiat;563;985;364;29.4;51.5;19;9.6;10.1
01165;Francheleins;459;734;130;34.7;55.5;9.8;10.4;4.5
01166;Frans;655;1082;246;33;54.6;12.4;8.5;3.5
01167;Garnerans;212;365;79;32.3;55.6;12;10.2;7.7
01169;Genouilleux;237;327;45;38.9;53.7;7.4;19.2;5
01170;Béard-Géovreissiat;366;495;64;39.5;53.5;6.9;14.7;3.4
01171;Géovreisset;317;516;70;35.1;57.2;7.7;13.6;5.2
01173;Gex;3416;6028;928;32.9;58.1;9;13.6;5.5
01174;Giron;57;74;31;35.2;45.7;19.1;15.9;8
01175;Gorrevod;266;420;113;33.3;52.6;14.1;12.5;8.2
01177;Grand-Corent;41;93;28;25.3;57.6;17.1;18.6;9.6
01179;Grièges;584;1032;283;30.8;54.3;14.9;11.1;6.5
01180;Grilly;219;435;108;28.7;57.1;14.2;5;4.8
01181;Groissiat;391;650;103;34.2;56.8;9;11.6;4.4
01183;Guéreins;434;696;178;33.2;53.2;13.6;12;6
01184;Hautecourt-Romanèche;234;408;131;30.3;52.8;16.9;14.9;6.7
01185;Plateau d'Hauteville;1326;2739;1244;25;51.6;23.4;9.7;12.6
01187;Haut Valromey;165;367;151;24.1;53.7;22.1;10.2;11.8
01188;Illiat;183;310;77;32.1;54.4;13.5;10;7.1
01189;Injoux-Génissiat;373;559;123;35.4;52.9;11.7;12.5;5.3
01190;Innimond;25;62;26;22.2;54.7;23.1;9.7;15.8
01191;Izenave;48;85;31;29;52.1;18.9;6.5;11.8
01192;Izernore;813;1246;218;35.7;54.7;9.6;18.5;5.7
01193;Izieu;48;116;37;23.8;57.9;18.3;7.7;6.8
01194;Jassans-Riottier;2019;3140;817;33.8;52.5;13.7;12.7;5.4
01195;Jasseron;482;773;296;31.1;49.8;19.1;10.2;13
01196;Jayat;345;550;154;32.9;52.4;14.7;15;7.3
01197;Journans;94;191;39;29;58.9;12;8.1;6.7
01198;Joyeux;71;130;22;31.8;58.4;9.9;17;11.1
01199;Jujurieux;650;1102;345;31;52.6;16.4;14.2;13.8
01200;Labalme;74;103;27;36.3;50.5;13.2;19.4;9.4
01202;Lagnieu;2091;3539;1126;30.9;52.4;16.7;14.3;9.2
01203;Laiz;372;626;132;32.9;55.4;11.7;11.9;4.1
01204;Le Poizat-Lalleyriat;212;371;78;32.1;56.1;11.8;15.2;8.3
01206;Lantenay;74;143;40;28.9;55.5;15.6;9.8;7.4
01207;Lapeyrouse;105;155;31;36;53.2;10.8;11.8;5.4
01208;Lavours;36;73;39;24.3;49.3;26.4;6.3;12.5
01209;Léaz;171;314;84;30.1;55.2;14.7;11.4;7
01210;Lélex;58;124;43;25.8;55.1;19.1;6.9;7.3
01211;Lent;426;736;166;32.1;55.5;12.5;13.2;6.7
01212;Lescheroux;211;351;121;30.9;51.4;17.7;10.7;9.7
01213;Leyment;469;693;111;36.8;54.4;8.7;13.2;4.4
01214;Leyssard;40;90;23;26.1;58.8;15;10.5;8
01215;Surjoux-Lhopital;33;70;34;24.2;50.8;25;7.9;6.5
01216;Lhuis;219;440;194;25.7;51.6;22.8;13.1;16.3
01219;Lompnas;39;85;25;26.4;56.8;16.9;8;6.8
01224;Loyettes;942;1423;280;35.6;53.8;10.6;15.7;5.2
01225;Lurcy;125;216;52;31.9;54.8;13.3;12.4;4.6
01227;Magnieu;155;312;91;27.8;55.8;16.4;13.2;11.3
01228;Maillat;215;364;89;32.2;54.5;13.3;11.6;6.3
01229;Malafretaz;306;520;127;32.1;54.6;13.3;12.5;7.1
01230;Mantenay-Montlin;83;145;61;28.8;50.2;21.1;10.3;12.4
01231;Manziat;586;1040;298;30.4;54.1;15.5;13.2;7.6
01232;Marboz;593;1172;417;27.2;53.7;19.1;11.4;6.7
01233;Marchamp;31;54;33;26.4;45.7;27.9;16.2;15.4
01234;Marignieu;40;74;33;27.2;50.3;22.5;4.8;9
01235;Marlieux;296;458;133;33.4;51.6;15;14.7;7.9
01236;Marsonnas;331;509;165;32.9;50.7;16.4;11.7;6.8
01237;Martignat;532;890;182;33.2;55.5;11.4;12.6;5
01238;Massieux;823;1343;262;33.9;55.3;10.8;10.8;2.9
01239;Massignieu-de-Rives;169;340;99;27.8;55.8;16.3;11.7;6.2
01240;Matafelon-Granges;189;394;69;29;60.4;10.6;16.7;7
01241;Meillonnas;381;726;191;29.4;56;14.7;11.6;5.8
01242;Mérignat;48;74;17;34.6;52.9;12.5;16;8
01243;Messimy-sur-Saône;399;669;141;33;55.4;11.6;10.5;6.1
01244;Meximieux;2506;3778;984;34.5;52;13.5;15.3;7.7
01245;Bohas-Meyriat-Rignat;229;449;133;28.2;55.3;16.4;10.9;7
01246;Mézériat;639;1114;318;30.9;53.8;15.4;10.8;9
01247;Mijoux;115;217;47;30.3;57.3;12.4;12.5;5.6
01248;Mionnay;778;1148;151;37.5;55.3;7.3;11.4;3.3
01249;Miribel;2897;4782;1387;32;52.7;15.3;13.3;9
01250;Misérieux;651;926;184;37;52.6;10.5;10;3.8
01252;Mogneneins;227;410;90;31.2;56.4;12.4;11.9;7.7
01254;Montagnat;497;968;181;30.2;58.8;11;8.6;3.5
01255;Montagnieu;127;272;96;25.7;54.9;19.4;14.3;8.8
01257;Montanges;95;185;50;28.9;56;15.1;12;6.6
01258;Montceaux;428;642;94;36.7;55.2;8.1;11.7;3.6
01259;Montcet;250;356;59;37.6;53.5;8.9;13;3.7
01260;Le Montellier;80;132;32;32.8;54.1;13.1;12.2;3.5
01261;Monthieux;217;329;52;36.3;55;8.7;10.4;3.2
01262;Montluel;2502;3560;937;35.7;50.9;13.4;16.8;6.1
01263;Montmerle-sur-Saône;1231;1966;626;32.2;51.4;16.4;15.4;10.2
01264;Montracol;329;518;119;34.1;53.6;12.3;15.5;6.2
01265;Montréal-la-Cluse;1081;1877;499;31.3;54.3;14.4;16.7;5.6
01266;Montrevel-en-Bresse;618;1161;583;26.2;49.1;24.7;11.3;14.6
01267;Nurieux-Volognat;337;580;141;31.9;54.8;13.3;12.3;6.4
01268;Murs-et-Gélignieux;69;130;42;28.8;53.8;17.4;9.9;9.9
01269;Nantua;1260;1837;616;33.9;49.5;16.6;17.6;10.4
01272;Neuville-les-Dames;442;795;267;29.4;52.8;17.8;10;10.9
01273;Neuville-sur-Ain;487;867;216;31;55.2;13.8;15.7;8.4
01274;Les Neyrolles;231;329;76;36.3;51.7;12;18;6.5
01275;Neyron;768;1325;379;31.1;53.6;15.3;11.4;3.4
01276;Niévroz;517;824;147;34.8;55.4;9.9;10.4;4.1
01277;Nivollet-Montgriffon;35;85;23;24.5;59.7;15.8;11.6;10.7
01279;Oncieu;26;45;21;28.3;48.9;22.8;6.5;6.5
01280;Ordonnaz;37;77;27;26.1;54.9;19;12.7;16.2
01281;Ornex;1154;2045;332;32.7;57.9;9.4;7.3;3.3
01282;Outriaz;80;142;34;31.2;55.5;13.3;7;8.7
01283;Oyonnax;7430;11747;3472;32.8;51.9;15.3;16.5;7.3
01284;Ozan;204;338;76;33;54.7;12.3;12.6;5.3
01285;Parcieux;376;589;130;34.4;53.8;11.8;12.7;3.3
01286;Parves et Nattages;272;532;120;29.5;57.6;12.9;12.2;7.1
01288;Péron;696;1263;184;32.5;58.9;8.6;8.3;4
01289;Péronnas;1724;3026;1305;28.5;50;21.6;8.3;8.4
01290;Pérouges;348;672;184;28.9;55.8;15.3;9.9;7.2
01291;Perrex;241;462;123;29.2;56;14.8;10.8;5
01293;Peyriat;55;98;18;32.2;57.5;10.3;13.3;7.2
01294;Peyrieu;217;488;116;26.4;59.5;14.1;9.8;8.2
01295;Peyzieux-sur-Saône;183;262;28;38.7;55.3;6;17;8.3
01296;Pirajoux;103;202;56;28.5;56;15.5;10.9;9.8
01297;Pizay;281;433;63;36.2;55.7;8.1;9.2;2.6
01298;Plagne;34;79;15;26.4;61.6;12;13.3;8
01299;Le Plantay;168;316;55;31.2;58.6;10.2;14.7;3.3
01301;Polliat;678;1279;445;28.2;53.2;18.5;11.7;7
01302;Pollieu;43;86;28;27.4;54.8;17.8;8.6;10.6
01303;Poncin;523;818;303;31.8;49.7;18.4;13.2;8.5
01304;Pont-d'Ain;787;1359;481;30;51.7;18.3;13.8;14.6
01305;Pont-de-Vaux;580;1005;620;26.3;45.6;28.1;12.7;16.8
01306;Pont-de-Veyle;494;764;334;31;48;21;11.4;13.3
01307;Port;258;467;122;30.5;55.1;14.4;13.7;6.2
01308;Pougny;264;451;87;32.9;56.2;10.9;9.3;4.5
01309;Pouillat;27;43;18;30.4;48.9;20.7;6.4;6.4
01310;Prémeyzel;40;153;42;17.1;65.2;17.7;9.2;11.8
01311;Prémillieu;6;16;14;17.6;44.1;38.2;21.2;42.4
01313;Prévessin-Moëns;2022;3448;510;33.8;57.7;8.5;5.7;2.4
01314;Priay;485;795;208;32.6;53.4;14;13.5;6.6
01317;Ramasse;74;130;46;29.6;52;18.4;12.5;7.8
01318;Rancé;232;362;47;36.2;56.5;7.3;13.8;2.6
01319;Relevant;141;259;66;30.3;55.6;14.2;10.4;5.5
01320;Replonges;1044;1874;582;29.8;53.5;16.6;11.5;7
01321;Revonnas;251;435;102;31.8;55.2;13;13.7;5.5
01322;Reyrieux;1368;2067;658;33.4;50.5;16.1;10.1;7.5
01323;Reyssouze;278;471;179;30;50.7;19.3;10.2;11.1
01325;Rignieux-le-Franc;310;551;89;32.6;58;9.3;14.8;4.3
01328;Romans;189;305;94;32.1;51.9;16;11.2;18.3
01329;Rossillon;29;86;34;19.3;58;22.7;6.2;14.8
01330;Ruffieu;55;103;44;27.2;51;21.8;8;11.2
01331;Saint-Alban;54;70;39;33.1;42.9;23.9;10;11.8
01332;Saint-André-de-Bâgé;181;386;69;28.4;60.7;10.8;8.6;4.5
01333;Saint-André-de-Corcy;927;1585;479;31;53;16;11.6;8.5
01334;Saint-André-d'Huiriat;173;308;61;31.9;56.8;11.3;13.6;6.1
01335;Saint-André-le-Bouchoux;107;175;34;33.9;55.5;10.6;19.9;2.6
01336;Saint-André-sur-Vieux-Jonc;327;591;161;30.3;54.8;14.9;12.2;4.8
01337;Saint-Bénigne;355;599;206;30.6;51.6;17.8;12.7;7.5
01338;Groslée-Saint-Benoit;342;588;195;30.4;52.2;17.4;13.7;9.8
01339;Saint-Bernard;415;711;248;30.2;51.7;18.1;7.8;18.1
01342;Sainte-Croix;191;301;42;35.8;56.4;7.9;15.9;2.7
01343;Saint-Cyr-sur-Menthon;528;897;210;32.3;54.8;12.9;12.9;6.2
01344;Saint-Denis-lès-Bourg;1518;2795;1092;28.1;51.7;20.2;7.5;5.3
01345;Saint-Denis-en-Bugey;673;1193;312;30.9;54.8;14.3;12.1;5.6
01346;Saint-Didier-d'Aussiat;301;429;133;34.9;49.7;15.4;16.2;7.7
01347;Saint-Didier-de-Formans;596;1013;183;33.3;56.5;10.2;9.9;4
01348;Saint-Didier-sur-Chalaronne;897;1423;456;32.3;51.3;16.4;12.4;8.6
01349;Saint-Éloi;119;236;44;29.8;59.1;11.1;8.2;5.9
01350;Saint-Étienne-du-Bois;737;1271;432;30.2;52.1;17.7;13.3;7.1
01351;Saint-Étienne-sur-Chalaronne;526;745;197;35.8;50.7;13.4;13.6;6.6
01352;Saint-Étienne-sur-Reyssouze;154;274;102;29.1;51.6;19.3;13;8.1
01353;Sainte-Euphémie;548;809;125;37;54.6;8.4;11.9;4
01354;Saint-Genis-Pouilly;2784;5274;857;31.2;59.2;9.6;10.1;3.1
01355;Saint-Genis-sur-Menthon;130;224;55;31.8;54.8;13.4;12.8;5.9
01356;Saint-Georges-sur-Renon;65;118;14;33.2;59.7;7.1;14.4;7.2
01357;Saint-Germain-de-Joux;152;260;68;31.7;54.2;14.2;17.1;8.4
01358;Saint-Germain-les-Paroisses;111;207;69;28.7;53.4;17.9;13.3;6.9
01359;Saint-Germain-sur-Renon;62;145;29;26.2;61.4;12.4;12.6;5.3
01360;Saint-Jean-de-Gonville;416;915;164;27.8;61.2;11;7.5;3.8
01361;Saint-Jean-de-Niost;472;812;137;33.2;57.2;9.7;13.2;4.5
01362;Saint-Jean-de-Thurigneux;247;397;67;34.7;55.9;9.4;12.9;4.2
01363;Saint-Jean-le-Vieux;476;882;250;29.6;54.8;15.6;11.2;6.4
01364;Saint-Jean-sur-Reyssouze;217;394;133;29.2;53;17.8;10.6;12.7
01365;Saint-Jean-sur-Veyle;334;598;149;30.9;55.3;13.8;11.1;8.3
01366;Sainte-Julie;315;502;72;35.4;56.4;8.1;16.7;5.3
01367;Saint-Julien-sur-Reyssouze;195;344;129;29.2;51.5;19.3;14.9;8.6
01368;Saint-Julien-sur-Veyle;239;381;95;33.5;53.3;13.3;14.1;7.8
01369;Saint-Just;243;512;126;27.6;58.1;14.3;7.6;4.7
01370;Saint-Laurent-sur-Saône;497;926;326;28.4;53;18.6;14.2;20.2
01371;Saint-Marcel;458;669;85;37.8;55.2;7;14.4;3.5
01372;Saint-Martin-de-Bavel;152;226;65;34.4;51;14.7;14.6;9.8
01373;Saint-Martin-du-Frêne;327;598;152;30.4;55.5;14.1;13.5;6.2
01374;Saint-Martin-du-Mont;477;923;251;28.9;55.9;15.2;11.9;5.4
01375;Saint-Martin-le-Châtel;256;436;98;32.4;55.1;12.5;13;4.1
01376;Saint-Maurice-de-Beynost;1274;1952;639;33;50.5;16.5;14.5;7.1
01378;Saint-Maurice-de-Gourdans;851;1371;276;34.1;54.9;11.1;14;5.4
01379;Saint-Maurice-de-Rémens;231;380;98;32.6;53.6;13.8;13.4;8
01380;Saint-Nizier-le-Bouchoux;219;316;168;31.2;45;23.9;9.6;10.5
01381;Saint-Nizier-le-Désert;316;481;83;35.9;54.7;9.4;19.8;5.2
01382;Sainte-Olive;93;179;30;30.8;59.2;10;13.2;3.6
01383;Saint-Paul-de-Varax;530;836;185;34.2;53.9;11.9;16;6.8
01384;Saint-Rambert-en-Bugey;665;1034;465;30.7;47.8;21.5;13.9;17
01385;Saint-Rémy;290;483;133;32.1;53.3;14.6;10.2;5.6
01386;Saint-Sorlin-en-Bugey;328;574;159;30.9;54.1;15;13.6;5.4
01387;Saint-Sulpice;40;80;22;28.2;56.3;15.5;12.9;6.1
01388;Saint-Trivier-de-Courtes;212;471;330;20.9;46.5;32.6;7.8;22
01389;Saint-Trivier-sur-Moignans;624;945;308;33.3;50.3;16.4;15.2;14.9
01390;Saint-Vulbas;290;515;152;30.3;53.9;15.9;16.2;14.5
01391;Salavre;61;155;68;21.5;54.7;23.9;8.9;9.9
01392;Samognat;270;390;58;37.7;54.3;8;13.4;4.8
01393;Sandrans;178;283;63;34;53.9;12.1;18.1;5.3
01396;Sault-Brénaz;299;551;194;28.7;52.8;18.6;14.1;7.2
01397;Sauverny;350;629;99;32.5;58.4;9.1;7.2;1.7
01398;Savigneux;411;659;134;34.1;54.7;11.2;14;5.5
01399;Ségny;513;927;209;31.1;56.2;12.7;6.5;2.8
01400;Seillonnaz;29;78;30;21.3;56.7;22;10.5;8.4
01401;Sergy;630;1148;199;31.9;58.1;10.1;6;3.2
01402;Sermoyer;183;349;137;27.4;52.1;20.5;14.4;11.1
01403;Serrières-de-Briord;372;594;208;31.7;50.6;17.7;11.5;9.1
01404;Serrières-sur-Ain;20;77;22;16.8;64.8;18.4;10.4;11.4
01405;Servas;441;636;107;37.3;53.7;9;15.3;4.6
01406;Servignat;37;83;40;23.1;51.9;25;7.5;11.8
01407;Seyssel;280;523;139;29.7;55.5;14.8;17.2;8.2
01408;Simandre-sur-Suran;217;346;87;33.4;53.2;13.4;13.6;7.6
01410;Sonthonnax-la-Montagne;109;185;26;34;57.8;8.2;11.1;7
01411;Souclin;75;136;50;28.9;52.1;19;16.4;9.9
01412;Sulignat;182;307;80;32;54;14;13.9;6.3
01415;Talissieu;99;255;71;23.3;60;16.7;9;34.4
01416;Tenay;308;538;273;27.5;48.1;24.4;9.9;18.3
01418;Thil;372;572;126;34.7;53.5;11.8;9.8;3.5
01419;Thoiry;1726;3014;465;33.2;57.9;8.9;6.7;2.6
01420;Thoissey;441;676;423;28.6;43.9;27.5;14.8;17.9
01421;Torcieu;189;407;102;27;58.3;14.7;11.3;7.3
01422;Tossiat;449;798;159;31.9;56.8;11.3;11.6;5.7
01423;Toussieux;252;433;84;32.7;56.3;10.9;8.2;2.1
01424;Tramoyes;622;888;164;37.2;53;9.8;10.2;3
01425;La Tranclière;89;160;52;29.5;53.3;17.2;16.6;7.6
01426;Val-Revermont;737;1349;342;30.4;55.6;14.1;12.8;7.6
01427;Trévoux;2342;3576;812;34.8;53.1;12.1;16;7.7
01428;Valeins;26;47;15;29.5;53.4;17;13.1;12
01429;Vandeins;209;348;62;33.8;56.2;10;12.7;5.5
01430;Varambon;152;310;59;29.2;59.5;11.3;17.6;4.9
01431;Vaux-en-Bugey;361;635;173;30.9;54.3;14.8;12.9;6.6
01432;Verjon;56;143;51;22.4;57.2;20.4;12.1;8.4
01433;Vernoux;93;169;23;32.6;59.3;8.1;12.1;11.1
01434;Versailleux;103;175;54;31.1;52.6;16.3;13.2;4.7
01435;Versonnex;779;1199;166;36.3;55.9;7.8;8.1;1.9
01436;Vesancy;143;317;66;27.2;60.3;12.5;7.2;3.4
01437;Vescours;52;114;42;25.1;54.8;20.1;7.3;9.6
01439;Vésines;24;55;12;26.3;60.6;13.1;16.8;7.1
01441;Vieu-d'Izenave;223;385;85;32.2;55.5;12.3;14.3;6.9
01443;Villars-les-Dombes;1375;2253;771;31.3;51.2;17.5;10.6;10.4
01444;Villebois;334;669;150;29;58;13;14.6;8.4
01445;Villemotier;219;352;61;34.7;55.6;9.7;14.9;4.8
01446;Villeneuve;525;738;120;38;53.4;8.6;13.2;5.5
01447;Villereversure;348;616;244;28.8;51;20.2;12.5;19.8
01448;Villes;116;224;45;30.2;58.2;11.6;10.3;4.6
01449;Villette-sur-Ain;225;390;58;33.5;58;8.6;12.9;7.2
01450;Villieu-Loyes-Mollon;1036;1698;361;33.5;54.9;11.7;12.8;6
01451;Viriat;1825;3146;1035;30.4;52.4;17.2;9.5;5.9
01452;Virieu-le-Grand;378;598;180;32.7;51.7;15.6;13.4;9.3
01453;Arvière-en-Valromey;179;376;136;26;54.4;19.7;7.3;10.9
01454;Virignin;272;465;118;31.8;54.4;13.8;12.4;6.8
01456;Vongnes;14;43;17;19.2;57.5;23.3;6.7;12.2
01457;Vonnas;897;1357;537;32.1;48.6;19.2;12;9.2
02001;Abbécourt;171;269;88;32.4;50.9;16.7;11.1;11.1
02002;Achery;193;298;96;32.9;50.8;16.3;11.8;8.4
02003;Acy;302;514;144;31.4;53.6;15;10.8;7.5
02004;Agnicourt-et-Séchelles;62;107;38;30;51.7;18.4;11.3;10.9
02005;Aguilcourt;110;204;35;31.6;58.5;9.9;7.4;4.9
02006;Aisonville-et-Bernoville;87;163;38;30.3;56.6;13.1;10.7;6
02007;Aizelles;28;63;21;24.8;56.6;18.6;14.3;11.6
02008;Aizy-Jouy;97;156;33;33.9;54.5;11.6;13.5;6.6
02009;Alaincourt;152;292;59;30.3;58;11.7;11.1;5.8
02010;Allemant;73;95;12;40.3;52.8;6.8;19;6.3
02011;Ambleny;360;619;155;31.7;54.6;13.6;11.7;7.5
02012;Ambrief;12;45;6;19.4;71;9.7;4.9;6.1
02013;Amifontaine;131;233;54;31.3;55.7;13;12.5;4.5
02014;Amigny-Rouy;228;421;82;31.2;57.6;11.2;13;8.1
02015;Ancienville;24;42;8;32.5;57.1;10.4;8.4;4.8
02016;Andelain;54;111;21;29;59.6;11.5;8.5;8.5
02017;Anguilcourt-le-Sart;99;153;40;33.9;52.3;13.8;16.6;6.5
02018;Anizy-le-Grand;754;1269;453;30.4;51.3;18.3;12.1;8.4
02019;Annois;108;207;67;28.2;54.1;17.6;12.8;9.3
02020;Any-Martin-Rieux;146;248;82;30.7;52.1;17.2;14.4;12.6
02021;Archon;25;39;24;28.2;44.7;27.1;9.6;10.7
02022;Arcy-Sainte-Restitue;140;225;62;32.9;52.7;14.5;11.5;5.5
02023;Armentières-sur-Ourcq;30;60;8;31;61;8;9.8;6.3
02024;Arrancy;11;25;13;22.6;50.9;26.4;16.4;5.5
02025;Artemps;122;197;40;33.9;55;11.1;13.6;8.4
02027;Assis-sur-Serre;83;147;45;30.3;53.3;16.4;10.8;8.4
02028;Athies-sous-Laon;751;1339;425;29.9;53.2;16.9;9.8;6.1
02029;Attilly;123;226;35;32;58.8;9.2;9.3;4.4
02030;Aubencheul-aux-Bois;97;150;63;31.2;48.3;20.5;10.4;6.6
02031;Aubenton;224;335;155;31.4;46.9;21.7;12;10.5
02032;Aubigny-aux-Kaisnes;84;124;34;34.7;51;14.2;12;6.7
02033;Aubigny-en-Laonnois;34;63;19;29.1;54.7;16.2;11.1;7.1
02034;Audignicourt;34;59;9;33.7;57.7;8.7;16.4;8.2
02035;Audigny;96;128;42;36.1;48.2;15.7;12.9;7.8
02036;Augy;32;43;14;35.6;48.3;16.1;15;2.3
02037;Aulnois-sous-Laon;425;704;163;32.9;54.5;12.6;12.7;6
02038;Les Autels;22;30;22;29.7;40.5;29.7;8.6;11.1
02039;Autremencourt;76;78;31;40.9;42.4;16.7;10;6.3
02040;Autreppes;54;96;38;28.8;51.1;20.1;10.7;9.6
02041;Autreville;231;456;135;28.1;55.4;16.5;9.1;8.4
02042;Azy-sur-Marne;107;224;57;27.5;57.8;14.6;9;9.5
02043;Bagneux;23;43;7;31.9;58.3;9.7;15;4.1
02044;Bancigny;9;15;4;32.1;53.6;14.3;3;27.1
02046;Barenton-Bugny;179;330;80;30.3;56;13.6;12.9;5.9
02047;Barenton-Cel;43;79;15;31.3;58;10.7;12.9;8.8
02048;Barenton-sur-Serre;32;70;13;28;61;11;18.7;6.5
02049;Barisis-aux-Bois;204;390;129;28.2;54;17.8;10.5;7.5
02050;Barzy-en-Thiérache;98;152;56;32;49.7;18.3;10;11.2
02051;Barzy-sur-Marne;95;211;80;24.7;54.6;20.6;9.1;16
02052;Bassoles-Aulers;42;74;16;31.9;56.3;11.9;10.5;9.2
02053;Vallées en Champagne;153;317;108;26.5;54.9;18.6;10.5;8.4
02054;Bazoches-et-Saint-Thibaut;170;274;76;32.7;52.7;14.7;15.1;7.8
02055;Beaumé;26;48;24;26.5;49;24.5;3.4;8.4
02056;Beaumont-en-Beine;45;91;25;28.2;56.5;15.3;16.6;10.5
02057;Beaurevoir;481;728;302;31.8;48.2;20;13.2;16.1
02058;Beaurieux;278;406;109;35.1;51.2;13.8;16.6;7.6
02059;Beautor;785;1404;452;29.7;53.2;17.1;11.6;10.1
02060;Beauvois-en-Vermandois;78;151;49;28.2;54.2;17.7;7.8;6.5
02061;Becquigny;107;150;27;37.7;52.7;9.6;16.6;7.5
02062;Belleau;44;71;20;32.4;52.5;15.1;12.8;4
02063;Bellenglise;117;210;59;30.3;54.4;15.3;14.6;7.5
02064;Belleu;1011;1922;949;26;49.5;24.4;10;26.5
02065;Bellicourt;202;352;82;31.8;55.3;12.9;13.1;7.9
02066;Benay;62;122;29;28.9;57.3;13.7;11;6.4
02067;Bergues-sur-Sambre;63;121;36;28.6;55;16.4;10.1;9.3
02068;Berlancourt;32;56;16;31.1;53.4;15.5;16.7;10.2
02069;Berlise;37;68;22;29.3;53.7;17.1;15.5;13.9
02070;Bernot;136;243;80;29.6;52.9;17.4;12.3;9
02071;Berny-Rivière;181;349;83;29.6;56.9;13.5;10.4;6.1
02072;Berrieux;52;99;26;29.3;55.8;14.9;10.3;10.8
02073;Berry-au-Bac;174;321;81;30.2;55.8;14;9.8;7.3
02074;Bertaucourt-Epourdon;199;347;64;32.5;56.9;10.5;11.4;4.7
02075;Berthenicourt;67;116;31;31.2;54.3;14.4;11.9;2.6
02076;Bertricourt;65;84;7;41.8;53.9;4.3;18.5;7.9
02078;Besmé;58;88;18;35.4;53.8;10.8;15.5;9.3
02079;Besmont;37;69;47;24.1;44.9;31;8.5;11.6
02080;Besny-et-Loizy;120;204;48;32.3;54.8;12.9;12.9;4.8
02081;Béthancourt-en-Vaux;142;228;51;33.7;54.3;12;10;9.8
02082;Beugneux;36;70;16;29.2;57.5;13.3;12.8;11
02083;Beuvardes;226;387;108;31.3;53.7;15;10.1;7.9
02084;Bézu-le-Guéry;83;151;25;31.9;58.5;9.6;15.2;6.8
02085;Bézu-Saint-Germain;337;526;96;35.1;54.8;10.1;10.3;3.1
02086;Bichancourt;319;579;143;30.6;55.6;13.8;10.9;7.7
02087;Bieuxy;6;21;3;20.7;69;10.3;13.4;3.3
02088;Bièvres;19;43;11;25.4;59.2;15.5;13.4;13.4
02089;Billy-sur-Aisne;270;577;233;25;53.4;21.6;9.8;7.9
02090;Billy-sur-Ourcq;77;108;30;35.8;50.2;14;13.2;7.9
02091;Blanzy-lès-Fismes;26;45;21;28.3;48.9;22.8;10.8;6.9
02093;Blérancourt;389;637;236;30.8;50.4;18.7;12.9;9.7
02094;Blesmes;110;222;39;29.6;59.9;10.6;10.6;5.1
02095;Bohain-en-Vermandois;2093;2811;1072;35;47;17.9;14.7;14.6
02096;Bois-lès-Pargny;54;107;22;29.3;58.5;12.2;12.3;12.8
02097;Boncourt;72;147;31;28.7;58.7;12.6;12.3;7.7
02098;Bonneil;127;222;54;31.5;55.1;13.3;12.9;7.5
02099;Bonnesvalyn;82;134;26;33.9;55.4;10.7;14.2;4.6
