Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021
46006;Anglars-Nozac;34;127;19;75;33;123;14;76
46007;Arcambal;76;268;30;168;70;284;34;173
46008;Les Arques;24;58;10;29;20;58;7;27
46009;Assier;48;176;33;101;42;190;31;111
46010;Aujols;30;107;15;68;24;102;10;62
46011;Autoire;27;109;13;68;29;107;13;68
46012;Aynac;43;156;22;92;41;147;16;88
46013;Bach;11;56;1;38;17;57;4;42
46015;Bagnac-sur-Célé;124;436;77;242;118;394;60;210
46016;Baladou;28;117;16;72;28;104;13;63
46017;Bannes;12;39;3;17;19;40;2;26
46018;Le Bastit;16;45;3;24;19;41;5;20
46020;Beauregard;14;68;6;46;16;61;6;42
46021;Béduer;64;198;25;122;52;214;30;120
46022;Bélaye;22;58;4;26;28;46;2;22
46023;Belfort-du-Quercy;34;145;23;74;47;129;16;78
46024;Belmont-Bretenoux;26;110;8;71;31;118;15;77
46026;Belmont-Sainte-Foi;13;29;2;18;9;40;7;20
46027;Berganty;6;41;7;24;10;37;8;23
46028;Bétaille;95;316;55;170;91;306;39;172
46029;Biars-sur-Cère;153;557;92;325;140;570;72;345
46030;Bio;26;113;19;71;22;103;11;66
46031;Blars;12;30;4;17;10;31;4;16
46032;Boissières;29;124;19;73;32;118;18;71
46033;Porte-du-Quercy;49;148;19;81;48;145;20;76
46034;Le Bourg;21;80;6;52;21;91;14;56
46035;Boussac;14;61;11;37;14;51;5;32
46036;Le Bouyssou;14;43;3;22;19;38;5;20
46037;Bouziès;11;24;1;16;7;25;1;13
46038;Bretenoux;88;354;76;204;74;357;56;213
46039;Brengues;18;61;6;32;23;65;7;40
46040;Cabrerets;21;60;6;29;25;63;6;36
46041;Cadrieu;12;35;6;19;10;48;10;26
46042;Cahors;1593;5575;1194;3121;1261;6076;1054;3428
46043;Cahus;11;50;5;29;16;52;7;33
46044;Caillac;45;194;32;113;49;177;30;102
46045;Cajarc;77;267;38;149;79;256;31;148
46046;Calamane;39;154;26;83;45;147;16;92
46047;Calès;16;36;5;18;14;45;7;23
46049;Calvignac;21;53;6;30;17;61;6;35
46050;Cambayrac;15;53;10;27;16;41;3;23
46051;Cambes;24;107;17;67;23;113;18;72
46052;Camboulit;20;68;8;47;13;71;6;45
46053;Camburat;34;131;16;79;36;134;14;87
46054;Caniac-du-Causse;25;118;18;71;29;108;10;72
46055;Capdenac;94;333;53;190;90;304;34;176
46056;Carayac;7;34;3;22;9;28;2;19
46057;Cardaillac;48;186;19;105;62;175;22;105
46058;Carennac;32;114;10;73;32;107;10;65
46059;Carlucet;23;63;8;37;18;71;9;39
46060;Carnac-Rouffiac;20;52;4;28;20;61;6;35
46061;Cassagnes;18;51;10;24;16;49;5;25
46062;Castelfranc;33;124;13;81;29;115;13;68
46063;Castelnau-Montratier;162;479;65;274;139;512;68;282
46064;Catus;75;268;43;148;76;245;28;141
46065;Cavagnac;27;141;16;82;42;115;17;71
46066;Cazals;55;134;13;71;50;141;13;73
46068;Cénevières;17;46;5;26;16;45;4;23
46069;Cézac;18;58;11;26;21;46;5;23
46070;Cieurac;42;177;22;117;38;191;22;127
46072;Concorès;28;77;6;39;32;76;6;43
46073;Concots;44;108;13;56;39;123;7;72
46074;Condat;29;116;19;66;30;122;21;72
46075;Corn;18;55;5;35;15;60;6;36
46076;Cornac;29;99;21;57;22;100;9;62
46078;Couzou;8;27;4;15;8;26;4;14
46079;Cras;10;27;5;14;7;29;3;15
46080;Crayssac;67;251;35;150;66;246;35;144
46081;Crégols;6;27;2;11;14;18;1;11
46082;Cremps;27;109;11;70;28;92;7;58
46083;Cressensac-Sarrazac;96;296;26;174;95;318;39;183
46084;Creysse;25;93;13;49;31;82;6;51
46085;Cuzac;14;63;7;41;15;63;6;43
46086;Cuzance;50;198;21;120;57;196;25;120
46087;Dégagnac;61;173;22;89;63;175;13;101
46088;Douelle;70;233;30;145;58;235;23;141
46089;Duravel;84;221;42;109;71;248;34;130
46090;Durbans;9;47;7;31;9;42;6;27
46091;Escamps;25;57;7;31;18;62;4;32
46092;Esclauzels;23;56;6;33;17;54;1;31
46093;Espagnac-Sainte-Eulalie;7;24;1;14;10;21;1;14
46094;Espédaillac;20;70;9;46;15;73;9;44
46095;Espère;85;273;45;141;86;289;39;165
46096;Espeyroux;5;26;2;16;9;25;4;17
46097;Estal;11;25;2;14;10;32;1;20
46098;Fajoles;27;88;12;49;27;98;17;54
46100;Faycelles;50;212;21;120;70;191;22;118
46101;Felzins;33;133;15;83;35;138;22;83
46102;Figeac;690;2923;701;1670;552;2795;594;1511
46103;Saint-Paul-Flaugnac;90;279;36;155;88;284;24;170
46104;Flaujac-Gare;6;28;6;14;7;22;4;13
46105;Flaujac-Poujols;57;235;36;130;68;225;26;141
46106;Floirac;19;59;5;37;17;67;6;42
46107;Floressas;21;47;3;26;19;50;3;27
46108;Fons;27;120;19;76;25;107;15;65
46109;Fontanes;26;153;19;104;30;155;20;109
46111;Fourmagnac;14;48;3;32;13;46;5;27
46112;Francoulès;25;83;12;48;22;84;7;51
46113;Frayssinet;26;75;13;44;19;86;8;53
46114;Frayssinet-le-Gélat;36;78;7;51;21;95;8;51
46115;Frayssinhes;12;61;9;31;21;46;2;32
46116;Frontenac;3;22;1;16;5;18;2;13
46117;Gagnac-sur-Cère;49;197;36;106;55;188;35;105
46118;Gignac;58;206;24;119;63;193;18;116
46119;Gigouzac;14;87;11;58;18;86;15;57
46120;Gindou;33;92;12;47;33;98;11;54
46121;Ginouillac;19;42;5;19;18;43;6;18
46122;Gintrac;8;23;0;17;7;34;6;21
46123;Girac;25;106;8;66;32;99;13;61
46124;Glanes;22;88;13;49;26;80;14;44
46125;Gorses;32;104;18;53;34;94;8;55
46126;Goujounac;21;56;6;33;17;62;5;36
46127;Gourdon;334;1007;160;550;297;1003;129;540
46128;Gramat;245;974;153;550;270;888;121;523
46129;Gréalou;23;85;11;54;20;81;9;49
46130;Grézels;30;62;10;34;18;63;7;26
46131;Grèzes;16;54;10;30;14;47;8;24
46132;Issendolus;39;163;25;106;33;158;23;96
46133;Issepts;15;85;5;56;23;78;6;57
46134;Les Junies;35;73;6;38;30;77;7;35
46135;Labastide-du-Haut-Mont;4;15;0;9;5;13;2;6
46136;Labastide-du-Vert;14;87;11;55;20;77;7;55
46137;Labastide-Marnhac;96;379;50;243;87;411;54;261
46138;Cœur de Causse;91;238;39;126;72;251;27;132
46139;Labathude;9;56;9;37;10;53;7;37
46140;Laburgade;23;103;14;67;22;104;13;68
46142;Lacapelle-Cabanac;13;49;12;25;12;45;4;28
46143;Lacapelle-Marival;94;341;68;183;89;309;60;155
46144;Lacave;28;60;3;33;25;65;10;28
46145;Lachapelle-Auzac;64;210;30;128;52;217;21;131
46146;Ladirat;6;28;2;17;9;23;3;15
46147;Lagardelle;10;43;4;26;13;32;5;16
46148;Lalbenque;143;504;69;307;128;559;75;342
46149;Lamagdelaine;79;179;28;92;60;197;19;100
46151;Lamothe-Cassel;9;40;3;22;16;26;2;15
46152;Lamothe-Fénelon;29;79;4;51;24;86;9;48
46153;Lanzac;62;164;22;82;61;172;19;91
46154;Laramière;27;97;15;53;28;88;8;53
46155;Larnagol;14;31;1;19;12;30;2;15
46156;Bellefont-La Rauze;101;353;52;207;93;351;46;204
46157;Larroque-Toirac;9;39;5;20;15;33;6;19
46159;Latouille-Lentillac;26;80;7;43;30;67;6;35
46160;Latronquière;26;110;18;57;36;99;16;57
46161;Lauresses;18;70;11;36;23;67;9;40
46162;Lauzès;16;56;9;26;20;54;7;30
46163;Laval-de-Cère;23;92;18;47;27;84;15;46
46164;Lavercantière;22;70;13;36;21;81;10;48
46165;Lavergne;47;137;16;86;35;151;17;87
46167;Lentillac-du-Causse;11;29;4;15;10;30;2;17
46168;Lentillac-Saint-Blaise;9;58;7;42;9;49;4;36
46169;Léobard;21;64;11;32;21;62;8;33
46170;Leyme;77;295;43;169;83;242;21;144
46171;Lherm;20;66;13;32;21;67;8;39
46172;Lhospitalet;46;165;29;91;45;150;20;84
46173;Limogne-en-Quercy;63;180;23;100;57;195;19;112
46174;Linac;14;68;6;36;26;60;6;40
46175;Lissac-et-Mouret;73;254;36;148;70;265;34;158
46176;Livernon;43;212;34;126;52;195;20;131
46177;Loubressac;48;147;14;93;39;141;12;81
46178;Loupiac;27;64;6;36;23;76;6;43
46179;Lugagnac;18;29;1;15;13;39;5;16
46180;Lunan;47;197;33;114;50;195;31;117
46181;Lunegarde;6;23;1;18;4;23;2;15
46182;Luzech;156;514;83;261;170;485;76;253
46183;Marcilhac-sur-Célé;19;55;3;26;27;50;4;26
46184;Marminiac;26;86;11;54;22;86;11;49
46185;Martel;128;414;67;226;121;418;41;250
46186;Masclat;28;108;17;63;27;97;10;59
46187;Mauroux;55;128;15;78;35;150;14;81
46188;Maxou;22;80;6;51;23;83;7;54
46189;Mayrinhac-Lentour;40;148;20;94;34;143;22;81
46190;Mechmont;13;42;4;23;15;35;6;16
46191;Mercuès;71;279;37;177;65;309;35;203
46192;Meyronne;30;64;7;31;26;72;7;35
46193;Miers;33;137;16;80;41;130;14;83
46194;Milhac;13;55;11;31;13;48;7;27
46195;Molières;21;105;20;63;22;89;9;59
46196;Montamel;8;23;2;12;10;26;2;17
46197;Le Montat;92;338;61;180;97;330;50;188
46198;Montbrun;9;33;6;18;9;32;7;16
46199;Montcabrier;39;91;12;46;33;89;6;44
46200;Montcléra;26;73;6;37;29;67;5;37
46201;Montcuq-en-Quercy-Blanc;149;454;63;248;144;444;59;237
46202;Montdoumerc;37;150;20;96;33;157;16;104
46203;Montet-et-Bouxal;16;48;5;26;17;63;10;36
46204;Montfaucon;51;161;13;89;59;148;17;80
46205;Montgesty;25;78;10;45;23;74;6;43
46206;Montlauzun;13;35;5;19;11;35;3;19
46207;Montredon;19;66;8;43;15;60;6;35
46208;Montvalent;34;92;4;52;37;93;7;52
46209;Nadaillac-de-Rouge;19;53;10;26;16;41;2;19
46210;Nadillac;2;24;2;17;5;23;2;19
46211;Nuzéjouls;38;107;14;67;27;120;16;66
46212;Orniac;7;17;2;10;5;24;0;17
46213;Padirac;14;50;7;30;14;51;8;30
46214;Parnac;38;106;13;57;35;104;3;64
46215;Payrac;57;163;19;88;57;160;21;83
46216;Payrignac;60;182;13;108;62;179;11;108
46217;Pern;36;133;16;87;29;133;21;76
46218;Pescadoires;14;53;7;32;13;55;8;32
46219;Peyrilles;24;96;21;46;29;87;16;47
46220;Pinsac;58;214;24;128;63;230;35;136
46221;Planioles;40;171;21;107;42;160;15;105
46222;Pomarède;22;55;8;23;23;61;6;33
46223;Pontcirq;15;39;2;21;16;48;1;32
46224;Pradines;295;933;172;523;237;1072;140;637
46225;Prayssac;198;533;75;278;180;569;77;294
46226;Prendeignes;19;67;5;44;18;52;5;28
46227;Promilhanes;18;61;8;31;22;51;4;29
46228;Prudhomat;57;207;29;122;57;204;23;125
46229;Puybrun;68;298;52;175;71;296;47;181
46230;Puyjourdes;7;19;2;12;4;22;3;11
46231;Puy-l'Évêque;137;458;79;234;145;453;72;244
46232;Le Vignon-en-Quercy;68;255;40;146;68;253;38;146
46233;Quissac-en-Quercy;17;32;3;18;11;35;5;13
46234;Rampoux;10;33;4;18;11;32;5;17
46235;Reilhac;14;50;9;30;11;45;6;25
46236;Reilhaguet;15;37;6;18;14;40;3;23
46237;Reyrevignes;27;108;9;70;28;103;12;64
46238;Rignac;23;93;12;47;34;77;5;49
46239;Le Roc;15;63;17;29;17;51;5;31
46240;Rocamadour;60;178;20;99;58;167;19;88
46241;Rouffilhac;23;61;11;26;24;58;5;30
46242;Rudelle;16;52;3;34;14;46;3;27
46243;Rueyres;16;71;11;47;13;53;7;30
46244;Sabadel-Latronquière;10;23;2;14;7;23;4;9
46245;Sabadel-Lauzès;3;26;2;15;9;12;0;9
46246;Saignes;8;19;2;14;3;25;3;14
46247;Saillac;12;41;4;27;11;40;4;24
46249;Saint-Bressou;13;37;5;21;11;43;8;22
46250;Saint-Caprais;5;25;1;15;9;20;4;11
46251;Saint-Céré;244;884;157;531;195;913;149;520
46252;Les Pechs du Vers;22;77;9;50;19;68;5;41
46253;Saint-Chamarand;19;50;6;22;21;53;5;28
46254;Saint-Chels;14;39;5;18;15;34;6;14
46255;Saint-Cirgues;33;98;11;43;43;87;7;47
46256;Saint-Cirq-Lapopie;25;57;8;27;22;62;6;31
46257;Saint-Cirq-Madelon;12;45;6;26;13;44;7;24
46258;Saint-Cirq-Souillaguet;17;47;7;22;18;50;7;26
46259;Saint-Clair;14;37;6;21;11;37;3;21
46260;Sainte-Colombe;12;64;8;43;13;62;7;43
46262;Lendou-en-Quercy;55;176;23;90;64;176;20;101
46263;Barguelonne-en-Quercy;61;190;20;116;54;185;16;107
46264;Saint-Denis-Catus;24;65;5;40;20;63;9;30
46265;Saint-Denis-lès-Martel;27;101;13;59;28;95;10;58
46266;Saint-Félix;26;163;26;107;30;158;27;105
46267;Saint-Germain-du-Bel-Air;35;133;12;76;45;134;18;81
46268;Saint Géry-Vers;73;252;46;133;74;247;20;154
46269;Saint-Hilaire;5;18;3;9;6;16;2;9
46270;Saint-Jean-de-Laur;25;57;2;30;26;67;10;32
46271;Saint-Jean-Lespinasse;45;126;16;68;42;122;14;63
46272;Saint-Jean-Mirabel;17;93;13;59;21;78;5;56
46273;Saint-Laurent-les-Tours;77;216;23;127;67;235;26;132
46276;Saint-Martin-Labouval;15;42;3;30;9;41;2;24
46277;Saint-Martin-le-Redon;13;54;9;33;12;52;9;30
46279;Saint-Maurice-en-Quercy;12;60;8;31;21;45;2;32
46280;Saint-Médard;16;48;3;24;21;52;3;33
46281;Saint-Médard-de-Presque;15;55;5;40;10;58;7;36
46282;Saint-Médard-Nicourby;8;30;7;15;9;24;2;15
46283;Saint-Michel-de-Bannières;30;94;13;53;28;101;10;61
46284;Saint-Michel-Loubéjou;37;116;14;69;32;123;13;72
46286;Saint-Paul-de-Vern;10;57;11;34;12;49;7;32
46288;Saint-Perdoux;20;61;4;36;20;52;7;25
46289;Saint-Pierre-Toirac;15;48;10;25;13;44;7;22
46290;Saint-Projet;28;106;13;61;32;81;8;45
46292;Saint-Simon;11;56;13;35;8;55;7;37
46293;Saint-Sozy;44;128;16;73;39;132;16;72
46294;Saint-Sulpice;11;40;8;20;12;35;3;21
46295;Saint-Vincent-du-Pendit;17;63;5;40;18;70;10;42
46296;Saint-Vincent-Rive-d'Olt;47;140;17;78;46;123;11;65
46297;Salviac;98;300;43;154;103;319;42;180
46299;Sauliac-sur-Célé;12;31;1;15;14;31;2;16
46301;Sauzet;41;153;23;92;39;162;30;90
46302;Sénaillac-Latronquière;11;43;8;26;10;32;2;19
46303;Sénaillac-Lauzès;12;30;3;15;12;37;3;23
46304;Séniergues;8;37;5;27;5;38;7;23
46305;Sérignac;32;81;8;45;28;83;9;42
46306;Sonac;7;29;2;21;7;26;2;18
46307;Soturac;69;176;21;95;60;186;17;99
46308;Soucirac;9;24;4;10;10;21;1;11
46309;Souillac;257;867;223;443;201;863;142;463
46310;Soulomès;9;33;1;23;9;34;1;24
46311;Sousceyrac-en-Quercy;127;344;41;183;121;343;34;182
46312;Strenquels;19;83;19;46;17;73;4;50
46313;Tauriac;30;129;15;88;26;121;12;79
46314;Terrou;24;57;5;32;21;52;7;22
46315;Teyssieu;20;50;5;21;24;42;3;19
46316;Thédirac;27;93;11;55;27;89;15;47
46317;Thégra;39;144;23;80;41;140;12;89
46318;Thémines;29;79;8;46;26;71;8;34
46319;Théminettes;13;56;4;38;15;56;7;37
46320;Tour-de-Faure;25;84;11;43;30;85;9;51
46321;Touzac;23;91;18;45;28;97;15;59
46322;Trespoux-Rassiels;82;240;32;139;69;267;32;152
46323;Ussel;5;27;4;20;3;25;2;18
46324;Uzech;17;58;2;43;14;58;5;35
46328;Varaire;34;94;8;55;31;109;15;59
46329;Vaylats;26;91;12;49;30;83;7;50
46330;Vayrac;113;333;61;181;92;317;30;174
46332;Viazac;22;98;21;56;20;91;14;54
46333;Vidaillac;16;42;3;26;13;52;10;27
46334;Le Vigan;126;404;58;222;124;424;52;246
46335;Villesèque;35;116;14;62;40;104;8;61
46336;Vire-sur-Lot;23;92;14;42;36;83;11;49
46337;Mayrac;24;78;7;49;22;80;11;45
46338;Bessonies;6;18;4;10;4;17;1;10
46339;Saint-Jean-Lagineste;29;125;19;75;30;120;23;67
46340;Saint-Pierre-Lafeuille;35;108;12;62;34;118;11;72
47001;Agen;1751;9974;2428;6103;1443;10713;2809;6154
47002;Agmé;11;26;3;13;10;32;4;16
47003;Agnac;41;112;13;64;35;122;13;68
47004;Aiguillon;314;1111;200;646;264;1163;200;649
47005;Allemans-du-Dropt;41;126;22;64;41;121;14;67
47006;Allez-et-Cazeneuve;51;190;27;117;45;168;17;99
47007;Allons;19;41;3;20;18;51;7;25
47008;Ambrus;6;31;6;17;8;30;8;16
47009;Andiran;18;76;9;42;25;76;12;46
47010;Antagnac;15;51;7;31;13;61;7;39
47011;Anthé;21;54;7;32;15;56;9;26
47012;Anzex;22;83;9;50;24;82;10;51
47013;Argenton;34;91;17;49;25;98;14;50
47014;Armillac;9;57;10;38;9;55;9;37
47015;Astaffort;126;543;88;326;130;560;84;351
47016;Aubiac;87;370;53;229;87;376;49;239
47017;Auradou;27;131;13;87;31;131;20;85
47018;Auriac-sur-Dropt;15;45;8;26;12;43;3;26
47019;Bajamont;84;267;33;169;64;301;36;180
47020;Baleyssagues;16;55;16;18;21;52;7;29
47021;Barbaste;119;443;87;228;128;437;80;239
47022;Bazens;37;153;21;92;40;159;29;93
47023;Beaugas;33;90;14;48;29;90;11;46
47024;Beaupuy;117;491;72;295;123;480;65;297
47025;Beauville;59;166;19;93;54;163;21;83
47026;Beauziac;26;67;10;33;24;64;11;28
47027;Bias;237;770;130;425;214;841;114;490
47028;Birac-sur-Trec;66;265;43;149;74;278;42;170
47029;Blanquefort-sur-Briolance;50;139;17;72;50;135;17;68
47030;Blaymont;19;60;7;34;18;62;8;34
47031;Boé;444;1627;336;943;348;1835;327;1064
47032;Bon-Encontre;547;1753;272;1025;455;1946;264;1135
47033;Boudy-de-Beauregard;28;105;27;54;25;130;23;79
47034;Bouglon;44;208;36;118;54;193;30;119
47035;Bourgougnague;25;92;26;45;22;81;10;47
47036;Bourlens;26;105;13;73;20;103;13;64
47037;Bournel;17;71;13;35;23;67;10;41
47038;Bourran;53;187;29;105;53;183;19;111
47039;Boussès;5;10;0;5;4;13;1;6
47040;Brax;145;594;79;379;136;626;70;410
47041;Bruch;50;186;26;120;41;222;39;133
47042;Brugnac;11;63;13;33;17;51;7;34
47043;Buzet-sur-Baïse;96;344;66;200;78;362;66;200
47044;Cahuzac;26;80;11;43;25;76;3;47
47045;Calignac;33;162;36;79;47;144;17;95
47046;Calonges;44;165;23;98;45;164;16;104
47047;Cambes;14;59;12;33;14;49;3;32
47048;Cancon;92;345;58;207;80;364;55;217
47049;Casseneuil;170;611;91;374;146;689;120;399
47050;Cassignas;7;41;4;27;10;31;1;23
47051;Castelculier;174;657;87;422;149;718;90;455
47052;Casteljaloux;345;1086;186;629;271;1156;170;640
47053;Castella;21;128;27;75;26;110;12;77
47054;Castelmoron-sur-Lot;149;472;124;226;122;507;94;265
47055;Castelnaud-de-Gratecambe;42;138;15;82;41;144;22;80
47056;Castelnau-sur-Gupie;73;274;38;168;67;288;31;185
47057;Castillonnès;95;348;62;186;100;363;63;205
47058;Caubeyres;20;76;9;42;25;69;10;39
47059;Caubon-Saint-Sauveur;16;71;12;40;18;67;7;43
47060;Caudecoste;61;339;55;212;72;341;58;221
47061;Caumont-sur-Garonne;40;259;47;164;48;247;33;173
47062;Cauzac;28;126;20;79;26;115;9;79
47063;Cavarc;17;46;7;21;19;50;8;25
47064;Cazideroque;19;68;7;38;23;74;14;41
47065;Clairac;171;769;158;449;162;726;108;447
47066;Clermont-Dessous;68;262;46;155;61;264;40;156
47067;Clermont-Soubiran;40;127;14;72;40;122;18;64
47068;Cocumont;72;316;51;194;71;309;42;195
47069;Colayrac-Saint-Cirq;199;883;144;561;179;939;119;620
47070;Condezaygues;58;211;29;120;62;199;18;123
47071;Coulx;22;64;12;37;15;65;9;34
47072;Courbiac;11;29;2;14;14;31;4;17
47073;Cours;11;48;7;31;10;58;10;36
47074;Couthures-sur-Garonne;24;111;14;67;30;110;18;68
47075;La Croix-Blanche;63;343;53;216;73;327;51;213
47076;Cuq;17;76;11;52;13;75;7;51
47077;Cuzorn;77;238;44;130;64;243;20;146
47078;Damazan;85;401;79;230;91;398;76;236
47079;Dausse;33;150;26;98;26;156;25;98
47080;Dévillac;21;35;1;19;15;43;3;19
47081;Dolmayrac;47;196;25;120;52;220;27;146
47082;Dondas;18;55;2;32;21;57;7;32
47083;Doudrac;6;34;5;16;12;29;4;19
47084;Douzains;25;66;7;37;22;77;11;41
47085;Durance;27;82;15;41;26;81;13;41
47086;Duras;94;283;46;155;83;299;53;152
47087;Engayrac;12;42;5;28;9;47;6;29
47088;Escassefort;51;219;32;127;60;202;29;121
47089;Esclottes;20;40;9;18;13;45;5;19
47090;Espiens;21;107;20;61;27;105;18;66
47091;Estillac;147;695;122;427;145;736;104;484
47092;Fals;40;126;13;79;34;137;21;76
47093;Fargues-sur-Ourbise;26;95;13;48;34;96;13;57
47094;Fauguerolles;48;250;48;165;37;247;42;157
47095;Fauillet;64;259;31;154;74;258;41;153
47096;Ferrensac;20;62;13;31;18;59;5;34
47097;Feugarolles;67;279;40;175;64;282;36;179
47098;Fieux;26;106;20;53;33;106;16;64
47099;Fongrave;47;180;25;109;46;177;22;108
47100;Foulayronnes;409;1516;284;888;344;1661;239;1014
47101;Fourques-sur-Garonne;106;425;70;232;123;373;44;223
47102;Francescas;55;185;20;113;52;194;29;111
47103;Fréchou;17;62;7;36;18;59;6;35
47104;Frégimont;23;78;6;50;22;81;13;45
47105;Frespech;27;85;12;54;20;83;8;49
47106;Fumel;389;1220;221;682;317;1254;203;663
47107;Galapian;26;111;20;65;25;87;7;53
47108;Gaujac;14;64;10;40;14;61;7;40
47109;Gavaudun;27;82;11;43;27;80;8;44
47110;Gontaud-de-Nogaret;117;444;68;274;103;473;74;283
47111;Granges-sur-Lot;42;151;32;84;35;168;24;103
47112;Grateloup-Saint-Gayrand;43;146;36;74;37;134;16;75
47113;Grayssas;11;41;4;24;13;45;10;25
47114;Grézet-Cavagnan;23;114;22;67;24;109;14;71
47115;Guérin;34;70;5;39;26;80;10;36
47117;Hautefage-la-Tour;62;319;50;206;63;325;57;206
47118;Hautesvignes;9;51;10;31;9;44;7;27
47119;Houeillès;60;142;16;78;48;152;18;73
47120;Jusix;9;31;5;18;8;26;2;15
47121;Labastide-Castel-Amouroux;22;81;11;45;25;88;15;51
47122;Labretonie;9;49;6;33;9;48;6;32
47123;Lacapelle-Biron;35;107;16;50;40;110;14;62
47124;Lacaussade;17;64;10;36;18;62;8;37
47125;Lacépède;22;84;11;54;20;81;10;50
47126;Lachapelle;9;31;2;22;7;29;2;18
47127;Lafitte-sur-Lot;58;253;42;145;67;234;31;145
47128;Lafox;86;341;58;212;71;360;56;218
47129;Lagarrigue;28;81;11;41;29;86;11;46
47130;Lagruère;29;106;20;59;26;101;12;60
47131;Lagupie;49;194;27;119;48;199;27;123
47132;Lalandusse;23;59;10;27;22;67;7;37
47133;Lamontjoie;37;152;25;95;31;155;18;100
47134;Lannes;34;96;14;53;28;94;12;48
47135;Laparade;44;124;12;78;35;121;16;61
47136;Laperche;13;41;5;21;15;40;6;21
47137;Laplume;91;399;47;251;101;402;60;252
47138;Laroque-Timbaut;113;469;67;263;139;462;53;296
47139;Lasserre;6;31;4;17;9;26;3;16
47140;Laugnac;45;223;33;145;44;201;25;131
47141;Laussou;30;70;8;35;27;86;9;47
47142;Lauzun;58;176;23;103;51;191;24;109
47143;Lavardac;180;611;111;341;159;618;88;350
47144;Lavergne;43;140;17;79;43;150;16;90
47145;Layrac;261;1093;185;642;265;1114;179;675
47146;Lédat;105;453;85;263;104;436;67;263
47147;Lévignac-de-Guyenne;61;174;25;99;50;189;29;99
47148;Leyritz-Moncassin;18;61;10;29;22;58;9;31
47150;Longueville;28;110;20;63;26;113;18;66
47151;Loubès-Bernac;30;97;10;47;40;134;19;85
47152;Lougratte;36;113;18;65;30;109;11;62
47154;Lusignan-Petit;27;118;12;73;32;120;22;71
47155;Madaillan;53;194;25;123;45;197;18;126
47156;Marcellus;65;256;36;156;63;255;30;159
47157;Marmande;1279;4700;969;2641;1091;5088;990;2819
47158;Marmont-Pachas;12;58;6;38;14;56;10;34
47159;Le Mas-d'Agenais;115;431;78;250;102;425;56;254
47160;Masquières;17;64;9;36;19;50;3;30
47161;Massels;11;33;4;13;16;34;4;19
47162;Massoulès;13;66;10;39;17;52;9;30
47163;Mauvezin-sur-Gupie;51;174;28;94;52;180;23;106
47164;Mazières-Naresse;14;21;1;13;8;25;0;12
47165;Meilhan-sur-Garonne;101;403;75;237;91;385;62;223
47167;Mézin;97;373;68;213;92;385;54;233
47168;Miramont-de-Guyenne;262;730;120;392;217;801;132;407
47169;Moirax;103;363;65;197;101;379;48;228
47170;Monbahus;48;183;27;117;39;189;28;113
47171;Monbalen;34;147;29;80;37;136;19;82
47172;Moncaut;39;190;29;122;39;180;16;126
47173;Monclar;69;263;37;163;64;246;36;141
47174;Moncrabeau;56;195;18;114;63;205;25;124
47175;Monflanquin;173;633;104;370;159;631;71;387
47176;Montgaillard-en-Albret;11;51;9;26;17;42;5;26
47177;Monheurt;14;54;4;31;19;49;2;33
47178;Monségur;29;108;17;69;23;103;11;63
47179;Monsempron-Libos;167;501;90;269;142;539;79;293
47180;Montagnac-sur-Auvignon;48;181;25;105;50;196;31;117
47181;Montagnac-sur-Lède;21;86;16;42;28;65;4;40
47182;Montastruc;20;60;7;36;17;67;7;40
47183;Montauriol;23;56;5;32;19;55;7;25
47184;Montaut;20;67;15;36;16;67;6;41
47185;Montayral;204;688;130;356;201;651;80;367
47186;Montesquieu;46;222;32;140;51;225;32;146
47187;Monteton;16;108;25;68;15;91;12;63
47188;Montignac-de-Lauzun;15;87;16;49;22;71;14;42
47189;Montignac-Toupinerie;10;30;2;20;7;36;6;19
47190;Montpezat;49;166;21;90;56;156;18;89
47191;Montpouillan;57;251;34;175;41;232;31;145
47192;Monviel;5;21;4;11;6;20;3;12
47193;Moulinet;14;55;5;28;22;51;6;31
47194;Moustier;28;98;17;50;30;90;15;46
47195;Nérac;550;1774;352;911;511;1881;294;1037
47196;Nicole;17;81;12;50;19;57;7;33
47197;Nomdieu;24;77;11;46;20;78;12;42
47198;Pailloles;25;85;11;47;28;95;18;53
47199;Pardaillan;26;97;15;49;33;88;6;55
47200;Parranquet;10;29;1;13;15;26;2;14
47201;Le Passage;692;2588;514;1510;563;2922;455;1776
47202;Paulhiac;23;98;20;54;25;90;11;56
47203;Penne-d'Agenais;195;629;91;363;174;689;105;389
47204;Peyrière;26;76;15;47;14;79;11;42
47205;Pindères;22;56;6;22;28;59;5;32
47206;Pinel-Hauterive;56;169;29;89;51;175;28;92
47207;Pompiey;13;66;14;33;19;62;12;38
47208;Pompogne;19;62;6;31;26;55;5;32
