Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021
32130;Faget-Abbatial;23;64;6;34;24;59;7;30
32131;Flamarens;15;41;2;24;15;34;1;18
32132;Fleurance;479;1577;300;863;414;1633;240;913
32133;Fourcès;18;69;9;36;24;52;7;27
32134;Frégouville;23;99;9;65;26;108;18;66
32135;Fustérouau;9;42;7;24;11;42;7;26
32136;Galiax;15;58;12;29;17;49;5;29
32138;Garravet;8;53;10;28;16;38;6;25
32139;Gaudonville;8;28;3;18;7;29;7;14
32140;Gaujac;4;22;5;12;5;20;4;12
32141;Gaujan;12;39;6;21;11;36;3;20
32142;Gavarret-sur-Aulouste;13;42;7;26;9;52;12;27
32143;Gazaupouy;24;69;7;40;22;73;9;41
32144;Gazax-et-Baccarisse;10;25;4;11;11;15;0;6
32145;Gée-Rivière;3;13;2;10;2;16;3;11
32146;Gimbrède;17;86;10;53;22;87;20;49
32147;Gimont;206;843;131;531;181;873;112;556
32148;Giscaro;6;30;5;18;7;29;1;22
32149;Gondrin;103;320;50;171;99;329;42;184
32150;Goutz;22;57;6;32;18;70;13;34
32151;Goux;3;18;2;12;4;14;1;10
32152;Haget;32;98;11;66;21;88;4;52
32153;Haulies;5;55;13;33;8;46;5;36
32154;Homps;12;29;4;18;7;33;2;19
32155;Le Houga;98;338;56;187;95;321;41;182
32156;Idrac-Respaillès;17;71;10;39;22;62;7;38
32157;L'Isle-Arné;8;61;10;44;8;52;6;38
32158;L'Isle-Bouzon;14;74;12;46;17;69;9;47
32159;L'Isle-de-Noé;49;177;31;102;44;168;25;93
32160;L'Isle-Jourdain;553;2831;469;1846;515;2899;421;1925
32161;Izotges;8;15;0;10;6;32;8;16
32162;Jegun;82;340;62;189;88;359;56;222
32163;Jû-Belloc;30;94;13;47;34;90;11;48
32164;Juillac;11;32;4;14;13;23;1;11
32165;Juilles;26;69;8;38;24;67;5;37
32166;Justian;5;38;9;20;8;28;1;22
32167;Laas;19;100;15;62;23;83;11;54
32169;Labarthe;8;43;5;27;11;38;8;22
32170;Labarthète;10;46;8;20;18;41;5;26
32171;Labastide-Savès;18;57;4;38;15;59;7;34
32172;Labéjan;16;95;20;54;21;88;9;63
32173;Labrihe;16;65;11;35;19;67;7;44
32174;Ladevèze-Rivière;15;78;13;35;30;63;5;43
32175;Ladevèze-Ville;28;78;6;49;24;78;6;44
32176;Lagarde;5;29;5;12;12;25;1;19
32177;Lagarde-Hachan;19;47;6;25;17;44;2;24
32178;Lagardère;4;20;2;15;3;20;4;12
32180;Lagraulet-du-Gers;36;156;21;102;33;164;23;105
32181;Laguian-Mazous;35;71;14;28;29;77;14;28
32182;Lahas;16;55;5;34;16;50;5;29
32183;Lahitte;19;65;7;35;22;63;7;36
32184;Lalanne;10;40;9;23;8;37;5;22
32185;Lalanne-Arqué;9;43;6;24;13;40;7;25
32186;Lamaguère;11;22;2;11;10;23;1;12
32187;Lamazère;11;41;8;23;10;38;4;23
32188;Lamothe-Goas;3;28;5;16;6;23;2;17
32189;Lannemaignan;10;30;4;17;9;31;6;15
32190;Lannepax;44;133;11;83;39;157;18;95
32191;Lanne-Soubiran;11;48;11;28;9;43;5;27
32192;Lannux;13;68;11;46;12;59;11;36
32193;Larée;28;56;6;28;22;65;6;31
32194;Larressingle;22;63;7;31;24;67;9;36
32195;Larroque-Engalin;4;11;2;9;0;12;1;7
32196;Larroque-Saint-Sernin;10;28;3;21;4;35;2;23
32197;Larroque-sur-l'Osse;24;58;11;26;21;64;5;35
32198;Lartigue;14;66;12;35;19;57;7;36
32199;Lasserrade;16;53;15;23;16;44;5;23
32200;Lasséran;34;122;22;62;38;114;12;68
32201;Lasseube-Propre;31;107;15;59;33;103;15;57
32202;Laujuzan;25;78;8;46;24;89;12;52
32203;Lauraët;22;72;10;48;14;61;7;33
32204;Lavardens;27;101;12;54;35;96;15;53
32205;Laveraët;13;32;3;18;11;28;3;13
32206;Laymont;18;62;9;38;16;65;7;41
32207;Leboulin;32;104;18;58;28;106;10;64
32208;Lectoure;289;934;162;504;268;1002;146;568
32209;Lelin-Lapujolle;17;78;8;45;25;77;5;55
32210;Lias;35;234;30;172;32;240;25;179
32211;Lias-d'Armagnac;23;47;4;28;16;61;8;31
32212;Ligardes;20;66;15;32;18;60;2;38
32213;Lombez;143;552;88;346;119;584;75;366
32214;Loubédat;7;25;4;13;8;24;1;16
32215;Loubersan;15;44;3;23;17;46;3;28
32216;Lourties-Monbrun;8;42;11;22;10;40;1;31
32217;Louslitges;10;15;0;7;9;17;2;5
32218;Loussous-Débat;5;16;1;11;5;17;0;12
32219;Lupiac;33;93;13;47;33;84;9;42
32220;Luppé-Violles;9;37;4;21;12;40;5;27
32221;Lussan;24;69;8;36;25;68;6;38
32222;Magnan;14;48;4;32;12;62;8;40
32223;Magnas;2;21;7;11;3;12;2;7
32224;Maignaut-Tauzia;22;64;7;38;18;71;11;38
32225;Malabat;11;27;4;18;5;27;1;15
32226;Manas-Bastanous;10;21;1;14;6;25;4;11
32227;Manciet;59;228;36;124;68;213;39;116
32228;Manent-Montané;9;24;1;13;10;31;8;14
32229;Mansempuy;6;17;2;10;6;17;4;8
32230;Mansencôme;5;17;1;11;5;15;1;9
32231;Marambat;39;119;22;56;41;121;19;63
32232;Maravat;3;9;2;6;2;12;1;9
32233;Marciac;106;275;39;150;87;315;36;174
32234;Marestaing;15;101;14;73;14;100;12;74
32235;Margouët-Meymes;15;45;4;26;15;42;4;23
32236;Marguestau;7;14;4;9;2;17;2;9
32237;Marsan;42;145;21;88;36;143;21;80
32238;Marseillan;7;24;0;11;12;25;6;11
32239;Marsolan;43;131;18;73;40;133;18;72
32240;Mascaras;1;17;4;12;2;15;2;12
32241;Mas-d'Auvignon;12;48;6;27;15;43;8;23
32242;Masseube;122;441;124;209;108;418;95;201
32243;Mauléon-d'Armagnac;21;73;5;43;26;63;4;39
32244;Maulichères;22;43;5;21;18;39;3;14
32245;Maumusson-Laguian;12;43;10;25;8;47;8;27
32246;Maupas;10;70;13;41;17;58;8;41
32247;Maurens;27;97;19;50;29;98;5;66
32248;Mauroux;18;44;7;23;15;48;5;26
32249;Mauvezin;154;588;92;343;152;588;80;355
32250;Meilhan;7;14;3;8;3;19;2;10
32251;Mérens;5;25;5;14;6;21;2;14
32252;Miélan;97;307;67;149;91;289;37;155
32253;Miradoux;40;138;17;88;33;134;10;84
32254;Miramont-d'Astarac;31;104;14;59;30;98;10;58
32255;Miramont-Latour;6;45;5;33;7;38;3;29
32256;Mirande;252;935;174;531;230;953;173;528
32257;Mirannes;9;14;3;5;6;20;1;10
32258;Mirepoix;12;73;9;54;10;65;10;43
32260;Monbardon;7;20;2;12;6;21;3;11
32261;Monblanc;32;107;14;64;28;120;16;71
32262;Monbrun;21;122;16;91;15;130;20;90
32263;Moncassin;8;39;7;21;12;29;4;17
32264;Monclar;24;58;12;32;15;73;8;40
32265;Monclar-sur-Losse;10;29;1;17;11;31;3;18
32266;Moncorneil-Grazan;11;40;6;14;21;40;8;22
32267;Monferran-Plavès;15;28;5;15;8;34;5;14
32268;Monferran-Savès;56;267;35;146;86;221;22;144
32269;Monfort;34;144;31;67;46;143;20;89
32270;Mongausy;10;25;2;15;8;26;1;15
32271;Monguilhem;30;84;11;39;34;82;7;45
32272;Monlaur-Bernet;16;49;7;28;14;37;0;20
32273;Monlezun;17;53;7;26;20;46;6;23
32274;Monlezun-d'Armagnac;22;56;7;27;22;55;5;28
32275;Monpardiac;4;14;4;6;5;11;0;7
32276;Montadet;8;20;1;11;8;18;0;9
32277;Montamat;9;44;6;23;15;30;2;19
32278;Montaut;12;32;4;15;13;28;0;16
32279;Montaut-les-Créneaux;51;198;23;117;58;205;18;136
32280;Mont-d'Astarac;10;27;3;10;15;21;2;9
32281;Mont-de-Marrast;9;27;4;14;9;26;4;13
32282;Montégut;29;195;40;118;37;182;35;117
32283;Montégut-Arros;26;86;7;52;26;84;11;47
32284;Montégut-Savès;7;17;1;13;4;19;3;10
32285;Montesquiou;52;165;26;77;62;150;16;81
32286;Montestruc-sur-Gers;42;185;26;109;51;207;26;139
32287;Monties;7;22;0;13;9;20;3;11
32288;Montiron;11;41;5;24;11;36;1;23
32289;Montpezat;22;66;4;44;18;66;7;37
32290;Montréal;96;311;39;180;93;332;42;194
32291;Mormès;6;28;2;20;6;30;4;20
32292;Mouchan;39;118;17;63;38;121;16;66
32293;Mouchès;3;21;2;15;5;19;3;13
32294;Mourède;2;25;6;13;6;14;2;11
32295;Nizas;8;42;5;29;8;50;11;31
32296;Nogaro;152;541;130;292;119;593;119;322
32297;Noilhan;21;125;19;73;33;118;19;77
32298;Nougaroulet;31;123;21;66;36;110;8;71
32299;Noulens;9;31;2;19;10;27;5;13
32300;Orbessan;26;94;19;44;31;84;14;43
32301;Ordan-Larroque;79;294;39;165;89;286;30;177
32302;Ornézan;18;67;10;35;23;59;8;33
32303;Pallanne;4;17;2;9;6;10;1;5
32304;Panassac;19;76;7;48;20;78;14;45
32305;Panjas;41;115;15;64;35;124;12;70
32306;Pauilhac;54;192;53;99;40;179;28;96
32307;Pavie;233;714;118;383;213;746;123;389
32308;Pébées;11;29;3;20;6;32;3;18
32309;Pellefigue;8;32;4;18;10;33;8;18
32310;Perchède;7;24;1;16;7;35;6;21
32311;Pergain-Taillac;25;102;17;56;29;90;13;52
32312;Pessan;50;186;21;111;54;199;28;121
32313;Pessoulens;13;45;7;25;13;39;3;23
32314;Peyrecave;8;19;6;6;8;20;3;10
32315;Peyrusse-Grande;13;44;8;17;19;30;3;14
32316;Peyrusse-Massas;7;40;3;26;11;28;2;19
32317;Peyrusse-Vieille;6;24;6;8;9;19;2;10
32318;Pis;8;32;5;17;9;34;5;20
32319;Plaisance;132;318;44;166;109;354;43;179
32320;Plieux;18;41;2;21;18;43;4;21
32321;Polastron;18;82;13;51;18;86;11;57
32322;Pompiac;18;71;5;46;20;64;6;40
32323;Ponsampère;8;33;4;18;11;27;1;18
32324;Ponsan-Soubiran;11;21;5;7;10;24;1;11
32325;Pouydraguin;12;38;8;20;9;35;4;19
32326;Pouylebon;15;44;7;18;18;38;4;18
32327;Pouy-Loubrin;6;22;2;15;5;22;5;11
32328;Pouy-Roquelaure;9;30;2;14;15;33;3;21
32329;Préchac;16;47;6;23;18;56;11;29
32330;Préchac-sur-Adour;18;51;6;25;20;61;10;33
32331;Preignan;93;334;45;206;83;383;48;242
32332;Préneron;8;32;1;23;8;37;3;26
32333;Projan;12;53;8;31;14;52;9;31
32334;Pujaudran;127;514;67;340;107;549;79;343
32335;Puycasquier;30;122;17;63;41;124;17;76
32336;Puylausic;22;55;7;27;21;46;4;20
32337;Puységur;4;27;6;13;8;22;4;14
32338;Ramouzens;11;55;13;19;22;46;7;28
32339;Razengues;16;81;10;58;13;78;7;55
32340;Réans;23;64;11;29;24;61;9;29
32341;Réjaumont;20;61;7;38;16;76;7;49
32342;Ricourt;3;19;2;10;7;14;1;10
32343;Riguepeu;17;45;10;18;17;50;8;25
32344;Riscle;144;429;78;240;111;458;74;241
32345;La Romieu;39;143;22;77;44;139;18;82
32346;Roquebrune;16;59;8;36;14;54;8;30
32347;Roquefort;22;82;10;53;20;94;15;57
32348;Roquelaure;50;177;17;104;56;173;23;99
32349;Roquelaure-Saint-Aubin;7;33;7;22;4;30;4;19
32350;Roquepine;5;8;1;6;1;9;1;3
32351;Roques;8;26;1;15;10;29;4;17
32352;Rozès;8;33;6;16;10;35;6;21
32353;Sabaillan;9;37;6;21;11;36;6;22
32354;Sabazan;8;40;6;24;10;40;8;24
32355;Sadeillan;9;20;1;11;8;26;3;14
32356;Saint-André;7;44;6;27;11;31;2;22
32357;Sainte-Anne;8;36;4;20;12;34;2;24
32358;Saint-Antoine;15;59;10;34;16;49;6;29
32359;Saint-Antonin;15;40;2;22;17;48;3;31
32360;Saint-Arailles;17;37;4;21;13;39;4;19
32361;Saint-Arroman;15;38;9;9;20;46;13;18
32362;Saint-Aunix-Lengros;12;35;5;17;13;36;1;23
32363;Sainte-Aurence-Cazaux;10;32;6;12;14;22;1;11
32364;Saint-Avit-Frandat;8;26;2;14;10;28;3;17
32365;Saint-Blancard;37;101;5;66;30;91;9;44
32366;Saint-Brès;9;21;3;11;7;23;2;12
32367;Saint-Christaud;10;15;1;8;7;20;2;8
32368;Sainte-Christie;35;165;22;108;35;170;29;107
32369;Sainte-Christie-d'Armagnac;43;108;15;59;33;117;16;58
32370;Saint-Clar;84;315;58;170;88;277;44;149
32371;Saint-Créac;9;27;6;9;13;19;2;8
32372;Saint-Cricq;15;92;12;60;20;85;8;62
32373;Sainte-Dode;21;59;7;35;17;54;3;30
32374;Saint-Élix-d'Astarac;14;54;4;35;15;57;8;35
32375;Saint-Élix-Theux;6;22;4;10;8;19;2;11
32376;Sainte-Gemme;10;39;5;14;20;30;0;21
32377;Saint-Georges;13;62;3;44;16;58;6;40
32378;Saint-Germé;47;158;17;100;40;153;20;85
32379;Saint-Germier;18;74;12;46;16;67;7;42
32380;Saint-Griède;12;48;8;25;15;47;5;29
32381;Saint-Jean-le-Comtal;36;126;27;57;41;122;20;66
32382;Saint-Jean-Poutge;24;81;8;47;26;89;7;58
32383;Saint-Justin;13;36;2;20;14;36;3;20
32384;Saint-Lary;25;87;13;52;22;79;10;45
32385;Saint-Léonard;17;57;16;28;12;52;9;25
32386;Saint-Lizier-du-Planté;10;45;4;30;10;40;3;27
32387;Saint-Loube;6;33;5;20;7;33;4;22
32388;Sainte-Marie;29;122;17;80;24;123;20;74
32389;Saint-Martin;41;119;8;64;46;122;8;73
32390;Saint-Martin-d'Armagnac;19;71;16;39;17;74;11;44
32391;Saint-Martin-de-Goyne;14;31;3;22;7;37;1;22
32392;Saint-Martin-Gimois;7;23;5;14;4;26;5;14
32393;Saint-Maur;9;41;4;27;10;39;6;24
32394;Saint-Médard;26;103;13;63;27;95;14;55
32395;Sainte-Mère;17;62;9;34;19;57;3;37
32396;Saint-Mézard;12;69;7;38;24;62;12;37
32397;Saint-Michel;20;66;6;38;22;69;8;41
32398;Saint-Mont;24;87;12;52;23;105;9;72
32399;Saint-Orens;10;22;2;11;9;29;4;15
32400;Saint-Orens-Pouy-Petit;25;55;6;28;21;58;6;27
32401;Saint-Ost;9;22;0;13;10;26;5;13
32402;Saint-Paul-de-Baïse;8;30;3;14;13;28;8;12
32403;Saint-Pierre-d'Aubézies;4;17;2;10;6;12;3;6
32404;Saint-Puy;54;158;22;84;52;159;22;83
32405;Sainte-Radegonde;18;48;4;31;13;50;6;27
32406;Saint-Sauvy;28;109;19;62;28;99;9;62
32407;Saint-Soulan;9;46;5;31;9;43;5;28
32408;Salles-d'Armagnac;12;34;7;18;10;34;4;18
32409;Samaran;11;27;6;4;16;23;2;11
32410;Samatan;163;656;107;386;164;656;88;405
32411;Sansan;7;29;3;18;8;30;3;20
32412;Saramon;56;252;29;162;61;229;29;145
32413;Sarcos;7;28;7;15;6;18;1;10
32414;Sarragachies;18;64;7;39;17;60;5;37
32415;Sarraguzan;8;28;1;17;11;29;4;18
32416;Sarrant;32;109;11;55;43;104;9;63
32417;La Sauvetat;30;107;14;66;27;119;10;78
32418;Sauveterre;26;97;13;57;28;90;11;53
32419;Sauviac;11;25;2;13;10;29;1;17
32420;Sauvimont;4;24;6;10;8;18;3;11
32421;Savignac-Mona;20;44;4;21;20;43;4;20
32422;Scieurac-et-Flourès;4;11;1;5;5;10;0;6
32423;Séailles;4;17;0;10;6;13;3;6
32424;Ségos;24;65;7;37;21;67;5;39
32425;Ségoufielle;59;376;64;244;69;368;43;266
32426;Seissan;69;304;45;188;71;311;43;199
32427;Sembouès;7;16;0;9;8;13;2;5
32428;Sémézies-Cachan;8;15;1;8;6;14;2;4
32429;Sempesserre;30;91;15;48;28;85;11;44
32430;Sère;9;22;1;10;12;16;2;5
32431;Sérempuy;4;15;0;10;5;13;0;9
32432;Seysses-Savès;12;69;9;48;12;63;3;48
32433;Simorre;62;157;22;86;49;190;33;95
32434;Sion;8;29;4;15;10;29;5;16
32435;Sirac;11;56;6;38;12;50;4;35
32436;Solomiac;31;148;26;92;30;135;18;85
32437;Sorbets;16;57;4;33;20;56;6;34
32438;Tachoires;11;37;8;19;11;32;4;16
32439;Tarsac;15;39;5;22;12;43;3;25
32440;Tasque;19;66;16;33;17;73;10;44
32441;Taybosc;0;18;5;11;2;14;5;9
32442;Terraube;29;99;5;59;35;103;8;67
32443;Termes-d'Armagnac;21;55;12;29;14;46;7;19
32444;Thoux;13;71;11;51;9;75;13;49
32445;Tieste-Uragnoux;10;43;6;23;14;39;2;27
32446;Tillac;27;73;14;38;20;79;14;37
32447;Tirent-Pontéjac;5;25;3;13;9;22;1;16
32448;Touget;43;163;22;101;39;156;20;92
32449;Toujouse;17;94;12;58;23;82;14;50
32450;Tourdun;8;42;5;21;16;34;1;25
32451;Tournan;29;52;4;23;25;56;5;22
32452;Tournecoupe;14;59;9;32;18;66;14;38
32453;Tourrenquets;11;34;5;18;11;31;4;16
32454;Traversères;6;27;6;12;9;20;3;11
32455;Troncens;15;50;6;22;22;51;9;27
32456;Tudelle;5;21;3;10;7;15;2;7
32457;Urdens;17;91;14;57;20;89;18;54
32458;Urgosse;14;73;18;32;23;54;4;36
32459;Valence-sur-Baïse;88;286;50;166;69;291;36;167
32460;Vergoignan;22;103;10;58;34;95;11;62
32461;Verlus;11;36;6;18;12;40;7;22
32462;Vic-Fezensac;272;913;136;548;229;986;137;578
32463;Viella;50;140;21;74;45;149;22;76
32464;Villecomtal-sur-Arros;56;227;39;126;62;227;31;141
32465;Villefranche-d'Astarac;15;46;5;23;17;42;5;23
32466;Viozan;12;27;4;12;11;26;4;10
32467;Saint-Caprais;12;44;7;28;9;44;5;27
32468;Aussos;3;18;1;11;6;19;3;12
33001;Abzac;125;623;106;401;116;627;93;409
33002;Aillas;53;239;35;148;55;253;46;154
33003;Ambarès-et-Lagrave;1003;5243;1018;3254;970;5562;1012;3548
33004;Ambès;206;1026;209;607;210;1019;172;642
33005;Andernos-les-Bains;1076;3018;505;1559;954;3209;369;1763
33006;Anglade;85;266;45;139;82;279;38;156
33007;Arbanats;72;427;65;276;86;426;60;294
33008;Porte-de-Benauge;23;152;20;103;29;148;24;101
33009;Arcachon;878;2112;418;1070;624;2375;321;1176
33010;Arcins;40;189;26;126;36;191;22;129
33011;Arès;479;1587;250;873;464;1651;170;1002
33012;Arsac;227;1164;204;734;226;1150;146;776
33013;Artigues-près-Bordeaux;591;2610;486;1626;498;2846;440;1815
33014;Les Artigues-de-Lussac;61;355;60;221;73;354;55;237
33015;Arveyres;133;591;88;378;124;586;74;378
33016;Asques;43;136;18;78;40;128;12;73
33017;Aubiac;29;95;6;53;36;94;7;57
33018;Val de Virvée;223;1150;179;774;197;1173;185;766
33019;Audenge;669;2742;410;1729;602;2958;398;1892
33020;Auriolles;10;46;7;22;16;44;6;27
33021;Auros;73;286;50;176;60;307;44;191
33022;Avensan;154;950;130;676;144;972;123;695
33023;Ayguemorte-les-Graves;84;430;71;284;75;424;56;284
33024;Bagas;15;103;22;65;17;83;16;53
33025;Baigneaux;20;139;21;101;18;145;21;104
33026;Balizac;29;154;15;105;34;158;20;109
33027;Barie;16;85;10;54;20;82;11;55
33028;Baron;74;398;70;242;86;378;58;246
33029;Le Barp;312;1813;281;1230;302;1833;269;1252
33030;Barsac;135;655;83;450;122;643;88;420
33031;Bassanne;8;45;8;25;12;45;8;29
33032;Bassens;507;2409;449;1500;461;2522;474;1540
33033;Baurech;52;291;41;191;59;288;35;202
33034;Bayas;30;143;17;98;27;131;15;86
33035;Bayon-sur-Gironde;61;204;29;120;55;203;20;122
33036;Bazas;326;1330;278;740;312;1381;249;806
33037;Beautiran;171;745;119;473;153;798;112;515
33038;Bégadan;80;286;44;170;72;273;39;153
33039;Bègles;1784;10042;2045;6455;1543;10472;2106;6582
33040;Béguey;61;378;58;241;79;361;63;236
33042;Belin-Béliet;329;1890;286;1271;334;1905;295;1282
33043;Bellebat;19;104;18;68;18;104;20;65
33044;Bellefond;12;63;8;36;19;56;5;40
33045;Belvès-de-Castillon;25;88;9;53;26;108;20;63
33046;Bernos-Beaulac;103;317;42;178;97;351;53;195
33047;Berson;109;561;84;341;136;545;77;358
33048;Berthez;14;90;18;54;19;82;13;55
33049;Beychac-et-Caillau;143;770;105;516;149;791;104;544
33050;Bieujac;42;203;31;125;47;210;33;136
33051;Biganos;795;3411;595;2125;692;3509;554;2160
33052;Les Billaux;90;349;63;208;77;395;58;247
33053;Birac;19;79;11;51;17;68;6;43
33054;Blaignac;25;92;14;54;24;91;14;53
33055;Blaignan-Prignac;32;134;22;88;24;149;25;93
33056;Blanquefort;1180;4825;1081;2836;908;5211;948;3082
33057;Blasimon;67;306;46;185;75;281;40;173
33058;Blaye;330;1490;297;892;301;1468;268;869
33059;Blésignac;18;115;19;73;23;108;25;65
33060;Bommes;33;145;22;91;32;132;16;83
33061;Bonnetan;68;314;41;203;69;306;49;189
33062;Bonzac;56;234;37;140;57;245;38;152
33063;Bordeaux;12606;89462;23763;54693;11005;97891;28602;56683
33064;Bossugan;2;16;6;6;4;11;1;8
33065;Bouliac;239;1231;217;780;233;1107;169;700
33066;Bourdelles;9;33;1;18;14;26;3;15
33067;Bourg;136;704;135;420;149;671;109;426
33068;Bourideys;6;27;5;15;7;28;6;16
33069;Le Bouscat;1703;6796;1332;4273;1191;7869;1300;4867
33070;Brach;33;280;35;207;39;271;39;199
33071;Branne;77;379;71;230;78;398;73;248
33072;Brannens;10;66;15;38;14;70;13;48
33073;Braud-et-Saint-Louis;101;458;71;304;83;446;56;289
33074;Brouqueyran;17;68;10;41;17;68;10;41
33075;Bruges;1246;6761;1267;4461;1033;7036;1050;4739
33076;Budos;58;242;27;159;57;228;25;145
33077;Cabanac-et-Villagrains;138;800;121;529;150;808;139;531
33078;Cabara;30;151;16;101;34;149;17;102
33079;Cadarsac;25;105;13;60;32;102;13;64
33080;Cadaujac;464;2108;339;1363;406;2222;301;1457
33081;Cadillac-sur-Garonne;175;1069;173;704;193;829;139;516
33082;Cadillac-en-Fronsadais;77;415;56;273;86;420;56;286
33083;Camarsac;66;297;38;199;60;319;51;202
33084;Cambes;126;571;71;387;113;579;76;377
33085;Camblanes-et-Meynac;226;935;154;565;216;948;128;594
33086;Camiac-et-Saint-Denis;31;109;16;69;25;124;18;76
33087;Camiran;38;127;27;71;29;110;10;62
33088;Camps-sur-l'Isle;39;173;31;100;42;195;43;114
33089;Campugnan;41;158;23;99;36;154;23;89
33090;Canéjan;478;1816;396;1032;388;1914;363;1074
33093;Capian;41;271;37;179;54;235;21;173
33094;Caplong;23;73;7;48;17;72;7;42
33095;Captieux;99;397;46;250;101;336;38;199
33096;Carbon-Blanc;492;2329;452;1453;424;2611;437;1681
33097;Carcans;207;708;94;421;193;697;79;410
33098;Cardan;31;163;26;93;45;159;19;109
33099;Carignan-de-Bordeaux;273;1264;240;763;261;1284;203;807
33100;Cars;109;371;53;210;108;352;51;192
33101;Cartelègue;84;387;53;241;92;375;48;243
33102;Casseuil;35;107;16;54;37;104;6;63
33103;Castelmoron-d'Albret;3;15;3;9;3;14;3;8
33104;Castelnau-de-Médoc;271;1449;212;978;259;1464;178;1014
33105;Castelviel;11;61;11;37;13;64;11;41
33106;Castets et Castillon;94;430;77;270;84;449;65;290
33108;Castillon-la-Bataille;223;856;175;504;177;928;166;538
33109;Castres-Gironde;138;810;129;547;134;844;133;573
33111;Caudrot;69;286;37;167;81;304;39;195
33112;Caumont;16;38;7;19;11;44;9;18
33113;Cauvignac;9;50;9;29;12;45;8;28
33114;Cavignac;119;756;152;481;123;723;116;488
33115;Cazalis;20;71;8;44;19;76;10;46
33116;Cazats;26;128;18;84;27;131;13;92
33117;Cazaugitat;23;61;7;30;24;64;8;32
33118;Cénac;146;635;109;394;132;663;98;418
33119;Cenon;1259;8704;2019;5488;1196;8838;2082;5496
33120;Cérons;120;677;133;417;128;684;114;450
33121;Cessac;18;55;5;32;19;66;10;38
33122;Cestas;1282;4682;831;2650;1201;4841;721;2838
33123;Cézac;132;833;129;578;125;833;114;586
33124;Chamadelle;44;234;45;143;46;217;27;146
33125;Cissac-Médoc;156;698;98;443;157;695;97;442
33126;Civrac-de-Blaye;48;260;40;168;52;264;42;174
33127;Civrac-sur-Dordogne;15;69;5;47;17;63;9;39
33128;Civrac-en-Médoc;36;188;21;116;51;176;26;114
33129;Cleyrac;9;40;3;28;10;37;5;23
33130;Coimères;78;328;42;215;70;355;42;235
33131;Coirac;10;70;8;44;17;67;13;43
33132;Comps;35;182;33;110;39;169;31;104
33133;Coubeyrac;6;23;1;14;8;17;1;10
33134;Couquèques;13;86;14;49;24;76;12;51
33135;Courpiac;5;38;2;30;5;35;3;26
33136;Cours-de-Monségur;24;83;15;43;25;73;6;43
33137;Cours-les-Bains;21;64;6;42;16;70;10;39
33138;Coutras;663;2362;415;1365;582;2634;438;1533
33139;Coutures;6;31;10;17;4;27;2;18
33140;Créon;319;1396;275;883;238;1540;245;976
33141;Croignon;45;252;41;161;49;218;15;157
33142;Cubnezais;91;577;70;410;96;589;80;419
33143;Cubzac-les-Ponts;139;786;132;516;138;815;138;538
33144;Cudos;55;240;46;131;64;248;42;151
33145;Cursan;38;201;27;137;36;189;21;130
33146;Cussac-Fort-Médoc;127;712;106;483;124;753;137;489
33147;Daignac;33;145;25;89;32;154;22;99
33148;Dardenac;8;29;5;20;4;27;4;15
33149;Daubèze;12;45;7;26;12;43;6;25
33150;Dieulivol;30;71;14;34;23;115;7;77
33151;Donnezac;69;264;30;173;62;290;42;180
33152;Donzac;12;30;2;18;10;39;4;23
33153;Doulezon;24;82;10;46;25;82;7;51
33154;Les Églisottes-et-Chalaures;139;639;116;385;137;633;117;377
33155;Escaudes;21;55;8;30;16;51;3;26
33156;Escoussans;20;88;16;54;18;83;10;54
33157;Espiet;49;252;40;159;53;261;44;167
33158;Les Esseintes;21;68;6;38;24;75;11;43
33159;Étauliers;98;466;77;299;90;455;81;276
33160;Eynesse;59;176;19;104;53;186;18;108
33161;Eyrans;48;237;40;132;64;226;41;137
33162;Eysines;1377;7486;1431;4816;1239;8079;1375;5327
33163;Faleyras;39;126;20;66;40;140;19;82
33164;Fargues;127;463;75;268;119;463;47;290
33165;Fargues-Saint-Hilaire;217;1015;163;677;175;1072;169;686
33166;Le Fieu;27;154;22;98;35;147;21;100
33167;Floirac;1058;5527;1091;3588;848;5702;938;3707
33168;Flaujagues;50;180;21;109;49;179;27;102
33169;Floudès;18;39;13;16;11;37;3;16
33170;Fontet;55;228;45;133;50;230;41;135
33171;Fossès-et-Baleyssac;15;62;5;40;17;77;13;49
33172;Fours;23;84;14;49;21;75;8;44
33173;Francs;13;61;16;32;13;53;4;37
33174;Fronsac;98;312;57;182;72;325;45;182
33175;Frontenac;51;255;38;157;61;242;39;153
33176;Gabarnac;22;107;14;71;22;104;16;66
33177;Gaillan-en-Médoc;198;632;94;366;173;663;76;389
33178;Gajac;29;106;13;56;37;110;21;61
33179;Galgon;240;897;128;549;219;949;127;583
33180;Gans;22;69;12;35;22;55;7;27
33181;Gardegan-et-Tourtirac;23;93;12;55;26;90;14;53
