Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010
50368;Nay;28;4;19;5;24;7;16;1
50369;Négreville;271;41;174;56;263;37;182;44
50370;Néhou;176;23;111;42;172;25;103;44
50371;Le Neufbourg;154;24;94;35;161;16;89;56
50372;Neufmesnil;70;8;42;20;57;11;33;13
50373;Neuville-au-Plain;31;3;22;6;31;5;19;7
50374;Neuville-en-Beaumont;10;2;5;3;9;2;4;3
50376;Nicorps;165;30;96;39;144;16;83;45
50378;Notre-Dame-de-Cenilly;225;43;134;49;197;31;121;45
50379;Notre-Dame-de-Livoye;42;7;26;8;40;7;23;9
50382;Nouainville;171;31;108;31;161;31;104;25
50384;Octeville-l'Avenel;66;10;39;18;53;7;33;14
50387;Orglandes;120;21;69;30;106;16;70;20
50388;Orval sur Sienne;388;53;236;99;376;56;231;89
50389;Ouville;152;22;100;29;136;23;86;26
50390;Ozeville;46;8;26;12;43;8;27;8
50391;Grandparigny;850;154;500;196;789;93;503;193
50393;Percy-en-Normandie;733;129;436;168;719;133;413;173
50394;Périers;638;143;345;150;629;124;353;152
50395;La Pernelle;94;10;64;20;73;8;42;22
50397;Perriers-en-Beauficel;59;6;41;12;53;5;37;11
50398;Le Perron;60;4;47;9;54;4;39;11
50399;Le Petit-Celland;53;6;35;12;54;13;32;9
50400;Picauville;1103;174;684;245;941;122;607;212
50401;Pierreville;253;46;166;42;207;29;140;38
50402;Les Pieux;1389;266;947;176;1076;200;713;163
50403;Pirou;459;76;252;130;454;55;242;157
50405;Le Plessis-Lastelle;82;15;45;22;68;8;41;19
50407;Poilley;271;37;186;48;262;34;178;50
50408;Pontaubault;152;24;92;36;139;14;92;33
50409;Pont-Hébert;687;145;403;139;687;140;403;144
50410;Pontorson;1358;188;783;387;1344;205;761;378
50411;Ponts;189;22;122;45;180;27;110;43
50412;Port-Bail-sur-Mer;784;114;432;237;815;127;446;242
50413;Précey;151;21;99;31;138;15;101;22
50417;Quettehou;552;96;321;135;526;83;313;131
50419;Quettreville-sur-Sienne;968;141;630;197;951;154;600;197
50420;Quibou;308;48;200;60;281;48;186;48
50421;Quinéville;82;16;35;31;86;11;43;32
50422;Raids;63;9;40;14;61;5;41;15
50423;Rampan;67;7;37;23;75;12;47;16
50425;Rauville-la-Bigot;370;45;254;71;375;62;241;72
50426;Rauville-la-Place;123;19;67;37;120;17;66;37
50428;Reffuveille;140;28;74;38;124;20;67;37
50429;Regnéville-sur-Mer;239;38;134;67;241;20;151;70
50430;Reigneville-Bocage;10;1;6;3;6;0;5;1
50431;Remilly Les Marais;338;55;218;66;329;56;197;75
50433;Réville;362;64;206;92;343;56;194;93
50435;Rocheville;204;35;133;35;185;28;126;30
50436;Romagny Fontenay;430;59;267;105;419;60;245;113
50437;Roncey;245;45;145;55;233;45;142;46
50442;Le Rozel;96;15;63;18;83;10;51;22
50443;Sacey;173;32;110;31;163;35;91;37
50444;Saint-Amand-Villages;837;150;534;153;770;114;500;155
50445;Saint-André-de-Bohon;97;14;57;26;89;13;59;17
50446;Saint-André-de-l'Épine;185;31;110;44;172;26;110;37
50447;Saint-Aubin-des-Préaux;125;19;77;28;129;13;83;32
50448;Saint-Aubin-de-Terregatte;217;37;147;33;200;28;138;34
50450;Saint-Barthélemy;123;16;77;31;116;18;68;31
50451;Saint-Brice;48;12;29;7;43;5;32;7
50452;Saint-Brice-de-Landelles;204;34;122;48;190;21;128;40
50453;Sainte-Cécile;260;42;158;60;234;28;140;66
50454;Saint-Christophe-du-Foc;128;19;93;17;129;20;91;18
50455;Saint-Clair-sur-l'Elle;241;38;137;66;283;53;163;67
50456;Saint-Clément-Rancoudray;159;15;91;53;163;20;84;59
50457;Sainte-Colombe;77;16;46;14;64;7;48;8
50461;Saint-Cyr;72;11;45;16;66;11;44;11
50462;Saint-Cyr-du-Bailleul;130;18;80;32;110;17;64;29
50463;Saint-Denis-le-Gast;153;21;102;31;143;15;88;40
50464;Saint-Denis-le-Vêtu;200;36;125;40;173;23;115;36
50467;Saint-Floxel;154;30;94;30;153;26;100;27
50468;Saint-Fromond;225;38;141;46;227;34;142;51
50469;Sainte-Geneviève;92;22;58;12;101;22;62;17
50471;Saint-Georges-de-la-Rivière;87;12;50;25;80;11;45;24
50472;Saint-Georges-de-Livoye;73;8;46;19;61;16;31;14
50473;Saint-Georges-d'Elle;150;26;88;36;124;14;78;32
50474;Saint-Georges-de-Rouelley;165;32;104;30;147;17;94;35
50475;Saint-Georges-Montcocq;274;48;156;69;259;37;142;79
50476;Saint-Germain-d'Elle;57;1;41;14;59;4;41;14
50478;Saint-Germain-de-Tournebut;140;21;80;39;128;25;74;29
50479;Saint-Germain-de-Varreville;41;5;20;16;29;2;17;10
50480;Saint-Germain-le-Gaillard;248;33;158;57;239;41;141;57
50481;Saint-Germain-sur-Ay;289;45;137;107;254;31;126;97
50482;Saint-Germain-sur-Sèves;71;12;44;16;60;10;38;12
50483;Saint-Gilles;287;48;172;67;302;51;187;64
50484;Saint-Hilaire-du-Harcouët;1736;408;978;350;1717;278;1011;428
50486;Saint-Jacques-de-Néhou;170;24;117;29;147;23;99;25
50487;Saint-James;1585;263;976;346;1460;224;919;317
50488;Saint-Jean-de-Daye;172;26;107;40;167;22;106;40
50489;Saint-Jean-de-la-Haize;159;14;101;44;155;22;98;35
50490;Saint-Jean-de-la-Rivière;122;16;73;33;99;10;62;27
50491;Saint-Jean-de-Savigny;122;18;83;20;108;14;70;24
50492;Saint-Jean-d'Elle;789;116;524;150;694;95;466;133
50493;Saint-Jean-des-Champs;415;56;263;96;434;60;277;97
50495;Saint-Jean-du-Corail-des-Bois;24;2;18;4;18;1;11;6
50496;Saint-Jean-le-Thomas;92;16;49;27;119;13;65;41
50498;Saint-Joseph;258;36;176;46;258;30;176;52
50499;Saint-Laurent-de-Cuves;150;25;97;28;137;15;97;25
50500;Saint-Laurent-de-Terregatte;173;30;104;39;157;24;104;29
50502;Saint-Lô;5838;1449;3253;1136;6550;1526;3592;1431
50504;Saint-Louet-sur-Vire;70;7;54;9;61;6;44;12
50505;Saint-Loup;226;36;154;36;212;26;158;28
50506;Saint-Malo-de-la-Lande;145;27;89;29;152;27;93;33
50507;Saint-Marcouf;85;11;52;22;88;12;52;24
50509;Sainte-Marie-du-Mont;227;32;145;50;211;31;127;53
50510;Saint-Martin-d'Aubigny;167;26;106;35;158;22;109;27
50511;Saint-Martin-d'Audouville;47;8;31;8;38;5;29;4
50512;Saint-Martin-de-Bonfossé;171;20;111;40;173;24;111;38
50513;Saint-Martin-de-Cenilly;64;9;37;17;59;8;36;15
50514;Chaulieu;93;15;56;21;80;15;53;12
50517;Saint-Martin-de-Varreville;68;7;42;19;54;3;34;17
50518;Saint-Martin-le-Bouillant;88;11;58;18;71;4;43;24
50519;Saint-Martin-le-Gréard;151;26;107;18;134;18;104;12
50521;Saint-Maur-des-Bois;38;5;25;7;39;7;24;7
50522;Saint-Maurice-en-Cotentin;98;20;59;19;89;14;56;19
50523;Sainte-Mère-Église;949;165;572;212;900;159;526;214
50525;Saint-Michel-de-Montjoie;113;18;52;43;85;2;48;34
50528;Saint-Nicolas-de-Pierrepont;85;14;53;18;82;14;46;22
50529;Saint-Nicolas-des-Bois;32;3;20;9;35;8;17;9
50531;Saint-Ovin;243;36;151;56;246;43;159;44
50532;Saint-Pair-sur-Mer;1018;164;515;339;1162;162;623;378
50533;Saint-Patrice-de-Claids;57;6;36;15;40;10;19;11
50535;Le Parc;284;44;195;44;273;43;180;50
50536;Saint-Pierre-d'Arthéglise;49;8;25;16;46;8;23;15
50537;Saint-Pierre-de-Coutances;115;21;72;22;126;22;71;32
50538;Saint-Pierre-de-Semilly;157;22;91;44;136;15;83;38
50539;Saint-Pierre-Église;555;107;336;112;525;96;321;108
50540;Saint-Pierre-Langers;169;17;115;37;170;21;115;34
50541;Saint-Planchers;463;81;277;105;456;76;269;111
50542;Saint-Pois;134;19;80;35;135;27;70;38
50543;Saint-Quentin-sur-le-Homme;400;59;265;76;391;57;260;74
50546;Bourgvallées;1084;174;664;246;1006;140;641;225
50548;Saint-Sauveur-de-Pierrepont;43;7;30;6;34;5;23;6
50549;Saint-Sauveur-la-Pommeraye;95;8;63;25;99;14;58;27
50550;Saint-Sauveur-Villages;976;141;631;205;1013;203;612;198
50551;Saint-Sauveur-le-Vicomte;618;123;373;122;588;102;363;124
50552;Saint-Sébastien-de-Raids;118;25;78;15;112;21;74;17
50553;Saint-Senier-de-Beuvron;91;16;59;16;78;9;52;17
50554;Saint-Senier-sous-Avranches;376;42;228;106;425;64;241;120
50556;Sainte-Suzanne-sur-Vire;190;22;128;40;196;26;131;40
50562;Saint-Vaast-la-Hougue;556;99;282;175;550;91;284;176
50563;Saint-Vigor-des-Monts;87;12;57;17;73;5;53;15
50564;Terre-et-Marais;393;68;260;64;357;56;240;61
50565;Sartilly-Baie-Bocage;762;111;497;154;779;116;500;162
50567;Saussemesnil;306;42;195;70;276;39;170;68
50568;Saussey;167;27;95;45;164;22;100;42
50569;Savigny;134;26;89;20;117;16;83;18
50570;Savigny-le-Vieux;130;22;74;34;111;12;69;30
50571;Sébeville;14;1;11;2;9;0;9;0
50572;Sénoville;67;14;42;12;70;17;44;10
50574;Servon;83;10;56;17;86;21;44;21
50575;Sideville;185;25;124;36;179;22;123;33
50576;Siouville-Hague;420;70;282;68;331;47;230;53
50577;Sortosville-en-Beaumont;97;11;65;21;79;14;49;16
50578;Sortosville;45;11;25;9;39;7;25;7
50579;Sottevast;437;61;312;63;416;56;297;63
50580;Sotteville;147;19;103;25;151;29;93;28
50582;Sourdeval;878;120;506;252;868;107;502;259
50584;Subligny;107;12;71;25;109;12;75;22
50585;Surtainville;419;69;253;98;384;66;223;94
50587;Taillepied;10;2;6;2;6;1;5;0
50588;Tamerville;216;24;146;46;212;32;138;42
50589;Tanis;112;22;76;14;98;22;58;18
50590;Le Tanu;106;13;81;13;103;15;76;13
50591;Le Teilleul;525;76;300;150;479;65;269;145
50592;Tessy-Bocage;698;115;442;141;668;121;391;156
50593;Teurthéville-Bocage;204;31;123;50;180;31;105;45
50594;Teurthéville-Hague;320;48;202;70;288;40;186;62
50596;Théville;94;10;64;21;92;12;59;22
50597;Tirepied-sur-Sée;284;36;183;65;266;29;185;52
50598;Tocqueville;94;19;55;20;72;11;51;10
50599;Tollevast;423;68;259;96;406;53;262;91
50601;Torigny-les-Villes;1289;202;824;263;1249;212;767;270
50603;Tourville-sur-Sienne;237;33;143;61;241;26;145;70
50604;Tréauville;251;39;165;46;218;33;149;35
50606;Tribehou;164;19;102;43;148;30;90;28
50607;La Trinité;121;29;78;14;108;19;72;17
50609;Turqueville;42;6;27;10;45;5;26;15
50610;Urville;63;8;41;15;60;11;39;11
50612;Vains;231;36;136;59;234;37;140;58
50613;Valcanville;120;24;75;21;100;13;63;24
50615;Valognes;2192;423;1361;409;2273;441;1388;443
50616;Le Val-Saint-Père;565;86;339;140;562;64;342;156
50617;Varenguebec;109;16;65;29;106;17;61;28
50618;Varouville;101;19;57;25;87;14;50;23
50619;Le Vast;94;9;57;27;92;9;56;26
50621;Vaudreville;29;7;19;3;21;3;17;1
50624;La Vendelée;141;21;91;29;133;23;81;29
50626;Ver;127;20;85;22;111;24;61;26
50628;Vernix;49;8;31;10;47;7;28;12
50629;Vesly;212;34;131;47;194;29;126;39
50633;Le Vicel;35;5;24;6;40;10;20;10
50634;Videcosville;25;7;15;3;21;3;16;2
50637;Villebaudon;112;17;63;32;89;11;52;25
50639;Villedieu-les-Poêles-Rouffigny;1237;254;722;262;1222;214;715;294
50641;Villiers-Fossard;192;29;120;42;177;15;116;46
50643;Virandeville;282;50;174;58;253;39;166;48
50647;Yquelon;307;47;175;86;318;22;193;103
50648;Yvetot-Bocage;399;64;268;68;362;56;254;51
51001;Ablancourt;54;8;37;9;48;7;30;11
51002;Saint-Martin-d'Ablois;510;88;299;123;478;52;309;116
51003;Aigny;78;8;57;13;72;9;47;16
51004;Allemanche-Launay-et-Soyer;34;1;26;7;33;5;20;8
51005;Allemant;55;8;35;11;51;7;34;9
51006;Alliancelles;53;11;27;16;40;4;26;11
51007;Ambonnay;289;37;196;56;285;52;178;55
51008;Ambrières;77;13;47;17;83;14;48;21
51009;Anglure;280;36;170;74;254;32;157;65
51010;Angluzelles-et-Courcelles;43;3;28;11;38;3;21;13
51012;Anthenay;30;2;24;4;23;3;16;4
51013;Aougny;39;9;29;2;30;3;25;2
51014;Arcis-le-Ponsart;83;11;58;14;90;10;63;17
51015;Argers;37;5;27;5;33;1;24;8
51016;Arrigny;88;12;60;16;82;7;56;19
51017;Arzillières-Neuville;135;30;87;17;124;23;89;12
51018;Athis;261;39;169;53;252;41;165;46
51019;Aubérive;74;14;56;4;66;9;50;6
51020;Aubilly;18;4;10;3;14;0;9;4
51022;Aulnay-l'Aître;45;2;29;14;43;2;31;10
51023;Aulnay-sur-Marne;79;8;51;20;72;9;45;18
51025;Auménancourt;297;41;196;60;289;36;198;55
51027;Auve;78;10;51;17;75;11;47;17
51028;Avenay-Val-d'Or;289;66;165;58;275;44;176;56
51029;Avize;572;160;304;108;513;99;298;115
51030;Aÿ-Champagne;1825;291;1098;436;1899;317;1157;425
51031;Baconnes;97;13;75;9;80;8;62;10
51032;Bagneux;179;31;110;38;146;23;100;23
51033;Le Baizil;98;25;58;16;82;12;54;16
51034;Bannay;9;1;6;2;6;0;2;3
51035;Bannes;80;9;62;9;77;10;60;7
51036;Barbonne-Fayel;161;25;98;38;150;13;99;38
51037;Baslieux-lès-Fismes;97;12;64;22;94;13;64;18
51038;Baslieux-sous-Châtillon;63;13;38;13;56;8;40;7
51039;Bassu;45;12;23;10;44;9;24;11
51040;Bassuet;98;12;57;29;84;8;48;28
51041;Baudement;42;9;24;9;41;6;22;13
51042;Baye;125;16;74;35;125;14;83;28
51043;Bazancourt;657;113;417;128;618;89;411;119
51044;Beaumont-sur-Vesle;258;45;157;56;245;31;168;46
51045;Beaunay;34;7;17;10;34;5;21;8
51046;Beine-Nauroy;356;51;234;71;350;44;235;71
51047;Belval-en-Argonne;18;0;13;5;13;0;8;5
51048;Belval-sous-Châtillon;58;14;37;7;56;11;36;9
51049;Bergères-lès-Vertus;199;38;121;39;181;28;125;27
51050;Bergères-sous-Montmirail;45;7;22;16;43;5;23;15
51051;Berméricourt;50;4;33;13;50;5;28;16
51052;Berru;168;28;101;39;170;24;106;40
51053;Berzieux;18;2;13;3;19;4;11;4
51054;Bétheniville;372;58;261;53;340;33;265;42
51055;Bétheny;2014;342;1113;560;2165;356;1237;573
51056;Bethon;94;21;51;22;85;10;57;18
51057;Bettancourt-la-Longue;33;3;16;14;29;1;17;11
51058;Bezannes;471;109;247;115;502;112;272;118
51059;Bignicourt-sur-Marne;124;19;68;37;124;15;73;36
51060;Bignicourt-sur-Saulx;58;8;39;11;55;6;35;14
51061;Billy-le-Grand;38;4;27;8;38;6;28;4
51062;Binarville;37;5;20;13;31;3;23;6
51065;Blacy;207;32;128;48;210;22;150;39
51066;Blaise-sous-Arzillières;113;15;69;29;112;14;65;33
51068;Blesme;72;19;41;12;57;9;39;9
51069;Bligny;37;6;25;5;32;6;20;5
51070;Boissy-le-Repos;73;15;37;21;75;13;39;23
51071;Bouchy-Saint-Genest;66;13;41;11;58;9;39;11
51072;Bouilly;60;9;34;16;54;7;34;12
51073;Bouleuse;60;10;34;16;62;7;42;13
51074;Boult-sur-Suippe;540;74;363;104;526;67;348;111
51075;Bourgogne-Fresne;479;74;300;104;465;77;295;92
51076;Boursault;155;23;96;36;149;18;95;36
51077;Bouvancourt;71;12;43;16;67;7;43;17
51078;Bouy;171;26;112;34;158;14;109;35
51079;Bouzy;304;48;195;62;302;44;200;59
51080;Brandonvillers;49;5;35;9;47;7;30;10
51081;Branscourt;77;10;46;20;79;6;57;16
51082;Braux-Sainte-Cohière;33;6;19;9;29;4;18;8
51083;Braux-Saint-Remy;32;2;21;9;30;3;21;6
51084;Bréban;34;9;20;6;29;6;22;2
51085;Le Breuil;119;18;77;23;111;17;72;21
51086;Breuil-sur-Vesle;118;19;80;20;105;17;76;11
51087;Breuvery-sur-Coole;68;5;51;12;67;13;40;14
51088;Brimont;159;24;88;47;158;18;96;44
51089;Brouillet;31;6;22;2;29;6;16;6
51090;Broussy-le-Grand;98;11;63;24;94;12;61;21
51091;Broussy-le-Petit;41;7;23;11;39;3;23;13
51092;Broyes;115;18;76;22;115;18;71;27
51093;Brugny-Vaudancourt;143;19;95;29;161;25;104;32
51094;Brusson;74;17;43;14;67;12;46;9
51095;Le Buisson;28;6;12;10;29;1;21;7
51097;Bussy-le-Château;48;3;32;13;45;6;30;9
51098;Bussy-le-Repos;38;5;24;9;31;3;21;8
51099;Bussy-Lettrée;101;17;61;23;98;21;63;14
51100;La Caure;32;4;19;9;32;5;20;7
51101;Caurel;219;25;135;60;230;42;137;52
51102;Cauroy-lès-Hermonville;157;27;104;26;157;24;101;32
51103;La Celle-sous-Chantemerle;52;7;29;16;47;1;31;15
51104;Cernay-en-Dormois;40;5;27;8;40;7;22;11
51105;Cernay-lès-Reims;400;70;221;109;414;46;244;124
51106;Cernon;45;4;29;11;51;7;30;13
51107;Chaintrix-Bierges;97;4;66;27;91;11;64;16
51108;Châlons-en-Champagne;14903;3424;9123;2356;15030;3199;8963;2869
51109;Châlons-sur-Vesle;54;9;34;11;52;9;31;12
51110;Chaltrait;22;4;14;4;24;4;13;7
51111;Chambrecy;46;7;32;7;44;10;28;6
51112;Chamery;129;19;76;33;123;15;79;28
51113;Champaubert;49;8;30;11;41;5;24;12
51115;Champfleury;165;23;95;46;178;23;107;47
51116;Champguyon;83;15;50;18;74;8;48;18
51117;Champigneul-Champagne;92;15;59;18;86;8;56;22
51118;Champigny;469;91;286;91;452;72;307;72
51119;Champillon;173;22;99;51;176;20;103;52
51120;Champlat-et-Boujacourt;42;1;33;8;48;5;30;13
51121;Champvoisy;84;10;58;16;77;9;56;12
51122;Changy;39;4;26;10;33;0;23;11
51124;Chantemerle;16;1;10;5;20;5;11;4
51125;Chapelaine;20;3;16;1;17;4;12;0
51126;La Chapelle-Felcourt;19;4;11;4;17;6;11;0
51127;La Chapelle-Lasson;24;1;14;9;25;3;17;5
51128;La Chapelle-sous-Orbais;17;3;11;3;15;1;10;4
51129;Charleville;88;14;54;20;81;8;58;15
51130;Charmont;70;12;42;16;61;9;36;17
51132;Les Charmontois;43;8;22;13;42;4;22;16
51133;Le Châtelier;23;4;11;8;12;1;9;2
51134;Châtelraould-Saint-Louvent;84;11;50;22;78;12;46;19
51135;Châtillon-sur-Broué;27;6;12;9;27;4;14;9
51136;Châtillon-sur-Marne;228;36;149;43;234;40;147;47
51137;Châtillon-sur-Morin;73;10;41;22;56;2;40;14
51138;Châtrices;10;2;5;3;7;0;5;2
51139;Chaudefontaine;109;19;59;30;110;20;66;23
51140;Chaumuzy;112;12;79;21;118;15;74;29
51141;La Chaussée-sur-Marne;228;27;155;46;207;23;139;45
51142;Chavot-Courcourt;115;18;76;21;117;14;78;25
51143;Le Chemin;19;1;12;6;15;3;7;5
51144;Cheminon;220;27;134;59;195;21;132;42
51145;Chenay;97;26;45;27;84;5;55;25
51146;Cheniers;38;8;24;6;36;4;25;7
51147;La Cheppe;109;21;67;21;93;10;64;19
51148;Cheppes-la-Prairie;52;6;34;12;45;8;28;9
51149;Chepy;125;12;81;32;142;17;91;33
51150;Cherville;32;2;19;11;33;5;21;7
51151;Chichey;64;9;38;18;56;4;38;15
51152;Chigny-les-Roses;178;34;104;41;163;18;101;45
51153;Chouilly;330;52;213;65;320;42;209;69
51154;Clamanges;76;15;48;13;68;12;45;11
51155;Clesles;196;16;132;48;170;13;115;42
51156;Cloyes-sur-Marne;41;3;30;9;36;4;24;9
51157;Coizard-Joches;25;2;15;7;24;5;12;6
51158;Val-des-Marais;199;30;127;42;196;35;131;30
51160;Compertrix;406;67;257;82;393;48;271;74
51161;Condé-sur-Marne;230;27;161;42;224;26;155;43
51162;Conflans-sur-Seine;202;27;132;43;204;33;122;49
51163;Congy;85;14;55;15;77;8;54;14
51164;Connantray-Vaurefroy;73;22;41;11;45;7;33;6
51165;Connantre;364;61;225;77;352;55;227;69
51166;Contault;22;2;12;8;21;3;13;5
51167;Coole;43;2;30;11;41;2;27;12
51168;Coolus;63;8;41;13;65;8;37;19
51169;Corbeil;36;9;18;9;26;2;17;7
51170;Corfélix;39;5;25;8;34;7;23;3
51171;Cormicy;475;65;333;77;463;56;331;76
51172;Cormontreuil;1771;307;962;502;2029;314;1105;609
51173;Cormoyeux;44;9;26;9;40;6;26;8
51174;Corribert;21;5;15;1;18;2;13;2
51175;Corrobert;56;5;38;13;63;11;42;10
51176;Corroy;40;5;25;10;40;6;24;10
51177;Coulommes-la-Montagne;69;7;52;10;76;15;43;18
51178;Coupetz;26;6;15;4;26;1;15;9
51179;Coupéville;64;11;45;8;63;7;43;13
51181;Courcelles-Sapicourt;112;15;77;20;110;17;73;20
51182;Courcemain;38;6;24;8;35;5;23;7
51183;Courcy;564;157;329;79;377;81;220;77
51184;Courdemanges;146;19;88;39;129;10;78;41
51185;Courgivaux;100;14;67;19;88;22;52;14
51186;Courjeonnet;18;1;12;5;17;0;10;7
51187;Courlandon;92;12;59;21;94;18;60;16
51188;Courmas;61;7;37;17;58;7;35;16
51190;Courtagnon;16;1;12;3;18;1;13;4
51191;Courtémont;21;3;10;8;15;0;8;7
51192;Courthiézy;112;18;64;30;115;17;71;27
51193;Courtisols;830;132;499;199;836;117;531;188
51194;Courville;136;16;93;27;145;17;102;26
51195;Couvrot;286;38;167;81;278;35;171;72
51196;Cramant;291;46;182;63;297;33;180;84
51197;La Croix-en-Champagne;23;1;17;6;24;3;16;6
51198;Crugny;207;27;136;45;195;29;124;43
51199;Cuchery;156;22;102;32;142;22;95;25
51200;Cuis;132;14;91;26;132;17;79;35
51201;Cuisles;49;9;28;11;41;1;30;9
51202;Cumières;261;44;171;47;262;44;155;63
51203;Cuperly;67;9;44;15;65;6;49;11
51204;Damery;442;57;285;100;463;52;292;119
51205;Dampierre-au-Temple;93;16;62;15;89;15;61;13
51206;Dampierre-le-Château;30;3;22;5;27;2;19;6
51208;Dampierre-sur-Moivre;38;4;27;6;33;2;26;5
51210;Dizy;528;100;296;133;566;85;349;132
51211;Dommartin-Dampierre;24;3;15;6;22;5;12;5
51212;Dommartin-Lettrée;49;7;26;16;43;6;26;11
51213;Dommartin-sous-Hans;17;3;8;6;14;1;9;4
51214;Dommartin-Varimont;44;9;29;6;41;8;29;4
51215;Dompremy;42;8;31;3;42;8;29;5
51216;Dontrien;60;9;37;14;60;9;38;13
51217;Dormans;913;160;537;216;936;163;544;229
51218;Val-de-Vière;38;4;25;9;36;2;21;13
51219;Drosnay;62;10;34;18;61;2;38;21
51220;Drouilly;48;7;34;7;40;5;26;9
51222;Éclaires;30;5;18;8;28;5;18;6
51223;Écollemont;20;1;15;4;15;0;11;4
51224;Écriennes;54;11;30;12;50;4;35;11
51225;Écueil;118;21;59;39;105;16;69;21
51226;Écury-le-Repos;16;0;13;3;17;4;6;8
51227;Écury-sur-Coole;132;17;87;28;140;12;97;31
51228;Élise-Daucourt;42;10;20;12;33;7;18;8
51229;Épense;29;1;22;6;28;2;20;6
51230;Épernay;7623;1609;4599;1415;8046;1472;4930;1644
51231;L'Épine;205;21;109;75;206;17;108;82
51232;Époye;157;31;101;25;137;18;98;21
51233;Escardes;33;4;26;3;28;3;23;2
51234;Esclavolles-Lurey;199;33;122;44;197;32;123;42
51235;Les Essarts-lès-Sézanne;83;7;61;15;86;13;62;11
51236;Les Essarts-le-Vicomte;43;8;27;8;50;11;30;8
51237;Esternay;522;84;322;115;540;78;329;133
51238;Étoges;125;17;85;23;110;17;75;18
51239;Étréchy;44;7;29;8;43;5;29;9
51240;Étrepy;46;7;28;11;42;7;25;10
51241;Euvy;27;5;13;9;22;2;15;5
51242;Fagnières;1483;296;804;383;1519;242;876;402
51243;Faux-Fresnay;102;12;72;18;102;16;66;20
51244;Faux-Vésigneul;88;13;55;20;79;8;55;16
51245;Faverolles-et-Coëmy;176;25;113;37;187;30;114;42
51246;Favresse;61;5;37;19;53;5;35;12
51247;Fèrebrianges;54;8;39;7;63;15;39;9
51248;Fère-Champenoise;720;120;461;139;703;119;436;148
51249;Festigny;134;18;74;42;119;13;73;33
51250;Fismes;1685;327;1007;351;1689;293;1059;337
51251;Flavigny;66;15;39;12;64;9;42;13
51252;Fleury-la-Rivière;165;21;114;30;164;26;108;30
51253;Florent-en-Argonne;67;13;42;13;72;12;46;14
51254;Fontaine-Denis-Nuisy;82;10;52;20;73;6;44;23
51255;Fontaine-en-Dormois;9;3;3;3;7;2;4;1
51256;Fontaine-sur-Ay;109;19;73;18;116;18;76;22
51258;La Forestière;71;12;46;13;69;8;39;21
51259;Francheville;67;10;48;9;67;13;47;7
51260;Le Fresne;21;1;18;2;21;3;16;2
51262;Frignicourt;552;97;307;148;611;101;361;149
51263;Fromentières;117;21;79;17;119;21;80;19
51264;Le Gault-Soigny;171;27;107;36;165;15;103;46
51265;Gaye;178;28;119;32;172;27;107;38
51266;Germaine;192;29;116;47;178;22;127;29
51267;Germigny;65;8;35;22;65;6;35;25
51268;Germinon;46;4;30;13;40;5;26;9
51269;Giffaumont-Champaubert;87;6;47;33;84;11;45;28
51270;Gigny-Bussy;91;7;60;24;73;12;45;17
51272;Givry-en-Argonne;132;14;78;39;131;13;78;39
51273;Givry-lès-Loisy;28;7;17;5;23;2;16;6
51274;Gizaucourt;32;4;22;6;31;3;21;7
51275;Glannes;52;7;34;12;54;7;36;11
51276;Gourgançon;46;3;34;9;48;7;30;11
51277;Sainte-Marie-du-Lac-Nuisement;79;6;45;28;82;8;51;23
51278;Les Grandes-Loges;89;17;58;14;86;11;64;11
51279;Granges-sur-Aube;59;5;43;11;50;7;35;8
51280;Gratreuil;8;0;6;2;7;0;3;4
51281;Grauves;234;35;148;51;225;34;152;39
51282;Gueux;565;106;306;153;562;87;339;136
51283;Hans;45;6;28;11;38;1;28;9
51284;Haussignémont;99;13;68;18;100;20;63;16
51285;Haussimont;56;9;38;10;46;3;36;7
51286;Hauteville;79;9;53;16;81;12;53;15
51287;Hautvillers;261;39;155;67;269;48;153;68
51288;Heiltz-le-Hutier;68;7;52;9;66;6;54;7
51289;Heiltz-le-Maurupt;140;33;78;30;135;21;88;26
51290;Heiltz-l'Évêque;99;13;67;19;83;9;53;21
51291;Hermonville;408;59;256;93;426;52;289;85
51292;Herpont;43;9;24;10;34;5;19;10
51293;Heutrégiville;136;21;92;23;143;29;92;22
51294;Hourges;29;3;21;5;28;3;21;4
51295;Huiron;116;22;61;33;96;8;56;31
51296;Humbauville;25;3;16;6;23;2;16;5
51298;Igny-Comblizy;154;37;88;29;154;30;106;18
51299;Isles-sur-Suippe;261;32;173;56;269;41;176;52
51300;Isle-sur-Marne;39;5;27;7;31;4;24;3
51301;Isse;37;4;25;7;41;6;25;9
51302;Les Istres-et-Bury;32;5;16;10;31;3;21;6
51303;Jâlons;187;36;123;28;177;28;113;36
51304;Janvilliers;42;9;26;7;35;6;24;5
51305;Janvry;43;7;23;12;40;5;25;10
