Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010
48128;Rimeize;210;26;133;52;189;29;127;33
48129;Rocles;81;13;46;22;60;2;40;18
48130;Rousses;33;7;18;8;29;6;16;7
48131;Le Rozier;46;7;27;13;45;7;22;17
48132;Saint-Alban-sur-Limagnole;500;52;295;153;430;39;255;136
48135;Saint-André-Capcèze;68;5;37;25;56;7;31;17
48136;Saint-André-de-Lancize;40;7;20;13;40;5;27;8
48137;Saint-Bauzile;200;25;133;42;206;25;130;51
48138;Saint-Bonnet-de-Chirac;23;5;14;4;19;6;8;5
48139;Saint Bonnet-Laval;138;14;101;23;77;8;49;20
48140;Saint-Chély-d'Apcher;1465;394;816;255;1325;309;745;271
48141;Mas-Saint-Chély;46;6;31;8;37;6;23;7
48144;Sainte-Croix-Vallée-Française;111;19;61;32;98;12;51;35
48145;Saint-Denis-en-Margeride;58;5;31;22;42;4;24;14
48146;Gorges du Tarn Causses;325;35;204;85;285;37;173;76
48147;Saint-Étienne-du-Valdonnez;195;25;133;37;200;29;125;46
48148;Saint-Étienne-Vallée-Française;167;24;88;55;160;20;99;41
48149;Sainte-Eulalie;11;2;7;2;11;2;8;1
48150;Saint-Flour-de-Mercoire;52;3;42;7;45;2;37;6
48151;Saint-Frézal-d'Albuges;15;1;12;2;15;1;9;5
48152;Ventalon en Cévennes;93;12;52;29;86;14;44;28
48153;Saint-Gal;35;7;21;7;34;6;23;5
48155;Saint-Germain-de-Calberte;135;16;77;42;131;12;79;40
48156;Saint-Germain-du-Teil;320;25;181;114;202;33;125;44
48157;Sainte-Hélène;23;3;17;4;25;1;20;4
48158;Saint-Hilaire-de-Lavit;34;5;20;9;34;4;22;8
48160;Saint-Jean-la-Fouillouse;46;2;31;14;42;5;22;15
48161;Saint-Juéry;18;1;10;6;19;0;11;7
48163;Saint-Julien-des-Points;33;4;19;10;31;4;15;12
48165;Saint-Laurent-de-Muret;54;7;32;15;48;2;30;16
48166;Cans et Cévennes;81;6;59;16;99;11;55;32
48167;Saint-Laurent-de-Veyrès;11;1;6;4;15;1;8;6
48168;Saint-Léger-de-Peyre;60;11;40;9;49;8;32;10
48169;Saint-Léger-du-Malzieu;64;5;41;18;52;3;32;17
48170;Saint-Martin-de-Boubaux;55;8;36;12;46;5;25;17
48171;Saint-Martin-de-Lansuscle;61;11;38;12;60;11;35;14
48173;Saint-Michel-de-Dèze;59;4;35;20;59;7;34;18
48174;Saint-Paul-le-Froid;48;6;25;17;36;3;24;9
48175;Saint-Pierre-de-Nogaret;50;9;31;10;38;1;27;10
48176;Saint-Pierre-des-Tripiers;24;3;12;9;23;4;12;7
48177;Saint-Pierre-le-Vieux;85;9;60;15;85;9;55;21
48178;Saint-Privat-de-Vallongue;86;12;54;20;79;8;54;17
48179;Saint-Privat-du-Fau;44;7;22;16;31;3;15;14
48181;Saint-Saturnin;21;1;14;6;24;3;12;9
48182;Saint-Sauveur-de-Ginestoux;23;2;12;8;14;1;12;1
48185;Les Salelles;44;3;33;8;48;4;34;10
48187;Les Salces;27;1;19;7;22;2;12;8
48188;Serverette;92;16;49;27;105;9;58;38
48190;Termes;80;14;46;20;59;10;42;6
48191;La Tieule;39;6;21;12;29;0;21;8
48192;Trélans;35;8;20;7;26;7;12;6
48193;Vebron;72;10;45;17;54;3;40;11
48194;Vialas;125;15;56;55;107;15;60;33
48198;Villefort;176;25;108;43;157;24;88;44
49002;Allonnes;884;142;567;175;898;141;575;182
49003;Tuffalun;525;65;357;103;485;67;338;80
49007;Angers;48090;15771;25694;6625;54081;18378;27630;8073
49008;Angrie;280;45;188;47;270;42;179;49
49009;Antoigné;147;16;98;33;149;21;98;30
49010;Armaillé;105;21;65;19;92;17;64;11
49011;Artannes-sur-Thouet;149;30;90;30;154;25;97;32
49012;Aubigné-sur-Layon;126;26;73;27;102;10;72;20
49015;Avrillé;3737;808;2090;840;4063;716;2316;1031
49017;Baracé;156;25;109;22;139;18;104;17
49018;Baugé-en-Anjou;3439;551;2181;707;3420;495;2169;756
49020;Beaucouzé;1756;391;984;382;1765;372;1019;374
49021;Beaufort-en-Anjou;2078;369;1334;376;2058;320;1342;396
49022;Beaulieu-sur-Layon;468;78;323;67;407;56;291;61
49023;Beaupréau-en-Mauges;7138;1293;4514;1331;6688;1082;4335;1270
49026;Bécon-les-Granits;868;179;547;143;842;165;532;146
49027;Bégrolles-en-Mauges;630;98;416;116;575;82;383;110
49028;Béhuard;42;6;26;9;39;5;26;7
49029;Blaison-Saint-Sulpice;407;49;247;111;404;52;249;103
49030;Blou;320;63;202;55;315;53;212;50
49035;Bouchemaine;1861;336;1045;480;2001;340;1127;535
49036;Bouillé-Ménard;213;33;140;40;209;32;141;36
49038;Bourg-l'Évêque;68;9;47;12;66;8;44;14
49041;Brain-sur-Allonnes;604;111;372;120;611;98;371;141
49045;La Breille-les-Pins;197;25;139;33;183;30;118;36
49048;Briollay;915;163;535;217;891;136;555;200
49050;Brissac Loire Aubance;3340;505;2182;652;3285;495;2160;630
49053;Brossay;93;10;70;13;97;21;59;16
49054;Candé;798;168;468;163;822;143;488;191
49055;Cantenay-Épinard;691;129;406;156;679;113;408;158
49056;Carbay;88;10;62;16;78;11;53;13
49057;Cernusson;99;13;72;14;96;7;71;18
49058;Les Cerqueux;245;41;170;34;224;28;171;25
49060;Bellevigne-les-Châteaux;1137;186;692;259;1156;189;702;265
49061;Challain-la-Potherie;271;51;160;60;243;44;139;60
49063;Chalonnes-sur-Loire;1971;358;1242;372;1959;320;1252;386
49064;Chambellay;110;19;66;25;104;15;65;24
49067;Chenillé-Champteussé;109;20;68;21;105;15;70;20
49068;Champtocé-sur-Loire;545;92;347;106;527;77;359;91
49069;Orée d'Anjou;4955;733;3322;900;4610;652;3135;822
49070;Chanteloup-les-Bois;233;48;134;51;211;31;139;41
49076;La Chapelle-Saint-Laud;203;31;139;33;203;27;146;30
49080;Les Hauts-d'Anjou;2534;448;1615;472;2453;424;1559;470
49082;Chaudefonds-sur-Layon;324;34;231;60;292;35;200;58
49086;Terranjou;1100;181;757;163;1029;143;717;169
49089;Chazé-sur-Argos;321;40;216;65;297;37;204;56
49090;Cheffes;310;57;181;71;303;58;185;59
49092;Chemillé-en-Anjou;6670;1181;4370;1119;6299;1065;4202;1032
49099;Cholet;16835;3496;10113;3226;17658;3624;10360;3674
49100;Cizay-la-Madeleine;168;34;97;37;144;20;94;30
49102;Cléré-sur-Layon;91;18;59;15;85;17;50;19
49107;Cornillé-les-Caves;145;19;79;47;137;16;89;31
49109;Coron;473;83;307;83;404;66;273;65
49110;Corzé;536;89;350;97;512;81;334;97
49112;Le Coudray-Macouard;268;33;167;68;289;44;171;75
49113;Courchamps;161;27;106;28;147;19;105;24
49114;Courléon;51;11;24;16;52;12;29;11
49120;Denée;468;72;287;108;455;72;284;98
49121;Dénezé-sous-Doué;138;22;94;23;135;22;94;20
49123;Distré;552;100;365;87;563;85;383;95
49125;Doué-en-Anjou;3333;583;2069;680;3285;526;2066;694
49127;Durtal;986;148;645;193;985;149;631;205
49129;Écouflant;1166;242;661;263;1203;211;677;315
49130;Écuillé;197;21;134;42;192;36;123;33
49131;Épieds;231;26;157;48;209;19;153;37
49132;Étriché;507;95;327;85;469;80;324;65
49135;Feneu;663;109;435;119;684;130;428;126
49138;Les Bois d'Anjou;771;112;510;149;739;87;512;140
49140;Fontevraud-l'Abbaye;653;250;341;63;395;72;263;60
49155;Grez-Neuville;482;77;329;76;490;69;343;78
49160;Ingrandes-le-Fresne-sur-Loire;858;130;576;152;896;149;558;190
49161;La Jaille-Yvon;104;19;60;25;97;15;65;17
49163;Jarzé Villages;800;97;546;157;764;106;515;143
49167;Les Garennes sur Loire;1335;220;791;324;1360;199;831;330
49170;Juvardeil;252;28;164;61;260;32;167;61
49171;La Lande-Chasles;30;2;21;7;32;3;19;10
49174;Huillé-Lézigné;418;80;274;63;369;72;253;44
49176;Le Lion-d'Angers;1241;235;789;217;1231;237;770;224
49178;Loiré;258;45;171;42;249;42;164;43
49180;Longué-Jumelles;2026;351;1262;413;2028;342;1251;436
49182;Louresse-Rochemenier;263;44;183;36;250;36;181;32
49183;Val d'Erdre-Auxence;1340;201;929;210;1317;215;886;216
49188;Marcé;275;36;185;53;288;49;189;49
49192;Maulévrier;999;177;630;192;999;182;608;209
49193;Le May-sur-Èvre;1257;241;794;222;1181;204;719;258
49194;Mazé-Milon;1653;236;1114;304;1600;202;1097;301
49195;Mazières-en-Mauges;359;59;221;79;328;51;218;60
49200;Longuenée-en-Anjou;1955;345;1266;343;1954;335;1277;341
49201;La Ménitré;702;116;433;153;682;102;429;152
49205;Miré;287;51;189;47;279;40;190;48
49209;Montigné-lès-Rairies;122;25;74;23;117;18;73;26
49211;Montilliers;366;56;231;79;331;50;224;57
49214;Montreuil-Juigné;2317;459;1335;523;2379;427;1433;519
49215;Montreuil-Bellay;1213;279;714;220;1224;214;747;263
49216;Montreuil-sur-Loir;171;24;110;37;156;21;108;28
49217;Montreuil-sur-Maine;237;40;151;46;220;25;155;39
49218;Montrevault-sur-Èvre;5061;819;3350;891;4555;711;3015;828
49219;Montsoreau;141;21;82;38;145;24;78;43
49220;Morannes sur Sarthe-Daumeray;1058;163;696;199;1027;150;680;197
49221;Mouliherne;276;41;177;57;247;30;146;70
49222;Mozé-sur-Louet;688;127;425;136;666;126;414;126
49223;Mûrs-Erigné;1694;332;973;388;1769;331;1043;395
49224;Neuillé;317;50;188;79;314;52;180;82
49228;Noyant-Villages;1769;293;1065;411;1688;274;1012;402
49231;Nuaillé;450;64;266;119;463;69;271;123
49235;Parnay;168;30;100;39;155;19;101;36
49236;Passavant-sur-Layon;45;5;25;15;37;4;21;12
49237;La Pellerine;52;5;30;17;44;3;24;17
49240;La Plaine;326;64;214;49;279;52;190;37
49241;Le Plessis-Grammoire;729;151;425;152;734;124;459;150
49244;Mauges-sur-Loire;5541;957;3565;1019;5274;867;3377;1030
49246;Les Ponts-de-Cé;3617;875;2056;687;3766;744;2195;827
49247;La Possonnière;724;124;443;157;742;93;477;172
49248;Ombrée d'Anjou;2679;491;1624;563;2566;447;1544;575
49253;Le Puy-Notre-Dame;373;52;226;95;374;59;222;93
49257;Les Rairies;327;45;200;82;308;57;190;61
49259;Rochefort-sur-Loire;667;99;437;131;671;104;428;139
49260;La Romagne;597;111;383;103;575;102;376;98
49261;Gennes-Val-de-Loire;2473;354;1543;577;2433;333;1521;578
49262;Rou-Marson;216;28;126;63;213;31;130;53
49266;Saint-Augustin-des-Bois;333;49;221;63;310;48;211;51
49267;Saint-Barthélemy-d'Anjou;2753;577;1517;659;2914;527;1637;750
49269;Saint-Christophe-du-Bois;891;146;536;208;885;139;538;207
49271;Saint-Clément-de-la-Place;661;113;434;114;620;95;439;86
49272;Saint-Clément-des-Levées;357;52;219;86;356;52;217;87
49278;Sainte-Gemmes-sur-Loire;1376;350;758;268;1269;250;738;281
49283;Saint-Georges-sur-Loire;1097;171;720;206;1036;158;681;196
49284;Saint-Germain-des-Prés;459;74;304;81;433;72;277;84
49288;Saint-Jean-de-la-Croix;81;14;57;10;80;13;54;13
49291;Saint-Just-sur-Dive;132;19;90;23;137;29;83;25
49292;Val-du-Layon;967;143;660;164;943;129;647;167
49294;Saint-Lambert-la-Potherie;804;138;470;196;827;129;504;194
49298;Saint-Léger-de-Linières;1091;198;686;208;1087;181;698;208
49299;Saint-Léger-sous-Cholet;857;154;497;206;851;129;521;201
49301;Sèvremoine;7680;1241;5123;1316;7193;1117;4797;1278
49302;Saint-Macaire-du-Bois;137;27;91;19;130;28;81;21
49306;Saint-Martin-du-Fouilloux;518;75;337;107;553;80;347;127
49307;Loire-Authion;4847;848;2971;1029;4826;728;3106;993
49308;Saint-Melaine-sur-Aubance;731;140;440;152;694;112;456;125
49310;Saint-Paul-du-Bois;205;35;130;40;169;26;110;33
49311;Saint-Philbert-du-Peuple;409;60;249;100;413;55;271;86
49323;Verrières-en-Anjou;2286;528;1359;399;2343;475;1445;423
49326;Sarrigné;289;53;179;57;274;44;180;50
49328;Saumur;7970;1670;4707;1593;8467;1649;5002;1816
49329;Savennières;423;44;283;96;399;50;276;73
49330;Sceaux-d'Anjou;315;48;214;53;315;38;230;47
49331;Segré-en-Anjou Bleu;5313;999;3296;1018;5224;940;3292;991
49332;La Séguinière;1264;211;744;309;1239;198;754;287
49333;Seiches-sur-le-Loir;870;151;557;162;919;158;605;156
49334;Sermaise;108;13;77;18;89;8;64;18
49336;Somloire;284;40;189;55;237;36;159;42
49338;Soulaines-sur-Aubance;407;66;236;105;393;61;247;86
49339;Soulaire-et-Bourg;465;75;287;103;450;58;303;89
49341;Souzay-Champigny;246;50;151;45;239;38;149;52
49343;La Tessoualle;945;157;570;219;937;137;571;229
49344;Thorigné-d'Anjou;369;50;260;59;380;54;268;59
49345;Bellevigne-en-Layon;1671;245;1108;319;1649;234;1091;324
49347;Tiercé;1301;237;838;226;1304;204;847;254
49352;Toutlemonde;374;50;232;92;364;57;216;91
49353;Trélazé;3834;766;2438;631;4080;771;2587;723
49355;Trémentines;927;148;567;212;852;113;522;217
49358;Turquant;165;20;123;22;173;29;116;28
49359;Les Ulmes;184;29;123;31;172;26;112;33
49361;Varennes-sur-Loire;586;92;333;161;569;92;332;145
49362;Varrains;358;59;213;87;365;62;217;87
49364;Vaudelnay;397;62;258;77;381;50;245;86
49367;Erdre-en-Anjou;1730;275;1194;261;1610;209;1159;242
49368;Vernantes;658;126;406;126;528;86;341;101
49369;Vernoil-le-Fourrier;343;46;203;94;354;48;230;76
49370;Verrie;133;11;93;30;143;15;92;36
49371;Vezins;560;110;339;111;509;72;315;122
49373;Lys-Haut-Layon;2378;420;1506;452;2239;338;1428;473
49374;Villebernier;447;81;276;90;453;80;285;88
49377;Rives-du-Loir-en-Anjou;1747;294;1119;333;1724;246;1147;331
49378;Vivy;772;154;482;136;737;125;449;162
49381;Yzernay;579;83;386;110;551;80;361;109
50002;Agneaux;1188;228;647;313;1291;220;731;340
50003;Agon-Coutainville;738;108;364;267;726;83;369;275
50004;Airel;163;19;106;37;157;20;97;40
50006;Amigny;55;9;32;13;48;9;31;8
50008;Anctoville-sur-Boscq;167;28;119;20;181;40;119;22
50013;Anneville-en-Saire;121;15;71;35;111;15;65;31
50016;Appeville;71;14;37;20;60;8;32;20
50019;Aucey-la-Plaine;153;27;98;29;135;17;90;27
50021;Audouville-la-Hubert;18;5;10;3;15;2;7;6
50022;Aumeville-Lestre;42;9;23;10;39;5;17;18
50023;Auvers;233;49;150;35;189;24;138;26
50024;Auxais;62;8;43;11;50;7;39;4
50025;Avranches;3061;649;1788;624;3200;628;1828;743
50026;Azeville;23;3;17;3;19;1;15;3
50027;Bacilly;275;42;178;55;264;36;182;46
50028;La Baleine;33;6;15;12;25;2;14;9
50029;Barenton;352;46;209;97;320;46;187;87
50030;Barfleur;153;29;89;35;152;17;93;42
50031;Barneville-Carteret;556;83;318;155;615;92;341;182
50032;La Barre-de-Semilly;330;46;209;75;314;40;204;70
50033;Baubigny;49;8;28;14;39;1;24;14
50034;Baudre;193;34;119;40;183;31;109;43
50036;Baupte;133;22;90;21;145;27;89;29
50038;Beauchamps;125;17;77;30;112;14;73;24
50039;Beaucoudray;54;8;32;15;41;11;26;5
50040;Beauficel;52;3;37;12;48;4;34;10
50041;La Hague;4082;707;2628;748;3881;601;2605;675
50042;Beauvoir;145;24;84;37;124;9;80;35
50044;Belval;95;12;59;23;89;12;62;14
50045;Benoîtville;195;38;120;36;181;20;131;31
50046;Bérigny;132;15;88;28;123;18;75;30
50048;Beslon;169;30;111;28;145;26;96;24
50049;Besneville;213;28;134;51;189;28;107;54
50050;Beuvrigny;44;4;32;7;37;4;28;5
50052;Beuzeville-la-Bastille;47;5;29;14;46;5;33;9
50054;Biéville;56;6;41;8;46;3;36;7
50055;Biniville;29;6;20;3;33;5;21;6
50058;Blainville-sur-Mer;458;74;280;104;480;83;283;114
50059;Blosville;92;10;62;19;93;12;66;14
50060;La Bloutière;126;18;76;32;126;19;76;31
50062;Boisyvon;43;8;23;12;31;4;21;6
50064;La Bonneville;60;7;41;12;53;7;34;12
50066;Jullouville;609;87;343;179;662;80;379;203
50069;Bourguenolles;104;17;67;19;91;14;61;16
50070;Boutteville;14;1;12;2;14;1;10;3
50072;Brainville;64;6;50;7;62;4;50;8
50074;Brécey;562;96;356;110;576;103;350;124
50076;Bréhal;832;120;462;250;875;115;491;269
50077;Bretteville;355;54;223;79;348;39;234;75
50078;Bretteville-sur-Ay;130;15;77;38;107;11;53;43
50079;Breuville;124;15;83;26;118;15;80;23
50081;Bréville-sur-Mer;257;35;157;65;272;31;167;74
50082;Bricquebec-en-Cotentin;1860;344;1146;369;1851;337;1135;380
50083;Bricquebosq;166;17;122;27;145;15;110;20
50084;Bricqueville-la-Blouette;168;21;99;48;164;20;103;41
50085;Bricqueville-sur-Mer;373;65;226;81;369;59;219;92
50086;Brillevast;104;13;70;21;105;16;67;22
50087;Brix;713;111;444;159;684;79;439;167
50088;Brouains;64;14;34;16;60;11;37;12
50090;Buais-Les-Monts;225;40;125;59;189;28;110;51
50092;Cambernon;224;29;137;58;215;32;135;47
50093;Cametours;135;17;88;30;121;17;80;24
50094;Camprond;123;18;77;29;114;10;80;23
50095;Canisy;561;93;335;133;559;84;351;124
50096;Canteloup;62;4;39;19;59;9;33;18
50097;Canville-la-Rocque;51;11;33;7;33;3;18;12
50098;Carantilly;178;16;121;41;184;27;122;35
50099;Carentan-les-Marais;3137;590;1923;624;3146;599;1887;660
50101;Carneville;81;14;53;14;65;4;47;14
50102;Carolles;212;34;104;74;215;23;113;79
50105;Catteville;40;4;28;8;28;4;19;4
50106;Cavigny;67;7;44;16;66;7;39;20
50108;Céaux;138;25;90;22;124;16;86;21
50109;Cérences;521;89;324;107;506;81;296;128
50110;Cerisy-la-Forêt;282;53;159;70;257;37;171;49
50111;Cerisy-la-Salle;317;54;193;70;281;39;189;53
50112;La Chaise-Baudouin;151;26;91;34;120;19;72;30
50115;Le Grippon;122;18;78;26;98;13;65;20
50117;Champeaux;99;8;64;27;92;5;59;28
50118;Champrepus;88;11;60;17;83;12;52;19
50120;Chanteloup;101;12;71;17;102;11;73;17
50121;La Chapelle-Cécelin;71;14;41;17;76;11;42;23
50124;La Chapelle-Urée;40;3;26;12;36;3;21;12
50126;Chavoy;45;8;31;7;44;13;28;3
50129;Cherbourg-en-Cotentin;27052;5815;16424;4813;26704;5163;16208;5334
50130;Chérencé-le-Héron;124;20;80;24;123;29;68;26
50135;Clitourps;62;7;43;12;54;5;41;8
50137;La Colombe;212;30;142;40;191;26;119;46
50138;Colomby;175;37;116;21;156;35;94;26
50139;Condé-sur-Vire;1274;232;801;241;1229;187;760;281
50142;Vicq-sur-Mer;339;47;202;91;292;32;178;82
50143;Coudeville-sur-Mer;275;36;171;68;269;23;187;58
50144;Coulouvray-Boisbenâtre;162;27;87;48;141;19;76;46
50145;Courcy;187;23;121;43;163;18;107;38
50146;Courtils;81;10;48;23;65;5;39;20
50147;Coutances;3061;837;1720;503;2986;667;1729;591
50148;Couvains;159;26;99;34;139;21;89;29
50149;Couville;327;44;208;74;307;36;206;65
50150;Crasville;85;14;56;16;75;22;42;11
50151;Créances;682;117;406;159;649;101;377;170
50152;Les Cresnays;85;16;52;17;67;15;41;11
50155;Crollon;82;15;53;14;68;6;46;16
50156;Crosville-sur-Douve;20;4;13;3;17;2;13;2
50158;Cuves;107;23;63;21;94;21;57;16
50159;Dangy;208;29;126;52;193;33;115;44
50161;Le Dézert;157;27;94;35;145;22;90;33
50162;Digosville;553;83;341;129;520;78;314;128
50164;Domjean;339;55;218;66;320;54;207;58
50165;Donville-les-Bains;838;154;449;235;982;151;524;307
50166;Doville;103;23;61;19;100;25;64;11
50167;Dragey-Ronthon;230;32;142;56;219;24;135;60
50168;Ducey-Les Chéris;794;126;514;155;772;102;490;179
50169;Écausseville;29;4;18;7;25;5;18;2
50172;Émondeville;110;18;69;23;114;23;74;17
50174;Équilly;62;13;38;12;45;3;33;9
50175;Éroudeville;77;10;53;15;85;15;53;18
50176;L'Étang-Bertrand;117;12;86;19;110;14;76;20
50177;Étienville;109;15;60;33;108;24;52;31
50178;Fermanville;446;48;264;134;447;44;260;143
50181;Feugères;96;13;63;19;98;16;66;15
50182;La Feuillie;87;12;49;26;84;10;50;24
50183;Fierville-les-Mines;99;12;66;21;90;12;49;29
50184;Flamanville;603;102;383;119;495;79;309;107
50185;Fleury;304;57;189;59;271;38;181;51
50186;Flottemanville;70;13;43;13;66;10;43;12
50188;Folligny;322;51;227;44;297;50;203;44
50190;Fontenay-sur-Mer;61;11;37;13;48;5;31;12
50192;Fourneaux;31;3;17;10;27;5;13;10
50193;Le Fresne-Poret;77;10;51;16;69;9;46;14
50194;Fresville;124;19;75;29;113;20;73;19
50195;Gathemo;88;18;52;19;82;13;50;19
50196;Gatteville-le-Phare;145;21;79;45;143;20;70;53
50197;Gavray-sur-Sienne;523;84;311;129;522;68;310;144
50198;Geffosses;118;17;61;40;115;18;59;38
50199;Genêts;111;11;66;34;107;13;64;30
50200;Ger;268;28;158;83;249;37;138;74
50205;La Godefroy;73;8;51;14;70;9;48;13
50207;Golleville;56;9;36;11;52;5;29;17
50208;Gonfreville;48;9;31;8;36;5;25;6
50209;Gonneville-Le Theil;538;81;332;125;489;66;313;110
50210;Gorges;120;22;75;24;100;15;63;22
50214;Gouvets;89;12;59;18;77;11;50;16
50215;Gouville-sur-Mer;855;112;491;251;900;113;535;252
50216;Graignes-Mesnil-Angot;244;40;160;44;221;41;146;34
50217;Le Grand-Celland;174;20;122;32;170;29;113;28
50218;Granville;3658;783;1879;996;3932;698;2137;1097
50219;Gratot;234;39;149;46;221;30;148;43
50221;Grimesnil;19;1;17;1;13;1;8;3
50222;Grosville;240;50;147;43;219;32;149;38
50225;Le Guislain;34;2;24;8;38;5;20;13
50227;Le Ham;119;17;79;23;104;20;62;22
50228;Hambye;364;59;213;92;317;40;204;73
50229;Hamelin;42;4;24;13;32;3;20;8
50230;Hardinvast;295;40;190;65;273;36;171;67
50231;Hauteville-sur-Mer;183;26;104;53;187;15;98;74
50232;Hauteville-la-Guichard;136;16;93;27;135;23;90;22
50233;Hautteville-Bocage;36;1;28;7;38;5;27;6
50234;La Haye-Bellefond;28;6;15;6;24;7;12;5
50235;La Haye-d'Ectot;80;9;54;17;78;15;46;16
50236;La Haye;1205;200;696;309;1205;196;716;292
50237;La Haye-Pesnel;362;67;202;93;366;69;210;87
50238;Héauville;145;23;91;32;139;25;84;31
50239;Thèreval;617;101;388;128;579;68;367;143
50240;Helleville;140;23;103;14;130;21;95;14
50241;Hémevez;56;10;37;9;53;10;32;11
50243;Heugueville-sur-Sienne;166;27;101;38;165;24;99;42
50246;Hiesville;24;2;17;5;19;2;14;3
50247;Hocquigny;50;6;32;11;55;12;35;7
50251;Huberville;110;18;77;15;110;14;79;17
50252;Hudimesnil;284;45;187;53;273;40;178;56
50253;Huisnes-sur-Mer;64;7;47;10;63;9;39;14
50256;Isigny-le-Buat;1043;154;673;216;909;123;604;182
50258;Joganville;33;4;24;4;27;5;19;3
50259;Juilley;193;32;129;32;179;32;117;30
50260;Juvigny les Vallées;555;98;332;125;475;64;296;115
50261;Lamberville;51;5;32;14;49;8;29;12
50262;La Lande-d'Airou;175;28;110;36;149;21;94;34
50263;Lapenty;141;19;89;33;124;14;79;31
50265;Laulne;55;6;36;13;46;6;26;14
50266;Lengronne;160;32;97;31;140;31;77;32
50267;Lessay;701;128;439;134;671;122;406;143
50268;Lestre;83;11;57;16;65;11;41;14
50269;Liesville-sur-Douve;68;10;44;14;69;11;41;18
50270;Lieusaint;125;22;75;27;114;10;85;18
50271;Lingeard;26;3;14;9;28;3;15;10
50272;Tourneville-sur-Mer;442;56;257;129;435;52;247;136
50273;Montsenelle;430;73;254;102;405;73;245;87
50274;Les Loges-Marchis;318;62;188;68;322;84;178;60
50275;Les Loges-sur-Brécey;37;4;27;5;41;6;30;5
50276;Lolif;181;22;113;47;174;26;108;41
50277;Longueville;193;32;109;53;194;24;109;61
50278;Le Loreur;69;17;42;10;63;8;47;9
50279;Le Lorey;204;30;128;46;182;34;120;29
50281;La Lucerne-d'Outremer;261;46;159;56;250;50;148;52
50282;Le Luot;70;7;47;15;75;10;48;17
50283;La Luzerne;14;1;7;5;14;1;9;4
50285;Magneville;94;12;64;17;83;16;49;17
50288;Marcey-les-Grèves;382;60;233;89;398;65;247;86
50289;Marchésieux;231;49;144;39;198;28;138;33
50290;Marcilly;118;30;63;25;112;21;63;28
50291;Margueray;37;4;24;9;35;4;23;8
50292;Marigny-Le-Lozon;751;131;489;131;712;96;482;135
50294;Martinvast;405;78;228;99;382;50;234;98
50295;Maupertuis;44;8;25;11;44;5;26;13
50296;Maupertus-sur-Mer;80;11;46;23;84;6;52;26
50297;La Meauffe;353;64;200;88;353;48;220;85
50298;Méautis;208;34;124;50;208;35;125;48
50299;Le Mesnil;61;9;41;11;58;5;43;10
50300;Le Mesnil-Adelée;66;14;38;14;47;7;28;11
50302;Le Mesnil-Amey;99;18;65;17;87;15;64;8
50304;Le Mesnil-Aubert;43;5;28;10;43;4;28;11
50305;Le Mesnil-au-Val;223;28;143;52;212;21;143;49
50310;Le Mesnil-Eury;69;15;35;19;49;7;30;11
50311;Le Mesnil-Garnier;68;7;43;18;65;8;41;16
50312;Le Mesnil-Gilbert;43;8;23;11;33;4;21;8
50315;Le Mesnillard;81;13;47;21;69;13;42;14
50317;Le Mesnil-Ozenne;73;11;53;9;67;10;49;8
50321;Le Mesnil-Rouxelin;165;23;91;51;181;22;111;47
50324;Le Mesnil-Véneron;34;6;21;6;35;5;21;8
50326;Le Mesnil-Villeman;75;12;40;23;63;6;38;19
50327;La Meurdraquière;55;7;37;11;42;4;28;10
50328;Millières;232;36;160;36;208;34;135;39
50332;Les Moitiers-d'Allonne;228;36;132;60;216;30;140;46
50334;Montabot;81;11;55;14;96;22;56;19
50335;Montaigu-la-Brisette;168;26;103;39;154;18;102;34
50336;Montaigu-les-Bois;66;9;41;16;72;10;41;21
50338;Montbray;100;10;61;28;98;19;54;24
50340;Montcuit;72;9;46;16;61;8;41;11
50341;Montebourg;628;133;380;115;573;117;360;96
50342;Montfarville;254;40;137;77;235;37;140;58
50345;Monthuchon;191;20;124;47;203;26;119;58
50347;Montjoie-Saint-Martin;97;22;60;15;86;21;49;16
50349;Montmartin-sur-Mer;346;53;193;100;377;49;220;108
50350;Montpinchon;176;27;116;33;171;34;107;30
50351;Montrabot;33;9;17;8;27;4;14;8
50352;Montreuil-sur-Lozon;90;13;61;16;93;17;58;18
50353;Le Mont-Saint-Michel;18;1;11;6;16;0;13;3
50356;Moon-sur-Elle;252;43;167;42;244;28;171;45
50357;Morigny;29;2;21;6;23;4;15;4
50359;Mortain-Bocage;994;131;573;291;932;139;519;274
50360;Morville;95;17;58;20;81;9;59;13
50361;La Mouche;65;8;51;7;57;1;46;10
50362;Moulines;103;15;65;23;92;11;65;16
50363;Moyon Villages;463;90;303;70;414;66;291;57
50364;Muneville-le-Bingard;195;31;126;37;190;29;124;36
50365;Muneville-sur-Mer;123;11;86;26;111;13;76;22
