Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Taux de natalité annuel moyen 2015-2021;Taux de mortalité annuel moyen 2015-2021;Part des pers. âgées de - 15 ans 2021;Nb de pers. âgées de - de 25 ans 2021;Part des pers. âgées de - de 25 ans 2021;Nb de pers. âgées de 25 à 64 ans 2021;Part des pers. âgées de 25 à 64 ans 2021;Nb de pers. âgées de 65 ans ou + 2021;Part des pers. âgées de 65 ans ou + 2021;Nb de pers. âgées  de 75 ans ou plus 2021;Part des pers. âgées de 75 ans ou + 2021;Nb de pers. âgées de 80 ans ou + 2021;Part des pers. âgées de 80 ans ou + 2021
31130;Cazaril-Tambourès;5.7;11.3;12.8;13;16.3;44;53.5;25;30.2;10;12.8;7;8.1
31131;Cazaunous;2.4;21.2;15.9;13;18.8;34;49.3;22;31.9;10;14.5;6;8.7
31132;Cazaux-Layrisse;14.1;14.1;10.2;11;16.9;30;47.5;23;35.6;11;16.9;4;6.8
31133;Cazeaux-de-Larboust;5.3;7.1;11.4;19;19.3;43;44.3;35;36.4;18;18.2;8;8
31134;Cazeneuve-Montaut;6.5;0;19.3;28;32.5;40;47;18;20.5;5;6;1;1.2
31135;Cazères;10.9;14.8;18.8;1408;29.5;2214;46.3;1158;24.2;613;12.8;414;8.7
31136;Cépet;13.8;16.4;20.1;649;28.7;1209;53.5;401;17.8;230;10.2;169;7.5
31137;Cessales;9.1;8.1;15.5;39;24.5;75;47.1;45;28.4;13;8.4;9;5.8
31138;Charlas;6.9;6.9;16.5;57;22.6;109;43.6;85;33.8;38;15.1;29;11.5
31139;Chaum;8.8;8.8;16.4;45;23.1;89;45.6;61;31.3;38;19.5;23;11.8
31140;Chein-Dessus;5.2;10.5;10.6;31;15.9;103;52.2;63;31.9;34;17.4;15;7.7
31141;Ciadoux;5.6;7.7;13.8;46;21;108;49.1;65;29.9;19;8.8;13;5.8
31142;Cier-de-Luchon;6.2;6.9;13.3;39;16.8;131;57.2;59;25.9;15;6.5;8;3.7
31143;Cier-de-Rivière;4.3;10.4;13.7;61;22.4;124;46.1;85;31.5;37;13.7;24;8.9
31144;Cierp-Gaud;4.5;12.5;10.1;120;17;330;46.7;257;36.3;112;15.8;77;10.9
31145;Cintegabelle;9.2;7.8;18.9;828;27.8;1569;52.7;581;19.5;264;8.9;176;5.9
31146;Cirès;0;27.3;0;0;0;8;57.1;6;42.9;3;21.4;3;21.4
31147;Clarac;9.2;6;18.6;173;25.8;379;56.5;119;17.7;40;5.9;26;3.9
31148;Clermont-le-Fort;9.4;3.6;17.6;142;27.3;278;53.3;101;19.4;42;8.1;23;4.4
31149;Colomiers;12.2;6.4;19.8;12641;31.5;20891;52;6627;16.5;3142;7.8;1968;4.9
31150;Cornebarrieu;13.5;4.5;21;2564;31.4;4607;56.4;993;12.2;474;5.8;262;3.2
31151;Corronsac;10.5;3.2;21.9;280;31.7;483;54.7;120;13.6;47;5.3;28;3.1
31152;Coueilles;3.5;12.2;15.1;22;22.6;44;46.2;30;31.2;18;18.3;15;16.1
31153;Couladère;4.7;10.9;13.4;87;21.3;193;46.9;131;31.8;62;15.2;44;10.8
31155;Couret;4.2;6.4;14.6;49;21.7;110;49.3;65;29;24;10.7;12;5.5
31156;Cox;12.3;7.1;21.6;114;30.9;192;52;63;17.1;37;9.9;19;5.3
31157;Cugnaux;13.3;5.2;20.7;6608;32.5;10340;50.8;3394;16.7;1631;8;1030;5.1
31158;Cuguron;2.8;14.8;10.3;26;15.5;84;50;58;34.5;23;13.8;14;8
31159;Le Cuing;8.9;28.2;18.5;120;25;232;48.5;127;26.5;43;9;28;5.9
31160;Daux;13.3;4.8;22.9;788;31.4;1408;56.2;311;12.4;122;4.8;61;2.4
31161;Deyme;13;5.3;21.8;413;30.5;758;55.9;185;13.6;67;5;34;2.5
31162;Donneville;8.6;3.8;18.2;325;29;610;54.5;185;16.5;60;5.4;35;3.1
31163;Drémil-Lafage;10.1;5.5;17;684;25.9;1460;55.3;494;18.7;153;5.8;89;3.4
31164;Drudas;11.3;7.2;17.3;48;24.3;104;52.5;46;23.3;20;9.9;13;6.4
31165;Eaunes;11.4;4.5;20.6;2026;31.1;3543;54.4;942;14.5;412;6.3;229;3.5
31166;Empeaux;10;6.3;22.5;95;32.5;146;50.1;51;17.4;23;7.8;15;5.1
31167;Encausse-les-Thermes;8.6;9.1;17.6;185;26.3;340;48.3;178;25.3;76;10.8;42;5.9
31168;Eoux;4.1;20.5;16.2;28;21.5;65;49.2;39;29.2;28;21.5;16;12.3
31169;Escalquens;9.7;7.6;16.6;1874;26.8;3644;52.2;1468;21;659;9.4;372;5.3
31170;Escanecrabe;2.9;14.5;12.7;37;16.6;97;43.7;88;39.7;46;21;28;12.7
31171;Espanès;11;5;19;71;24.8;151;52.9;64;22.3;22;7.8;13;4.6
31172;Esparron;0;29.2;7.1;5;11.9;25;59.5;12;28.6;7;16.7;6;14.3
31173;Esperce;9.8;9.1;17.2;66;24.7;148;55.5;53;19.8;20;7.6;14;5.3
31174;Estadens;5.7;10.4;14.4;115;21.5;281;52.7;138;25.8;61;11.4;39;7.4
31175;Estancarbon;6.6;8.8;16.2;140;22.8;276;44.9;198;32.2;79;12.8;40;6.6
31176;Esténos;8;8;13.1;46;24.1;93;48.7;52;27.2;29;15.2;15;7.9
31177;Eup;3.8;9;11.8;24;17.6;62;45.6;50;36.8;23;16.9;14;10.3
31178;Fabas;6.5;16.3;9;32;16.1;107;53.3;62;30.7;42;21.1;26;13.1
31179;Le Faget;6.1;6.1;13;69;22.7;190;62.2;46;15.1;21;6.9;18;5.9
31180;Falga;10.5;5.2;23;44;30.2;79;54.7;22;15.1;7;5;3;2.2
31181;Le Fauga;10.8;4.4;20.8;723;32;1230;54.4;308;13.6;140;6.2;67;2.9
31182;Fenouillet;13.1;7;19.8;1721;30.8;2983;53.3;890;15.9;400;7.1;253;4.5
31183;Figarol;3.9;8.9;18;77;24.6;163;52.2;73;23.3;33;10.4;28;8.8
31184;Flourens;10.4;12.3;20.1;622;29.9;1055;50.7;404;19.4;181;8.7;118;5.7
31185;Folcarde;12.3;4.1;18.6;31;27.1;64;55.1;21;17.8;15;12.7;10;8.5
31186;Fonbeauzard;14.2;5.7;16;770;26;1677;56.5;521;17.5;210;7.1;129;4.3
31187;Fonsorbes;11.1;4.6;19.7;3763;30;6952;55.4;1830;14.6;690;5.5;368;2.9
31188;Fontenilles;10.3;3.4;24.8;2015;34.4;3175;54.3;659;11.3;267;4.6;152;2.6
31189;Forgues;7.1;4;18.7;59;26.6;130;58.9;32;14.5;9;4.2;4;1.9
31190;Fos;6.2;11.8;15.7;48;20.8;107;45.9;77;33.3;27;11.7;21;9.1
31191;Fougaron;6.6;15;11.9;16;15.6;52;49.5;37;34.9;14;13.8;11;10.1
31192;Fourquevaux;9.1;5.1;15.6;187;24.5;411;53.6;168;21.9;67;8.7;34;4.4
31193;Le Fousseret;8.2;15;18.3;512;27.2;916;48.5;459;24.3;259;13.8;185;9.8
31194;Francarville;10.2;4.6;19.4;54;29.8;106;58.6;21;11.5;8;4.2;2;1
31195;Francazal;6.3;6.3;28.6;9;32.1;14;50;5;17.9;3;10.7;2;7.1
31196;Francon;8.3;10.4;15.7;59;24.6;142;59.3;39;16.2;16;6.8;12;5.1
31197;Franquevielle;8;16.1;11;60;18.2;157;47.7;112;34.1;53;16.1;36;11.1
31198;Le Fréchet;6;9;10.9;20;17.8;50;45;42;37.2;22;19.4;10;8.5
31199;Fronsac;4.2;14.2;8.7;27;14.1;91;47.6;73;38.3;38;20;18;9.5
31200;Frontignan-de-Comminges;15.8;9;11.4;11;13.9;46;59.5;20;26.6;9;11.4;8;10.1
31201;Frontignan-Savès;14.9;12.4;13.4;12;17.9;40;58.2;16;23.9;10;14.9;5;7.5
31202;Fronton;9.2;8.1;19.8;2008;30.7;3336;51;1194;18.3;605;9.3;380;5.8
31203;Frouzins;10.3;8;19.2;2730;28.9;5054;53.4;1673;17.7;843;8.9;576;6.1
31204;Fustignac;6.4;8.6;12.7;17;22.5;42;56.3;16;21.1;6;8.5;5;7
31205;Gagnac-sur-Garonne;12.5;4;15.3;813;25.5;1740;54.5;639;20;232;7.3;138;4.3
31206;Gaillac-Toulza;9.8;5.7;16.5;320;24.2;719;54.4;283;21.4;119;9;66;5
31207;Galié;5.9;7.9;10.5;15;18.6;35;41.9;33;39.5;17;20.9;5;5.8
31208;Ganties;9.3;8.3;14.4;65;20.8;165;53;82;26.3;25;8;17;5.5
31209;Garac;8.3;7.2;21;41;25.7;98;61.1;21;13.2;11;6.6;7;4.2
31210;Gardouch;9;6.3;18.7;366;27.4;706;52.8;264;19.8;120;9;77;5.8
31211;Gargas;10.6;6.4;23;225;30.8;399;54.6;106;14.6;43;5.9;19;2.6
31212;Garidech;9.9;4.4;21.6;600;31.4;1045;54.7;264;13.8;116;6.1;65;3.4
31213;Garin;6.9;8;9.6;28;18.5;74;47.9;52;33.6;34;21.9;17;11
31215;Gauré;7.8;8.2;16.9;124;26.4;246;52.3;100;21.3;50;10.7;32;6.7
31216;Gémil;4.9;3.8;22.7;105;30.1;203;58.3;40;11.5;14;4.1;8;2.3
31217;Génos;17.3;10.8;18.2;17;22.7;31;40.9;28;36.4;13;16.7;7;9.1
31218;Gensac-de-Boulogne;7.3;17.5;20.1;23;21;57;51.6;30;27.4;18;15.8;16;14.1
31219;Gensac-sur-Garonne;10.9;5.4;19;121;26.9;229;51;99;22.1;39;8.7;26;5.7
31220;Gibel;7.8;6.4;24.6;125;32.7;197;51.4;61;15.9;19;5;12;3.1
31221;Gouaux-de-Larboust;5.9;8.8;7.3;5;9.8;23;48.8;20;41.5;7;14.6;2;4.9
31222;Gouaux-de-Luchon;0;14.6;4.7;6;14;17;39.5;20;46.5;10;23.3;5;11.6
31223;Goudex;0;10.6;13.6;5;13.6;21;52.3;14;34.1;5;13.6;3;6.8
31224;Gourdan-Polignan;8.3;12.1;13.4;272;23.1;516;43.8;391;33.2;199;16.9;133;11.2
31225;Goutevernisse;10;8.2;28.6;60;31.9;104;55.7;23;12.4;2;1.1;2;1.1
31226;Gouzens;2;7.9;11.1;17;21;43;53.1;21;25.9;8;9.9;4;4.9
31227;Goyrans;7.7;3.5;16.9;224;26.4;445;52.5;180;21.2;74;8.7;32;3.7
31228;Gragnague;11.5;5.1;19.6;661;28.9;1303;57;322;14.1;139;6.1;82;3.6
31229;Gratens;10.6;4.1;20;202;28;404;56;115;16;54;7.4;39;5.5
31230;Gratentour;12.2;6.2;20.1;1386;29.5;2531;53.9;782;16.6;311;6.6;176;3.7
31231;Grazac;13.3;6;20.8;235;30.8;421;55.3;106;13.9;40;5.2;21;2.8
31232;Grenade;10.6;10.9;19.5;2661;29.7;4668;52.1;1633;18.2;770;8.6;515;5.8
31233;Grépiac;9.5;6.7;18.6;277;27.5;552;54.7;179;17.8;72;7.1;42;4.2
31234;Le Grès;14.2;4.1;29.3;162;34.8;258;55.4;45;9.8;17;3.6;13;2.7
31235;Guran;0;17.3;8.6;7;13.8;24;44.8;22;41.4;6;12.1;5;8.6
31236;Herran;0;6.9;12;12;17.3;33;46.7;25;36;10;14.7;6;8
31237;His;6.6;13.1;17.3;66;27.9;115;48.7;55;23.3;31;13.2;18;7.6
31238;Huos;6.5;12.3;15.4;124;25.6;224;46.1;138;28.4;62;12.8;43;8.9
31239;L'Isle-en-Dodon;7.8;25.5;11.8;320;19.7;693;42.6;615;37.7;350;21.5;260;15.9
31240;Issus;11.8;2.8;26.3;230;36;350;54.9;58;9.1;20;3.2;11;1.7
31241;Izaut-de-l'Hôtel;6.5;11.9;14.8;75;25.6;126;43.2;92;31.2;42;14.4;30;10.2
31242;Jurvielle;8.9;0;5.3;4;26.3;8;47.4;4;26.3;3;15.8;3;15.8
31243;Juzes;12.3;14.4;18.8;17;26.1;34;52.2;14;21.7;11;15.9;11;15.9
31244;Juzet-de-Luchon;5.4;14.4;8.5;54;14.4;181;48.3;140;37.4;70;18.6;44;11.6
31245;Juzet-d'Izaut;5.2;12.1;6.8;23;12.4;91;49.7;70;37.9;24;13;9;5.1
31246;Labarthe-Inard;8.3;7.7;16.4;217;25.1;451;52.2;196;22.7;85;9.9;53;6.1
31247;Labarthe-Rivière;6.8;9.2;14;313;24.2;578;44.6;403;31.2;206;15.9;123;9.5
31248;Labarthe-sur-Lèze;11.9;5.2;20.4;1937;30.2;3304;51.5;1174;18.3;490;7.6;280;4.4
31249;Labastide-Beauvoir;9.5;4.2;18.5;326;26.3;725;58.4;190;15.3;65;5.2;40;3.2
31250;Labastide-Clermont;8.4;6.2;15.6;190;28.1;362;53.6;123;18.3;61;9;36;5.4
31251;Labastide-Paumès;8.9;13.4;12.6;30;19.9;80;53.6;39;26.5;19;12.6;13;8.6
31252;Labastide-Saint-Sernin;10.9;6;18.9;546;28;1071;54.9;334;17.1;155;8;89;4.6
31253;Labastidette;11.5;4.3;22.6;983;33.4;1653;56.2;308;10.5;106;3.6;55;1.9
31254;Labège;7;9.2;13.7;1749;41.2;1790;42.2;703;16.6;342;8.1;223;5.3
31255;Labroquère;4.6;9.1;12.9;64;19.8;176;54.7;82;25.4;39;12.2;21;6.6
31256;Labruyère-Dorsa;11.9;4.8;26.3;95;32.2;164;55.8;35;12;11;3.8;4;1.4
31258;Lacaugne;9.1;5.3;18.3;68;28.2;132;54.8;41;17;16;6.6;11;4.6
31259;Lacroix-Falgarde;10;5.6;19.1;566;27.4;982;47.6;515;25;250;12.1;135;6.5
31260;Laffite-Toupière;8.3;10;13.5;25;26;47;49;24;25;9;9.4;5;5.2
31261;Lafitte-Vigordane;8.1;5.8;20.4;368;31.2;647;54.9;164;13.9;73;6.2;51;4.4
31262;Lagarde;11.3;7.2;23.5;135;31.1;250;57.4;50;11.5;28;6.3;20;4.7
31263;Lagardelle-sur-Lèze;11.7;8.8;19.7;961;29.3;1802;55;514;15.7;236;7.2;166;5.1
31264;Lagrâce-Dieu;13.4;3.8;25.5;190;33.8;308;54.9;63;11.3;24;4.2;14;2.6
31265;Lagraulet-Saint-Nicolas;8.3;7;21.7;73;27.3;148;55.2;47;17.5;20;7.5;12;4.6
31266;Lahage;0.8;11.1;4.3;20;10.2;143;73.8;31;16;13;6.8;8;4.3
31267;Lahitère;15.1;9.1;20.8;16;28.3;30;52.8;11;18.9;4;7.5;4;7.5
31268;Lalouret-Laffiteau;9.9;8.7;16.3;29;21.5;72;52.6;36;25.9;14;10.4;9;6.7
31269;Lamasquère;9.2;5;22.8;526;32.7;904;56.2;178;11.1;67;4.2;32;2
31270;Landorthe;6.2;6.5;15.4;237;23.2;489;47.8;297;29;139;13.6;74;7.3
31271;Lanta;12;5.9;23.4;729;32.9;1205;54.3;285;12.9;122;5.5;83;3.7
31272;Lapeyrère;7.6;10.2;7.9;7;11.1;37;60.3;17;28.6;8;12.7;3;4.8
31273;Lapeyrouse-Fossat;8.4;5.2;17.9;834;28.3;1582;53.7;530;18;205;7;108;3.7
31274;Larcan;4.6;8.3;16.2;42;22.7;96;52.4;46;24.9;16;8.6;9;4.9
31275;Laréole;9;10.9;20.6;47;29.4;77;48.1;36;22.5;17;10.6;10;6.2
31276;Larroque;5.1;12.5;9.1;47;16.2;141;48.6;103;35.2;57;19.5;46;15.7
31277;Lasserre-Pradère;12.6;3.9;23.6;494;30.8;896;55.8;216;13.5;72;4.5;28;1.7
31278;Latoue;6.8;11.5;12;57;18.4;154;49.8;98;31.8;30;9.8;22;7.2
31279;Latour;8.7;8.7;13;15;19.5;37;46.8;27;33.8;12;15.6;12;15.6
31280;Latrape;9.6;5.3;17;110;26.4;247;59.3;60;14.3;23;5.5;13;3.1
31281;Launac;13.1;5.1;21.9;399;30.3;747;56.8;168;12.8;59;4.5;38;2.9
31282;Launaguet;14.1;5.4;21.2;3055;33;4953;53.5;1252;13.5;594;6.4;378;4.1
31283;Lautignac;8.8;7.6;15.8;59;23.1;149;58.6;46;18.3;20;7.9;16;6.3
31284;Lauzerville;6.7;1.7;20.7;524;32.1;885;54.3;221;13.6;69;4.2;35;2.2
31285;Lavalette;8.1;5.1;19;219;27.3;437;54.4;148;18.4;65;8;34;4.3
31286;Lavelanet-de-Comminges;9.5;7.9;21.4;206;31.7;317;48.8;127;19.6;53;8.1;30;4.7
31287;Lavernose-Lacasse;11.5;4.7;21.6;1074;31;1850;53.4;540;15.6;245;7.1;140;4
31288;Layrac-sur-Tarn;9.3;9.3;14.7;61;19.3;160;50.9;93;29.8;47;14.9;27;8.6
31289;Lécussan;12.8;12.1;25.6;89;32.6;124;45.8;59;21.7;27;9.8;16;5.8
31290;Lège;4.4;17.5;15.2;6;18.2;12;36.4;15;45.5;6;18.2;2;6.1
31291;Léguevin;12.7;6.3;19.7;2895;30.6;5431;57.3;1149;12.1;490;5.2;331;3.5
31292;Lescuns;9.4;7;25.3;24;32;37;50.7;13;17.3;6;8;4;5.3
31293;Lespinasse;12.6;3.6;20.5;899;30.8;1683;57.7;333;11.4;136;4.7;87;3
31294;Lespiteau;9.4;11.3;14.1;14;17.6;41;49.4;27;32.9;10;11.8;4;4.7
31295;Lespugue;0;18.6;12;17;21.3;37;45.3;27;33.3;10;12;7;8
31296;Lestelle-de-Saint-Martory;7.6;9.9;15.4;107;24.5;217;49.9;111;25.6;46;10.5;31;7.2
31297;Lévignac;10.8;5.2;21;665;30.1;1211;54.9;330;15;161;7.3;81;3.7
31299;Lherm;10.5;9.6;20.2;1143;29.9;2014;52.8;660;17.3;311;8.1;229;6
31300;Lieoux;6.6;5.3;13.4;22;17.3;69;54.3;36;28.3;8;6.3;5;3.9
31301;Lilhac;5;12.6;10.7;27;20;68;51.4;38;28.6;23;17.1;12;9.3
31302;Lodes;11.9;13.6;13.5;61;20.3;162;54.1;77;25.6;33;11.2;26;8.9
31303;Longages;10.7;5.6;23.2;1108;33.8;1691;51.6;481;14.7;210;6.4;104;3.2
31304;Loubens-Lauragais;12.1;3.7;19.5;138;30.5;255;56.2;60;13.3;25;5.5;14;3.1
31305;Loudet;5;10.9;11;42;21.5;102;51.8;53;26.7;31;15.7;22;11
31306;Lourde;7;15.6;16.3;20;19.5;51;49.6;32;30.9;17;16.3;8;7.3
31308;Luscan;3.1;6.3;2.1;5;10.4;19;41.7;22;47.9;10;20.8;7;14.6
31309;Lussan-Adeilhac;6.5;10.2;14.4;51;21.8;113;48;71;30.1;31;13.1;21;8.7
31310;Lux;7.2;4.3;19.5;95;27.9;207;60.9;38;11.2;16;4.8;8;2.5
31311;La Magdelaine-sur-Tarn;6;4.4;22.4;400;33.4;626;52.2;172;14.4;57;4.8;38;3.2
31312;Mailholas;19;4.8;11.8;4;11.8;21;58.8;10;29.4;6;17.6;4;11.8
31313;Malvezie;2.9;8.6;11.5;16;15;60;55.8;32;29.2;9;8;7;6.2
31314;Mancioux;7.3;8.1;15.9;83;22.3;195;52.3;95;25.4;54;14.4;37;9.9
31315;Mane;5.2;13.2;12.2;185;19.3;455;47.5;319;33.2;174;18.1;117;12.2
31316;Marignac;7.5;10.3;15.6;120;24;241;48;140;28;70;14;55;10.9
31317;Marignac-Lasclares;10.3;4.2;22.1;154;32.4;253;53.4;68;14.3;29;6.1;14;3
31318;Marignac-Laspeyres;5.5;5.5;16.5;57;28.5;96;48;47;23.5;17;8.5;9;4.5
31319;Marliac;10.3;14.1;14.1;32;24.4;80;60.7;19;14.8;9;6.7;7;5.2
31320;Marquefave;8.5;7.5;14.4;222;23.2;540;56.4;195;20.4;89;9.3;54;5.7
31321;Marsoulas;5.2;11.7;15.6;35;25.5;75;55.3;26;19.1;10;7.1;6;4.3
31322;Martisserre;5.4;10.8;9.1;10;15.2;32;48.5;24;36.4;9;13.6;7;10.6
31323;Martres-de-Rivière;8.6;9.9;14;87;21.9;205;51.8;104;26.3;37;9.3;21;5.4
31324;Martres-Tolosane;8.3;12;16.8;625;26.1;1134;47.3;638;26.6;338;14.1;230;9.6
31325;Mascarville;6.7;3.8;16.6;44;24.3;107;58.6;31;17.1;10;5.5;8;4.4
31326;Massabrac;8.8;7.1;18.2;36;32.6;45;40.9;29;26.5;10;9.1;7;6.1
31327;Mauran;10.9;8.6;17.1;52;25.4;118;57.6;35;17.1;14;6.8;9;4.4
31328;Mauremont;8.2;4.6;18.7;94;29.9;176;55.7;46;14.4;14;4.3;4;1.1
31329;Maurens;10.7;8.2;17.4;53;25.6;123;59.4;31;15;15;7.2;10;4.8
31330;Mauressac;12.3;3.3;25.9;170;34.6;262;53.3;59;12.1;27;5.4;14;2.9
31331;Maureville;7.2;4.4;15.7;74;24.8;165;54.9;61;20.3;29;9.6;22;7.2
31332;Mauvaisin;4.3;12.9;16.1;50;22.6;135;60.4;38;17.1;14;6.5;9;4.1
31333;Mauvezin;9.5;5.7;20.7;21;25.3;42;50.6;20;24.1;6;6.9;3;3.4
31334;Mauzac;8.7;2.9;19.8;426;31.9;721;54;187;14;67;5;27;2
31335;Mayrègne;6.2;24.9;10;4;13.3;13;46.7;11;40;2;6.7;1;3.3
31336;Mazères-sur-Salat;6.4;13;17.3;165;26;326;51.4;144;22.6;65;10.2;39;6.1
31337;Melles;3.8;9.4;4.3;4;4.3;56;64.1;27;31.5;10;12;4;4.3
31338;Menville;15.9;3.3;25.7;255;32;455;57.2;85;10.7;33;4.1;17;2.1
31339;Mérenvielle;5.5;2.4;20.5;144;29.6;270;55.7;71;14.6;26;5.5;14;2.8
31340;Mervilla;6.1;4.8;18.2;79;26.8;148;50.3;67;22.9;28;9.5;22;7.5
31341;Merville;14.5;5.1;24;2210;34.3;3468;53.9;762;11.8;329;5.1;187;2.9
31342;Milhas;8.3;11.1;10.5;45;24.1;87;47.1;53;28.8;19;10.5;11;5.8
31343;Mirambeau;5.1;2.5;18;15;24.6;21;34.4;25;41;8;13.1;7;11.5
31344;Miramont-de-Comminges;8.7;9.2;14.9;185;24.7;349;46.8;213;28.5;114;15.2;75;10
31345;Miremont;12.2;4;24.5;925;33.7;1434;52.3;385;14;150;5.5;102;3.7
31346;Mirepoix-sur-Tarn;13.2;4.5;23.2;365;32.5;616;54.9;142;12.6;54;4.8;32;2.8
31347;Molas;7.1;8.1;10.4;33;20.1;81;49.4;50;30.5;18;11;12;7.3
31348;Moncaup;4.6;18.2;0;0;0;14;38.9;22;61.1;9;25;6;16.7
31349;Mondavezan;7.8;8.8;20.8;245;26.7;494;53.9;179;19.5;68;7.4;46;5
31350;Mondilhan;9.2;14.7;12.3;17;21;35;43.2;29;35.8;10;12.3;4;4.9
31351;Mondonville;14;4.1;20.3;1801;31.7;3256;57.3;623;11;272;4.8;162;2.8
31352;Mondouzil;6.6;5.9;13.2;57;26.5;109;50.7;49;22.8;23;10.5;10;4.6
31353;Monès;0;0;22.6;26;31;43;51.2;15;17.9;5;6;4;4.8
31354;Monestrol;5.4;2.7;23.2;15;30.4;24;50;10;19.6;6;12.5;4;8.9
31355;Mons;8.9;4.7;18.7;541;29.7;958;52.7;320;17.6;143;7.8;66;3.6
31356;Montaigut-sur-Save;11.4;5.1;23.4;614;31.7;1057;54.7;263;13.6;92;4.8;55;2.8
31357;Montastruc-de-Salies;8.3;10.1;13.7;68;21.9;166;53.3;77;24.7;38;12.1;33;10.5
31358;Montastruc-la-Conseillère;9.3;5.1;20.1;1116;30.1;1929;52;663;17.9;312;8.4;186;5
31359;Montastruc-Savès;4.7;4.7;12.1;12;18.2;33;51.5;19;30.3;13;19.7;5;7.6
31360;Montauban-de-Luchon;3.4;43.6;12.5;105;20.4;204;39.8;204;39.8;116;22.6;83;16.2
31361;Montaut;11.3;7.5;21.6;150;28;292;54.5;94;17.5;41;7.7;19;3.5
31362;Montberaud;9;8.1;15.1;40;20.6;95;48.2;61;31.2;30;15.1;17;8.5
31363;Montbernard;6.9;19.1;10.5;32;15;112;52.6;69;32.4;25;11.8;18;8.4
31364;Montberon;9.6;4.5;19.5;869;27.9;1729;55.6;512;16.4;220;7.1;109;3.5
31365;Montbrun-Bocage;8.9;8.9;17.6;143;26.3;271;49.8;130;23.9;57;10.4;37;6.7
31366;Montbrun-Lauragais;10.1;4.3;20.6;217;31.6;392;57;79;11.5;19;2.8;10;1.4
31367;Montclar-de-Comminges;3.9;5.9;11.5;11;15.4;38;52.6;23;32.1;14;19.2;7;10.3
31368;Montclar-Lauragais;12.5;4.2;27.1;82;33.3;132;53.8;32;12.9;15;6.2;8;3.3
31369;Mont-de-Galié;4.6;18.5;3.8;1;3.8;14;46.2;16;50;10;30.8;2;7.7
31370;Montégut-Bourjac;8.7;5;15.6;30;22.7;68;50.8;35;26.6;14;10.2;7;5.5
31371;Montégut-Lauragais;5.6;7.5;13.7;89;21.5;227;54.8;98;23.8;42;10.1;29;7
31372;Montespan;6.9;9.1;13.2;98;21.3;248;53.6;116;25.1;53;11.4;31;6.8
31373;Montesquieu-Guittaut;4.8;6.7;14;48;27.5;86;49.7;40;22.8;23;13.5;17;9.9
31374;Montesquieu-Lauragais;10.2;6.9;20.9;293;28.2;575;55.3;171;16.5;63;6.1;37;3.5
31375;Montesquieu-Volvestre;7.9;13.8;15.5;745;24.1;1538;49.7;813;26.3;389;12.6;252;8.1
31376;Montgaillard-de-Salies;6.5;14.7;10.6;16;15.4;58;56.7;29;27.9;17;16.3;12;11.5
31377;Montgaillard-Lauragais;9.8;7.2;19;211;30.4;368;53.1;114;16.5;53;7.7;29;4.2
31378;Montgaillard-sur-Save;2.1;10.7;16.4;17;23.9;38;52.2;17;23.9;8;10.4;4;6
31379;Montgazin;10;6.4;17.2;45;26.6;96;56.8;28;16.6;14;8.3;8;4.7
31380;Montgeard;14.3;4;21.6;174;32.2;288;53.2;79;14.5;28;5.2;16;3
31381;Montgiscard;12.2;6.1;20.1;738;28.5;1356;52.4;492;19;213;8.2;131;5
31382;Montgras;7.8;9.3;26.9;38;33.3;62;53.7;15;13;9;7.4;5;4.6
31383;Montjoire;9.2;5.9;18.7;366;28.6;672;52.5;241;18.8;123;9.6;63;5
31384;Montlaur;15.6;3.9;23.3;576;32.2;980;54.7;235;13.1;102;5.7;50;2.8
31385;Montmaurin;0.8;8.2;5.9;21;10.8;76;38.9;97;50.3;35;17.9;23;11.8
31386;Montoulieu-Saint-Bernard;8.5;7.7;21.5;57;25.7;103;46.7;61;27.6;29;13.1;19;8.4
31387;Montoussin;7.6;2.5;23.3;39;29.5;69;51.9;25;18.6;9;7;5;3.9
31388;Montpitol;6.6;2.6;17.8;85;23.8;200;56.1;72;20.2;18;5.1;7;1.8
31389;Montrabé;9.5;4.1;16.5;1121;26.8;2263;54;807;19.3;290;6.9;177;4.2
31390;Montréjeau;9.4;24.2;13.9;640;23.7;1222;45.3;838;31;472;17.5;326;12.1
31391;Montsaunès;6.7;10.4;14.5;109;23.9;237;52.1;109;23.9;53;11.8;36;8
31392;Mourvilles-Basses;11.3;4.5;22.5;26;32.5;43;55;10;12.5;3;3.8;1;1.2
31393;Mourvilles-Hautes;2;6;19.9;46;27.7;87;52.4;33;19.9;9;5.4;6;3.6
31394;Moustajon;3.6;5.9;7.9;15;11.8;53;41.7;59;46.5;15;11.8;4;3.1
31395;Muret;10.5;8.7;16.9;7247;28.9;12656;50.5;5157;20.6;2430;9.7;1589;6.3
31396;Nailloux;14.3;15.2;23.4;1335;32.7;2178;53.4;564;13.8;303;7.4;242;5.9
31397;Nénigan;2.9;11.5;21.2;11;21.2;24;46.2;17;32.7;8;15.4;6;11.5
31398;Nizan-Gesse;10.1;10.1;9.7;14;15.1;49;51.6;32;33.3;16;17.2;11;11.8
31399;Noé;9.9;5.5;20.3;862;29.2;1589;53.9;498;16.9;217;7.4;139;4.7
