Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Taux de natalité annuel moyen 2015-2021;Taux de mortalité annuel moyen 2015-2021;Part des pers. âgées de - 15 ans 2021;Nb de pers. âgées de - de 25 ans 2021;Part des pers. âgées de - de 25 ans 2021;Nb de pers. âgées de 25 à 64 ans 2021;Part des pers. âgées de 25 à 64 ans 2021;Nb de pers. âgées de 65 ans ou + 2021;Part des pers. âgées de 65 ans ou + 2021;Nb de pers. âgées  de 75 ans ou plus 2021;Part des pers. âgées de 75 ans ou + 2021;Nb de pers. âgées de 80 ans ou + 2021;Part des pers. âgées de 80 ans ou + 2021
55321;Marre;15;10;22.1;53;30.4;101;57.5;21;12.2;10;5.5;7;3.9
55322;Marson-sur-Barboure;22.9;9.8;25.9;14;25.9;24;44.8;16;29.3;7;12.1;2;3.4
55323;Martincourt-sur-Meuse;9.9;9.9;17.9;24;34.3;32;46.3;14;19.4;7;10.4;4;6
55324;Marville;8.8;12.8;13.3;120;23.1;291;56.1;108;20.8;46;8.9;34;6.6
55325;Maucourt-sur-Orne;0;9;11.8;11;21.6;26;52.9;13;25.5;5;9.8;4;7.8
55326;Maulan;11.9;7.4;18.5;31;28.7;50;46.3;27;25;8;7.4;3;2.8
55327;Mauvages;10.2;10.2;18.5;68;28;133;54.4;43;17.6;15;6.2;6;2.4
55328;Maxey-sur-Vaise;10.6;7.8;18;69;24.2;144;50.9;70;24.8;34;12.1;21;7.4
55329;Mécrin;5.4;11.7;9.6;35;17.7;122;61;43;21.3;25;12.6;12;5.8
55330;Méligny-le-Grand;10.3;12;14.3;21;23.1;53;59.3;16;17.6;9;9.9;7;7.7
55331;Méligny-le-Petit;14.7;8.4;23;22;29.7;32;43.2;20;27;11;14.9;7;9.5
55332;Menaucourt;7;14.8;11.5;51;21.4;131;55.2;55;23.4;22;9.3;18;7.6
55333;Ménil-aux-Bois;15.2;7.6;14.9;13;29.8;19;42.6;12;27.7;8;17;3;6.4
55334;Ménil-la-Horgne;10.6;5.8;21.1;52;30.5;88;51.7;30;17.8;18;10.6;11;6.7
55335;Ménil-sur-Saulx;8.3;8.9;15;66;26.8;125;50.5;56;22.8;24;9.8;16;6.3
55336;Merles-sur-Loison;8.7;6.5;15.9;39;26.5;77;51.7;33;21.9;11;7.3;6;4
55338;Milly-sur-Bradon;7.9;17.9;19.9;40;27.2;61;41.7;46;31.1;23;15.9;20;13.9
55339;Mogeville;0;6.3;16;17;22.7;39;53.3;18;24;5;6.7;4;5.3
55340;Mognéville;8.1;14.4;11.4;75;20.6;186;51;104;28.4;48;13.1;30;8.2
55341;Moirey-Flabas-Crépion;6.6;4;13.4;22;18.8;72;61.6;23;19.6;13;10.7;8;7.1
55343;Montblainville;2.8;13.9;14.8;11;19.7;28;49.2;18;31.1;6;9.8;4;6.6
55344;Montbras;17.8;8.9;9.5;4;19;11;47.6;8;33.3;3;14.3;3;14.3
55345;Mont-devant-Sassey;3.5;13.8;10.8;19;18.6;46;46.1;35;35.3;16;15.7;6;5.9
55346;Montfaucon-d'Argonne;8.6;36.1;11.9;62;21.4;123;42.4;105;36.2;69;23.9;47;16.1
55347;Les Monthairons;10.1;9.2;16.1;84;25.3;176;52.7;73;21.9;37;11.1;22;6.7
55348;Montiers-sur-Saulx;6.6;14.1;15.7;93;25.2;172;46.9;102;27.9;50;13.6;27;7.5
55349;Montigny-devant-Sassey;13.5;13.5;16.8;31;25.2;56;45;37;29.8;13;10.7;9;6.9
55350;Montigny-lès-Vaucouleurs;4.7;14.2;8.1;9;12.2;43;56.8;24;31.1;10;13.5;5;6.8
55351;Montmédy;7.5;8.4;14.3;497;24.5;1117;55;417;20.5;200;9.9;139;6.8
55352;Montplonne;9.5;14.3;13.3;30;21;72;50.3;41;28.7;20;14;13;9.1
55353;Montsec;12.6;14.7;24.1;24;31.8;31;40.4;21;27.8;8;10.1;7;8.8
55355;Montzéville;10.7;9.6;23.2;46;29.7;78;50.3;31;20;16;10.3;12;7.7
55356;Moranville;12.3;13.9;20;29;27.6;63;61;12;11.4;7;6.7;7;6.7
55357;Morgemoulin;3.1;3.1;15.9;37;34.6;56;52.3;14;13.1;7;6.5;4;3.7
55358;Chanteraine;11.7;15.3;12.7;35;18.5;101;54;51;27.5;14;7.4;11;5.8
55359;Morley;8.1;7.3;15;56;27.2;111;53.4;40;19.4;17;8.3;5;2.4
55360;Mouilly;9.2;7.7;15.2;27;24.8;39;36.2;42;39;9;8.6;5;4.8
55361;Moulainville;10.6;5.3;16.4;33;25;73;55.5;26;19.5;7;5.5;5;3.9
55362;Moulins-Saint-Hubert;14.1;11.3;24.2;63;34.3;83;45.5;37;20.2;13;7.3;9;5.1
55363;Moulotte;6.8;18.7;23.7;24;26.9;50;55.9;15;17.2;10;10.8;6;6.5
55364;Mouzay;6.8;9;12.2;129;19.7;340;51.8;187;28.5;87;13.2;53;8.1
55365;Murvaux;4.7;12.9;13.8;32;23.2;65;47.1;41;29.7;17;12.3;10;7.2
55366;Val-d'Ornain;6.9;6.4;15.1;249;25.2;493;49.9;246;24.9;91;9.2;47;4.7
55367;Muzeray;3.8;6.4;26.5;52;39.7;59;45.6;19;14.7;9;6.6;5;3.7
55368;Naives-en-Blois;10.6;3.2;19.2;52;34;81;53.2;19;12.8;11;7.1;9;5.8
55369;Naives-Rosières;8.7;8.1;13.6;188;23.3;388;48.1;231;28.6;103;12.7;52;6.4
55370;Naix-aux-Forges;5.5;17.4;12.3;48;22.9;111;52.5;52;24.6;20;9.5;17;7.8
55371;Nançois-le-Grand;9;6.8;17.8;26;34.2;35;45.2;16;20.5;9;12.3;5;6.8
55372;Nançois-sur-Ornain;7;13.7;12.7;78;21.5;180;49.5;105;29;48;13.1;34;9.2
55373;Nant-le-Grand;10.6;2.1;20.5;21;25.3;42;51.8;19;22.9;9;10.8;5;6
55374;Nant-le-Petit;4.2;21.2;7.9;14;18.4;38;51.3;22;30.3;13;17.1;10;13.2
55375;Nantillois;13.1;2.6;14.3;13;20.6;30;47.6;20;31.7;8;12.7;3;4.8
55376;Nantois;6.2;12.4;15.1;18;21.9;46;56.2;18;21.9;9;11;2;2.7
55377;Nepvant;9.4;13.1;27.6;35;36.8;39;41.4;21;21.8;10;10.3;8;8
55378;Nettancourt;8.7;13.4;17;52;21.6;123;51.2;66;27.2;33;13.5;24;9.9
55379;Le Neufour;4.9;12.2;13;11;18.5;33;55.6;16;25.9;3;5.6;1;1.9
55380;Neuville-en-Verdunois;2.8;22.6;4.1;4;8.2;35;69.4;11;22.4;6;12.2;4;8.2
55381;Neuville-lès-Vaucouleurs;3.9;12.6;12.9;37;23.8;67;42.9;52;33.3;22;14.3;14;8.8
55382;Neuville-sur-Ornain;9.7;7.4;21.1;99;26.9;190;51.8;78;21.3;35;9.4;23;6.2
55383;Neuvilly-en-Argonne;12.9;6.8;19.4;64;28.9;97;44;60;27.2;26;11.6;10;4.7
55384;Nicey-sur-Aire;18.7;10.7;22.8;34;26.8;58;45.5;35;27.6;8;6.5;3;2.4
55385;Nixéville-Blercourt;10.5;5.8;17.9;136;27.4;259;52.1;102;20.5;48;9.6;23;4.7
55386;Nonsard-Lamarche;7.8;4.7;18.7;64;28.9;127;56.9;32;14.2;8;3.6;4;1.8
55387;Nouillonpont;4.2;9.1;15.2;58;23.8;140;57.5;45;18.7;26;10.6;22;8.9
55388;Noyers-Auzécourt;11.9;4.2;26.2;87;31.6;150;54.5;38;14;11;4.1;4;1.5
55389;Nubécourt;7.5;9.6;14.6;51;21;128;52.6;64;26.4;35;14.4;24;9.8
55391;Olizy-sur-Chiers;10.4;6;18.8;61;31;104;52.8;32;16.2;14;7.1;10;5.1
55394;Ornes;0;0;0;3;42.9;3;42.9;1;14.3;0;0;0;0
55395;Osches;15;6;17.9;12;21.4;35;62.5;9;16.1;5;8.9;4;7.1
55396;Ourches-sur-Meuse;12.3;8.5;19.6;59;26.4;115;51.7;49;21.9;23;10.4;19;8.6
55397;Pagny-la-Blanche-Côte;12.7;5.6;24.1;75;32.5;106;46;49;21.5;24;10.5;20;8.7
55398;Pagny-sur-Meuse;13.7;7;22;317;31.2;536;52.7;163;16.1;65;6.4;38;3.8
55399;Pareid;9.9;9.9;19.8;35;30.6;60;53.2;18;16.2;3;2.7;2;1.8
55400;Parfondrupt;3.6;7.3;18.6;13;30.2;23;53.5;7;16.3;5;11.6;3;7
55401;Les Paroches;6.8;9.2;17.6;103;24.7;209;50.2;105;25.2;41;9.9;23;5.6
55403;Peuvillers;8.8;8.8;15.9;16;27;36;58.7;9;14.3;4;6.3;3;4.8
55404;Pierrefitte-sur-Aire;9.1;20.9;19.1;85;27.2;147;47;81;25.8;36;11.5;27;8.7
55405;Pillon;8.8;8.1;19.3;85;34.2;124;49.8;40;16;23;9.1;16;6.2
55406;Pintheville;7.7;10.8;17.8;30;27.7;58;54.5;19;17.8;6;5.9;4;4
55407;Pont-sur-Meuse;5;16.1;10.2;25;18.9;79;59.8;28;21.3;14;10.2;6;4.7
55408;Pouilly-sur-Meuse;9.4;12.2;17.5;48;28.1;80;46.8;43;25.1;19;11.1;18;10.5
55409;Pretz-en-Argonne;14.4;12;24.6;21;33.8;31;50.8;10;15.4;9;13.8;5;7.7
55410;Quincy-Landzécourt;8.3;11.8;19.9;34;25.7;69;52.9;28;21.3;17;13.2;13;10.3
55411;Rambluzin-et-Benoite-Vaux;8.8;5.3;18.7;21;22.1;46;49.9;26;28;11;11.7;9;9.4
55412;Rambucourt;12.1;7.8;20.1;54;28.9;92;49;42;22.2;15;7.7;7;3.6
55414;Rancourt-sur-Ornain;10.4;11.2;13.9;41;22.8;81;45;58;32.2;28;15.6;14;7.8
55415;Ranzières;10.1;6.1;22.1;27;30.2;47;52.3;16;17.4;6;7;3;3.5
55416;Rarécourt;8.7;11.1;15.4;52;24.1;108;50.3;55;25.6;31;14.4;22;10.3
55419;Récicourt;10.2;6.1;17.3;44;28.7;83;54;27;17.3;14;9.3;12;8
55420;Récourt-le-Creux;11;15.3;15.6;16;21.9;34;46.9;22;31.2;8;10.9;6;7.8
55421;Reffroy;16.4;7;22.2;28;37.5;33;44.4;13;18.1;9;12.5;5;6.9
55422;Regnéville-sur-Meuse;16.9;3.4;20;12;24;26;52;12;24;6;12;2;4
55423;Rembercourt-Sommaisne;6.5;8.5;15.7;79;25;158;50;79;25;36;11.6;27;8.7
55424;Remennecourt;6.5;22.6;14.9;9;19.1;22;46.8;16;34;9;19.1;7;14.9
55425;Remoiville;8.8;15.1;14.9;35;26.9;68;52.2;27;20.9;17;12.7;11;8.2
55426;Resson;11.6;9;16;91;23.9;229;60.1;61;16.1;23;6.1;10;2.7
55427;Revigny-sur-Ornain;11.2;10.9;16.1;735;27.2;1292;47.8;675;25;298;11;169;6.2
55428;Réville-aux-Bois;16.1;10.8;21.4;36;27.8;66;51.6;26;20.6;8;6.3;5;4
55429;Riaville;22.1;7.4;16.3;12;24.5;26;51;12;24.5;5;10.2;3;6.1
55430;Ribeaucourt;0;12.6;1.4;8;11.3;30;43.7;31;45.1;15;21.1;11;15.5
55431;Richecourt;20;8.6;28.8;18;32.2;28;49.2;10;18.6;8;13.6;7;11.9
55433;Rigny-la-Salle;7.1;6.7;22.4;123;33.7;186;50.8;57;15.5;25;6.8;18;4.9
55434;Rigny-Saint-Martin;0;9.4;2;8;16.3;28;55.1;14;28.6;3;6.1;1;2
55435;Robert-Espagne;7.8;6.8;17.1;207;27;376;49.1;183;23.9;56;7.4;36;4.7
55436;Les Roises;0;17.1;10.7;5;17.9;12;42.9;11;39.3;2;7.1;1;3.6
55437;Romagne-sous-les-Côtes;13.1;11.6;18;33;27;67;54.9;22;18;11;9;6;4.9
55438;Romagne-sous-Montfaucon;14.3;9.8;22.4;55;30.6;82;45.3;44;24.1;18;10;14;7.6
55439;Ronvaux;15.9;10.6;27.6;34;34.3;47;46.7;19;19;8;7.6;7;6.7
55442;Raival;12.4;7.8;17.5;63;26;119;49.1;60;24.8;23;9.4;15;6.2
55443;Rouvres-en-Woëvre;8.5;2.5;11.7;223;37.8;314;53.2;53;9;21;3.6;16;2.7
55444;Rouvrois-sur-Meuse;14.3;8.4;21;60;29.7;112;55.4;30;14.9;9;4.6;6;3.1
55445;Rouvrois-sur-Othain;5.9;11;21.2;55;28.6;106;55;31;16.4;11;5.8;7;3.7
55446;Rumont;15.5;3.9;23.3;25;29.1;45;53.5;15;17.4;7;8.1;4;4.7
55447;Rupt-aux-Nonains;15.2;11.9;18.9;102;27.8;191;51.9;75;20.3;29;7.8;14;3.9
55448;Rupt-devant-Saint-Mihiel;0;10.1;6.8;9;20.5;19;45.5;14;34.1;9;20.5;8;18.2
55449;Rupt-en-Woëvre;14.7;7.9;17.7;69;24.4;129;45.4;86;30.2;38;13.5;24;8.6
55450;Rupt-sur-Othain;10.4;13.8;21.6;14;29.4;23;49;10;21.6;6;11.8;5;9.8
55452;Saint-Amand-sur-Ornain;0;11.3;10;7;13.3;30;53.3;19;33.3;4;6.7;2;3.3
55453;Saint-André-en-Barrois;5.3;18.5;16.4;19;31.1;32;50.8;11;18;7;11.5;5;8.2
55454;Saint-Aubin-sur-Aire;15.5;9.7;23.7;57;32.8;95;54.8;22;12.4;12;6.8;9;5.1
55456;Saint-Germain-sur-Meuse;6.7;7.3;10.5;44;20;124;56.3;52;23.7;31;14.2;16;7.5
55457;Saint-Hilaire-en-Woëvre;5.6;6.6;19.5;55;30.3;98;53.5;30;16.2;12;6.5;5;2.7
55458;Saint-Jean-lès-Buzy;14.2;8;27.6;141;36.7;196;51.1;47;12.2;26;6.7;17;4.5
55459;Saint-Joire;7.2;8.6;15.1;58;24.5;122;51.8;56;23.7;23;9.7;12;5.3
55460;Saint-Julien-sous-les-Côtes;12.9;4.7;21;40;29;66;47.8;32;23.2;17;12.3;7;5.1
55461;Saint-Laurent-sur-Othain;5.9;6.2;18.2;137;30.5;235;52;79;17.5;32;7.1;23;5
55462;Saint-Maurice-sous-les-Côtes;12.6;12.1;18;103;29.5;174;50.1;71;20.4;28;8.1;18;5.2
55463;Saint-Mihiel;7.8;17.9;11.9;867;22.1;1969;50.2;1088;27.7;539;13.7;350;8.9
55464;Saint-Pierrevillers;8.5;11.7;20.5;45;29.8;85;55.6;22;14.6;14;9.3;9;6
55465;Saint-Remy-la-Calonne;4.8;1.6;16.5;28;27.8;49;49.5;23;22.7;7;7.2;4;4.1
55466;Salmagne;9;12.9;13.8;69;24.1;148;51.6;70;24.3;31;10.6;21;7.5
55467;Sampigny;8.6;5.8;18.4;193;27.7;385;55.3;119;17.1;39;5.5;22;3.2
55468;Samogneux;12.2;0;22.7;35;35.1;58;57.7;7;7.2;3;3.1;2;2.1
55469;Sassey-sur-Meuse;1.7;11.6;17.8;28;31.1;37;41.1;25;27.8;9;10;6;6.7
55470;Saudrupt;15.2;5.9;16.1;46;23.8;92;48.2;53;28;18;9.3;13;6.7
55471;Saulmory-Villefranche;3.7;22.3;13.4;16;19.5;40;50;25;30.5;8;9.8;4;4.9
55472;Saulvaux;7.2;8.7;11.2;24;20.7;59;51.7;31;27.6;16;13.8;11;9.5
55473;Saulx-lès-Champlon;21.4;7.1;14.7;25;23.3;60;55.2;23;21.6;16;14.7;10;9.5
55474;Sauvigny;5.8;10.8;12.6;47;20.9;109;48.7;68;30.3;32;14.1;22;10
55475;Sauvoy;12.9;5.2;21.4;19;28.6;37;55.7;11;15.7;6;8.6;3;4.3
55476;Savonnières-devant-Bar;6.3;10.5;14.6;116;24.6;237;50.2;119;25.2;60;12.7;38;8
55477;Savonnières-en-Perthois;6.5;6.1;13.8;94;23.4;202;50.5;104;26.1;36;9;24;6
55479;Seigneulles;0;10.8;16.6;39;24.5;85;54;34;21.5;11;6.7;6;3.7
55481;Senon;11.4;6.7;25.7;117;37.5;152;48.8;42;13.7;17;5.4;15;4.8
55482;Senoncourt-les-Maujouy;18;12.6;18;30;29;56;55;16;16;6;6;4;4
55484;Septsarges;14;10.5;12.8;8;17;31;66;8;17;4;8.5;3;6.4
55485;Sepvigny;9.2;9.2;12.3;18;26;31;45.2;20;28.8;12;17.8;10;15.1
55487;Seuzey;6.8;13.7;14.8;23;27.3;39;45.5;23;27.3;3;3.4;1;1.1
55488;Silmont;0;11.8;9.6;26;17.8;70;48.6;48;33.6;16;11;10;6.8
55489;Sivry-la-Perche;6.1;9.2;22.1;82;29.6;126;45.5;69;24.8;24;8.5;13;4.6
55490;Sivry-sur-Meuse;9.5;11.4;16.4;85;25.3;152;45.4;98;29.3;43;12.7;28;8.3
55492;Sommedieue;8.5;27.4;17.7;281;28.9;446;45.8;247;25.3;136;13.9;109;11.2
55493;Sommeilles;6;11.1;16.4;46;25.7;91;50.3;44;24;23;12.6;14;7.7
55494;Sommelonne;7.5;7.9;12.9;80;19.6;228;55.6;102;24.8;38;9.4;31;7.6
55495;Sorbey;7.9;3.3;21.1;76;31.8;130;54.5;32;13.6;17;7;14;5.8
55496;Sorcy-Saint-Martin;8.5;6.8;20.7;314;29.9;516;49.2;219;20.9;76;7.2;49;4.6
55497;Les Souhesmes-Rampont;12.5;7;21.3;84;26.3;171;53.6;64;20.1;20;6.3;15;4.7
55498;Souilly;12.6;19.6;20.7;149;33.9;197;44.8;94;21.4;50;11.4;34;7.8
55500;Spincourt;14.2;11.6;17.9;236;28.8;411;50.3;171;20.9;86;10.5;65;7.9
55501;Stainville;10.2;8.9;21.8;109;28.7;190;50.3;80;21.1;33;8.8;20;5.4
55502;Stenay;7.5;22.2;14;605;24.5;1124;45.5;741;30;414;16.7;304;12.3
55503;Taillancourt;3.9;12.9;16.1;30;24.2;62;50;32;25.8;15;12.1;7;5.6
55504;Tannois;9.3;9.3;19.3;118;29.8;185;46.7;93;23.4;43;10.7;28;7.1
55505;Thierville-sur-Meuse;8.4;6.9;15.2;1104;34.7;1544;48.6;531;16.7;211;6.6;128;4
55506;Thillombois;0;0;19.4;7;22.6;13;41.9;11;35.5;2;6.5;0;0
55507;Thillot;11.7;8.8;20.3;64;30.4;106;50.7;40;18.9;9;4.4;6;2.6
55508;Thonne-la-Long;2;2;24.1;115;32.5;212;59.9;27;7.5;10;2.8;4;1.1
55509;Thonne-le-Thil;6.1;4.9;17.4;82;29.7;140;50.7;54;19.5;21;7.6;15;5.4
55510;Thonne-les-Près;8.7;6.2;18.4;34;27.2;67;53.6;24;19.2;6;4.8;2;1.6
55511;Thonnelle;8.5;4.8;19.7;33;28.7;57;50;24;21.3;11;9.8;8;7.4
55512;Tilly-sur-Meuse;11.6;10.4;21.7;89;31.9;137;49.2;53;18.8;30;10.7;22;7.8
55514;Trémont-sur-Saulx;8;6.1;17;158;26.9;277;47.1;153;26;54;9.2;31;5.3
55515;Trésauvaux;14.4;2.4;14.1;14;19.7;36;52.1;19;28.2;6;8.5;3;4.2
55516;Tréveray;10.4;10.1;14.6;114;20.7;288;52.4;148;26.9;63;11.4;40;7.3
55517;Seuil-d'Argonne;9.7;21;16.2;122;23.7;246;47.6;149;28.7;77;14.9;57;10.9
55518;Cousances-lès-Triconville;11.4;5.7;18.6;38;26.2;75;51.7;32;22.1;14;9.7;5;3.4
55519;Tronville-en-Barrois;6.7;10.1;14.2;327;24.6;687;51.6;317;23.8;132;9.9;86;6.5
55520;Troussey;10.6;5.9;21.8;155;32.8;238;50.1;81;17.1;28;6;15;3.2
55521;Troyon;12;8;23.8;76;32.8;115;49.4;42;17.9;21;8.9;12;5.1
55522;Ugny-sur-Meuse;15.5;7.7;14.4;27;24.3;55;50.5;28;25.2;14;12.6;8;7.2
55523;Vacherauville;17.5;2.8;22.8;55;29;107;56.5;28;14.5;8;4.1;1;0.5
55525;Vadelaincourt;8.5;6.4;18.7;23;30.7;40;53.3;12;16;6;8;4;5.3
55526;Vadonville;8.3;7.7;21.2;76;29.5;129;50.1;52;20.3;16;6.4;8;3.2
55527;Varennes-en-Argonne;6.4;39.1;14.6;134;21.1;257;40.6;242;38.3;142;22.4;113;17.9
55528;Varnéville;12.7;3.2;14.3;12;24.5;27;53.1;11;22.4;4;8.2;4;8.2
55530;Valbois;7.4;5.5;15.6;18;18.8;49;52.1;27;29.2;8;8.3;6;6.2
55531;Vassincourt;6.6;9;17.1;86;30.9;133;47.3;61;21.8;22;7.8;14;5
55532;Vaubecourt;9;11.1;20.8;85;27;158;50.6;70;22.4;42;13.4;28;9
55533;Vaucouleurs;9;24.3;16.9;513;26.7;884;46;526;27.4;261;13.6;187;9.7
55534;Vaudeville-le-Haut;0;9.1;16.7;18;35.2;23;44.4;11;20.4;3;5.6;1;1.9
55535;Vaudoncourt;20.2;14.1;27.8;34;40.5;39;45.6;12;13.9;8;8.9;4;5.1
55536;Vauquois;0;8.4;4.3;3;13;10;47.8;8;39.1;2;8.7;1;4.3
55537;Douaumont-Vaux;8.3;4.1;19;22;27.8;41;51.9;16;20.3;1;1.3;0;0
55540;Vaux-lès-Palameix;9.1;9.1;11.9;13;22;29;49.2;17;28.8;8;13.6;4;6.8
55541;Vavincourt;14.9;7.8;21.4;153;28.9;279;52.7;97;18.4;39;7.3;20;3.8
55543;Velaines;8;10.7;14.1;204;22.6;400;44.3;299;33.1;141;15.7;83;9.2
55544;Velosnes;2.1;3.1;19.2;44;30.5;85;58.9;15;10.6;8;5.3;7;4.6
55545;Verdun;10;12.3;14;4538;27.2;7972;47.8;4179;25;2150;12.9;1465;8.8
55546;Verneuil-Grand;4.1;9;18.6;60;28.9;119;56.9;30;14.2;13;6.4;11;5.4
55547;Verneuil-Petit;2.8;4.2;19.7;41;36.8;54;48.7;16;14.5;9;7.7;7;6
55549;Véry;7.1;12.5;12.7;14;16.5;37;43;35;40.5;16;19;12;13.9
55551;Vigneulles-lès-Hattonchâtel;9;9.3;16.3;426;27.1;819;52.1;329;20.9;132;8.4;87;5.5
55552;Vigneul-sous-Montmédy;9.4;5.7;27.7;26;32.5;42;51.8;13;15.7;7;8.4;7;8.4
55553;Vignot;7.3;7.5;18.2;364;28.2;594;46.1;330;25.6;132;10.2;93;7.2
55554;Villécloye;8.8;5.7;19.1;73;28.2;145;56;41;15.8;17;6.4;7;2.8
55555;Ville-devant-Belrain;0;10.1;18.8;9;28.1;11;34.4;12;37.5;6;18.8;2;6.2
55556;Ville-devant-Chaumont;3.4;13.4;16.3;13;26.5;25;51;11;22.4;3;6.1;1;2
55557;Ville-en-Woëvre;13.1;10.5;18.5;33;26.2;66;52.3;27;21.5;13;10;4;3.1
55559;Villeroy-sur-Méholle;20.4;4.1;19.6;14;26.1;28;52.2;12;21.7;5;8.7;2;4.3
55560;Villers-aux-Vents;6.3;8.9;14.4;33;25.6;63;48.8;33;25.6;14;11.2;6;4.8
55561;Villers-devant-Dun;9.5;22.1;17.6;10;19.6;29;56.9;12;23.5;6;11.8;1;2
55562;Villers-le-Sec;13.1;13.1;15.2;25;20;63;49.6;39;30.4;9;7.2;3;2.4
55563;Villers-lès-Mangiennes;8.7;13;11.3;15;19.7;38;50.7;22;29.6;10;14.1;6;8.5
55565;Villers-sous-Pareid;6.6;8.8;15.2;19;25.3;41;54.4;15;20.3;5;6.3;5;6.3
55566;Villers-sur-Meuse;8.4;2.8;22.6;90;31.1;140;48.2;60;20.7;17;6;11;3.9
55567;Ville-sur-Cousances;7.4;9.9;18.3;49;35.2;62;44.4;29;20.4;14;9.9;9;6.3
55568;Ville-sur-Saulx;10.5;7;19;72;25.8;151;54.2;56;20;25;9.1;16;5.8
55569;Villotte-devant-Louppy;9.2;3.1;18.8;41;25.5;81;49.7;41;24.8;20;12.1;12;7.3
55570;Villotte-sur-Aire;12.4;3.3;18.5;64;29.3;105;48.3;49;22.4;21;9.8;15;6.8
55571;Vilosnes-Haraumont;17.5;7.3;25.1;79;32.1;117;47.7;50;20.2;20;8.3;10;4.2
55572;Vittarville;8.2;16.5;20.7;27;29.9;52;57.5;11;12.6;4;4.6;4;4.6
55573;Void-Vacon;11.3;14.5;16.8;439;27.2;815;50.5;360;22.3;179;11.1;115;7.2
55574;Vouthon-Bas;3.6;7.1;9.1;7;15.9;27;65.9;7;18.2;2;4.5;2;4.5
55575;Vouthon-Haut;4.2;2.1;19.2;19;23.3;39;46.6;25;30.1;10;12.3;8;9.6
55577;Waly;11.3;17;11.7;11;20;22;40;22;40;8;15;7;11.7
55578;Warcq;9.9;3.3;25.3;66;36;101;54.8;17;9.1;10;5.4;7;3.8
55579;Watronville;12.5;12.5;17.5;25;25.2;50;49.5;25;25.2;15;14.6;12;11.7
55580;Wavrille;20.7;3.5;13.7;14;27.5;26;52.9;10;19.6;6;11.8;5;9.8
55581;Willeroncourt;11;7.8;11.2;23;21.5;67;63.6;16;15;8;7.5;7;6.5
55582;Wiseppe;3.4;5.1;16.3;24;27.2;39;44.6;25;28.3;10;10.9;6;6.5
55583;Woël;12.3;9;19;58;28;106;51;44;21;18;8.5;10;5
55584;Woimbey;10.6;10.6;26.7;43;34.2;61;48.3;22;17.5;10;7.5;8;6.7
55586;Xivray-et-Marvoisin;11.3;14.5;23.4;33;28.8;60;53.2;20;18;10;9;9;8.1
56001;Allaire;7.4;16.3;17.4;1034;26.7;1892;48.8;949;24.5;443;11.4;283;7.3
56002;Ambon;8.9;9.6;14.5;477;23.2;1046;50.9;532;25.9;185;9;119;5.8
56003;Arradon;4.8;12;12.6;1275;22.4;2321;40.8;2089;36.7;1026;18;654;11.5
56004;Arzal;11.1;7.2;16.6;440;25.3;820;47.1;482;27.7;169;9.7;72;4.1
56005;Arzon;2.5;16.8;5.2;221;9.7;804;35.5;1244;54.8;589;25.9;370;16.3
56006;Augan;13.1;9.8;19.5;426;28.2;744;49.1;343;22.7;144;9.5;94;6.2
56007;Auray;8.4;13.7;13;3329;23.4;6749;47.5;4144;29.1;2123;14.9;1484;10.4
56008;Baden;6.4;8.7;14;970;20.9;2121;45.7;1551;33.4;640;13.8;355;7.7
56009;Bangor;6.7;8.9;14.5;212;21;483;47.9;314;31.1;150;14.9;60;5.9
56010;Baud;8.2;11.5;17.4;1721;27.6;3073;49.3;1434;23;715;11.5;484;7.8
56011;Béganne;7.5;11.4;14.5;303;21.3;628;44.1;493;34.6;189;13.3;92;6.4
56012;Beignon;10.6;4.2;19.8;708;36.4;955;49;284;14.6;107;5.5;54;2.8
56013;Belz;5.7;17.3;12;703;18.3;1745;45.5;1386;36.2;653;17;453;11.8
56014;Berné;10.1;11.2;19.1;441;28.2;804;51.5;317;20.3;146;9.4;103;6.6
56015;Berric;12.4;5.3;22.6;708;33.6;1065;50.5;337;16;121;5.7;67;3.2
56017;Bignan;10.4;7.8;16.9;727;26.5;1419;51.7;599;21.8;217;7.9;133;4.8
56018;Billiers;6.6;7.8;14.2;270;25.8;501;47.9;276;26.4;116;11.1;60;5.8
56019;Billio;7.6;11;13.7;71;21.5;170;51.7;88;26.9;40;12.3;21;6.3
56020;Bohal;7.9;5.1;25.4;310;36.4;445;52.3;97;11.4;37;4.4;24;2.8
56021;Brandérion;12.4;6.1;24.9;496;33.7;747;50.7;229;15.6;81;5.5;39;2.6
56022;Brandivy;10.6;8;22.5;432;31.3;742;53.7;207;15;82;5.9;52;3.8
56023;Brech;8.5;7.7;17.2;1938;28;3493;50.5;1492;21.6;648;9.4;396;5.7
56024;Bréhan;7.2;17.3;14.7;553;24.2;1148;50.2;587;25.6;305;13.3;220;9.6
56025;Brignac;8.9;13.4;21.5;51;26;95;48.5;50;25.5;19;9.5;10;5
56026;Bubry;6.7;18.3;13.5;460;20.2;1115;49;699;30.7;365;16.1;263;11.6
56027;Buléon;9.8;11.1;19.8;161;29.6;273;50.3;109;20;57;10.5;40;7.4
